time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (Today) (km),Distance travelled (total) (km),Distance travelled (Week) (km),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
0.0,,,,0.0,,,,20.0,,,,,,,,,22.0,20.0,,,,,,,,22.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,13.4,0.7,741.4,0.0,0.0,0.0,21.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51898,22.0,20.0,1251.7658333333334,4506357.0,0.0,0.0,5.14861111111111,4.11888888888889,3.86145833333333,22.0,1839.5,1797.3,1371.9,1299.4,0.0,0.0,0.0,0.0,740.0,2363.0,3.86,12.0,3.84,61.0,0.0,1251.76583333333,0.0,62.5,23.0,23.0,22.5,51.0,23.0,23.0,23.0,23.0,26.0,21.5,21.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2.0,13.4,0.7,741.4,0.0,0.0,0.0,21.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51898,22.0,20.0,1251.7658333333334,4506357.0,0.0,0.0,5.14861111111111,4.11888888888889,3.86145833333333,22.0,1839.5,1797.3,1371.9,1299.4,0.0,0.0,0.0,0.0,740.0,2363.0,3.86,12.0,3.84,61.0,0.0,1251.76583333333,0.0,62.5,23.0,23.0,22.5,51.0,23.0,23.0,23.0,23.0,26.0,21.5,21.5,0.0,13.560000000000002,87.0,21.5,13.814,745.3000000000001,35.46,14.015,24.0,-0.4,3.0,0.0,0.0,,,,,23.0,1.0,,,0.0,,,,,,,23.0,22.0,,,,,,,,,,,,,,,,,,0.0,13.7803143,0.0,,,,,,,,,,,,0.0,,,21.9
3.0,13.4,0.7,741.4,0.0,0.0,0.0,21.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51898,22.0,20.0,1251.7658333333334,4506357.0,0.0,0.0,5.14861111111111,4.11888888888889,3.86145833333333,22.0,1839.5,1797.3,1371.9,1299.4,0.0,0.0,0.0,0.0,740.0,2363.0,3.86,12.0,3.84,61.0,0.0,1251.76583333333,0.0,62.5,23.0,23.0,22.5,51.0,23.0,23.0,23.0,23.0,26.0,21.5,21.5,0.0,13.560000000000002,87.0,21.5,13.814,745.3000000000001,35.46,14.015,24.0,-0.4,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,741.3000000000001,4.442,0.0,13.7803143,0.0,,0.0,,,,,,,,,,0.0,0.0,,21.9
4.0,13.3,0.6,741.4,0.0,0.0,0.0,21.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.44484,22.0,20.0,1251.7666666666669,4506360.0,0.0,0.0,5.14861111111111,4.11888888888889,3.86145833333333,22.0,1839.5,1797.3,1371.9,1299.4,0.0,0.0,0.0,0.0,740.0,2363.0,3.86,9.0,3.84,77.0,0.0,1251.76666666667,0.0,62.5,23.0,23.0,22.5,51.0,23.0,23.0,23.0,23.0,25.0,21.5,21.5,0.0,12.610000000000014,87.0,21.5,13.801,744.8000000000001,34.76,13.996,24.0,-0.4,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,741.3000000000001,4.442,0.0,13.7803143,0.0,0.0,0.0,0.0,0.0,419.642025,228.331986,0.0003675981216596,0.0003639585362966,,0.0003639585362966,,0.4448399999999999,0.0,,22.149999999999984
5.0,13.3,0.6,741.4,0.0,0.0,0.0,21.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.44484,22.0,20.0,1251.7666666666669,4506360.0,0.0,0.0,5.14861111111111,4.11888888888889,3.86145833333333,22.0,1839.5,1797.3,1371.9,1299.4,0.0,0.0,0.0,0.0,740.0,2363.0,3.86,9.0,3.84,77.0,0.0,1251.76666666667,0.0,62.5,23.0,23.0,22.5,51.0,23.0,23.0,23.0,23.0,25.0,21.5,21.5,0.0,12.610000000000014,87.0,21.5,13.801,744.8000000000001,34.76,13.996,24.0,-0.5,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,741.3000000000001,4.442,0.0,13.7612706,0.0,0.0,0.0,0.0,0.0,419.642025,228.331986,0.0003675981216596,0.0003639585362966,,0.0003639585362966,,0.4448399999999999,0.0,,22.149999999999984
6.0,13.3,0.7,741.3,0.0,0.0,0.0,21.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51891,22.0,20.0,1251.7675,4506363.0,0.0,0.0,5.14791666666667,4.11833333333333,3.8609375,22.0,1839.5,1797.3,1371.9,1299.4,0.0,0.0,0.0,0.0,740.0,2363.0,3.86,9.0,3.84,61.0,0.0,1251.7675,0.0,62.5,23.0,23.0,22.5,51.0,23.0,23.0,23.0,23.0,25.0,21.5,21.5,0.0,12.610000000000014,87.0,21.5,13.801,744.8000000000001,34.76,13.996,24.0,-0.5,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,741.3000000000001,4.442,0.0,13.7612706,0.0,0.0,0.0,0.0,0.0,419.642025,228.331986,0.00077857890386,0.0007708702018416,0.0,0.000406911665545,,0.51891,0.0,,22.149999999999984
7.0,13.3,0.7,741.3,0.0,0.0,0.0,21.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51891,22.0,20.0,1251.7675,4506363.0,0.0,0.0,5.14791666666667,4.11833333333333,3.8609375,22.0,1839.5,1797.3,1371.9,1299.4,0.0,0.0,0.0,0.0,740.0,2363.0,3.86,9.0,3.84,61.0,0.0,1251.7675,0.0,62.5,23.0,23.0,22.5,51.0,23.0,23.0,23.0,23.0,25.0,21.5,21.5,0.0,12.180000000000009,87.0,21.5,13.805,745.3000000000001,33.71,13.996,24.0,-0.5,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,741.3000000000001,4.442,0.0,13.7612706,0.0,0.0,0.0,0.0,0.0,419.642025,228.331986,0.00077857890386,0.0007708702018416,0.0,0.000406911665545,,0.51891,0.0,,21.529999999999994
8.0,13.3,0.7,741.3,0.0,0.0,0.0,21.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51891,22.0,20.0,1251.7675,4506363.0,0.0,0.0,5.14791666666667,4.11833333333333,3.8609375,22.0,1839.5,1797.3,1371.9,1299.4,0.0,0.0,0.0,0.0,740.0,2363.0,3.86,9.0,3.84,61.0,0.0,1251.7675,0.0,62.5,23.0,23.0,22.5,51.0,23.0,23.0,23.0,23.0,25.0,21.5,21.5,0.0,12.180000000000009,87.0,21.5,13.805,745.3000000000001,33.71,13.996,24.0,-0.5,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,741.3000000000001,4.442,0.0,13.7612706,0.0,0.0,0.0,0.0,0.0,419.642025,228.331986,0.00077857890386,0.0007708702018416,0.0,0.000406911665545,,0.51891,0.0,,21.529999999999994
9.0,13.3,0.6,741.3,0.0,0.0,0.0,21.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.44478,22.0,20.0,1251.7680555555555,4506365.0,0.0,0.0,5.14791666666667,4.11833333333333,3.8609375,22.0,1839.5,1797.3,1371.9,1299.4,0.0,0.0,0.0,0.0,740.0,2363.0,3.86,11.0,3.84,61.0,0.0,1251.76805555556,0.0,62.5,23.0,23.0,22.5,51.0,23.0,23.0,23.0,23.0,26.0,21.5,21.5,0.0,12.180000000000009,87.0,21.5,13.805,745.3000000000001,33.71,13.996,24.0,-0.5,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,741.3000000000001,4.442,0.0,13.7612706,0.0,0.0,0.0,0.0,0.0,419.642025,228.331986,0.0010776649400026,0.0010669949901016,0.0,0.0002961247882599,,0.4447799999999999,0.0,,21.529999999999994
