time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (Today) (km),Distance travelled (total) (km),Distance travelled (Week) (km),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
0.0,,,,0.0,,,,20.0,,,,,,,,,25.0,38.0,,,,,,,,25.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,13.3,0.5,717.6,0.0,0.0,0.0,24.0,20.0,26.0,24.0,25.0,25.0,24.0,24.0,24.0,0.3588,25.0,38.0,1233.6336111111111,4441081.0,0.0,0.0,4.98333333333333,3.98666666666667,3.7375,25.0,1821.3,1792.6,1358.8,1296.0,0.0,0.0,0.0,0.0,716.0,2435.0,3.72,9.0,3.72,77.0,0.0,1233.63361111111,0.0,49.0,26.0,26.0,20.5,53.0,28.5,29.0,26.5,28.5,27.0,22.0,22.0,0.0,0.7400000000000091,89.0,24.5,13.802,720.0,22.64,13.924,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3588,,,21.89999999999999
2.0,13.3,0.5,717.6,0.0,0.0,0.0,24.0,20.0,26.0,24.0,25.0,25.0,24.0,24.0,24.0,0.3588,25.0,38.0,1233.6336111111111,4441081.0,0.0,0.0,4.98333333333333,3.98666666666667,3.7375,25.0,1821.3,1792.6,1358.8,1296.0,0.0,0.0,0.0,0.0,716.0,2435.0,3.72,9.0,3.72,77.0,0.0,1233.63361111111,0.0,49.0,26.0,26.0,20.5,53.0,28.5,29.0,26.5,28.5,27.0,22.0,22.0,0.0,0.7400000000000091,89.0,24.5,13.802,720.0,22.64,13.924,26.0,-1.1,3.0,0.0,0.0,,,,,28.0,1.0,,,0.0,,,,,,,28.0,28.0,,,,,,,,,,,,,,,,,,0.0,13.760294,0.0,,,,,,,,,,,,0.3588,,,21.89999999999999
3.0,13.3,0.5,717.6,0.0,0.0,0.0,24.0,20.0,26.0,24.0,25.0,25.0,24.0,24.0,24.0,0.3588,25.0,38.0,1233.6336111111111,4441081.0,0.0,0.0,4.98333333333333,3.98666666666667,3.7375,25.0,1821.3,1792.6,1358.8,1296.0,0.0,0.0,0.0,0.0,716.0,2435.0,3.72,9.0,3.72,77.0,0.0,1233.63361111111,0.0,49.0,26.0,26.0,20.5,53.0,28.5,29.0,26.5,28.5,27.0,22.0,22.0,0.0,0.7400000000000091,89.0,24.5,13.802,720.0,22.64,13.924,26.0,-1.1,3.0,0.0,0.0,0.0,22.0,179.0,0.0,28.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,28.0,28.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,717.5,4.443,0.0,13.760294,0.0,,0.0,,,,,,,,,,0.3588,0.0,,21.89999999999999
4.0,13.3,0.4,717.6,0.0,0.0,0.0,24.0,20.0,26.0,24.0,25.0,25.0,24.0,24.0,24.0,0.28704,25.0,38.0,1233.6344444444444,4441084.0,0.0,0.0,4.98333333333333,3.98666666666667,3.7375,25.0,1821.3,1792.6,1358.8,1296.0,0.0,0.0,0.0,0.0,716.0,2435.0,3.74,9.0,3.72,64.0,0.0,1233.63444444444,0.0,49.0,26.0,26.0,20.5,53.0,28.0,29.0,26.5,28.0,27.0,22.0,22.0,0.0,0.6899999999999977,89.0,24.5,13.803,720.1,22.05,13.928,26.0,-1.1,3.0,0.0,0.0,0.0,22.0,179.0,0.0,28.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,28.0,28.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,717.5,4.443,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,404.422139,213.1121,0.0002293994154746,0.0002271281341333,,0.0002271281341333,,0.28704,0.0,,21.360000000000003
5.0,13.3,0.4,717.6,0.0,0.0,0.0,24.0,20.0,26.0,24.0,25.0,25.0,24.0,24.0,24.0,0.28704,25.0,38.0,1233.6344444444444,4441084.0,0.0,0.0,4.98333333333333,3.98666666666667,3.7375,25.0,1821.3,1792.6,1358.8,1296.0,0.0,0.0,0.0,0.0,716.0,2435.0,3.74,9.0,3.72,64.0,0.0,1233.63444444444,0.0,49.0,26.0,26.0,20.5,53.0,28.0,29.0,26.5,28.0,27.0,22.0,22.0,0.0,0.6899999999999977,89.0,24.5,13.803,720.1,22.05,13.928,26.0,-1.1,3.0,0.0,0.0,0.0,22.0,179.0,0.0,28.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,28.0,28.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,717.5,4.443,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,404.422139,213.1121,0.0002293994154746,0.0002271281341333,,0.0002271281341333,,0.28704,0.0,,21.360000000000003
6.0,13.3,0.5,717.6,0.0,0.0,0.0,24.0,20.0,26.0,24.0,25.0,25.0,24.0,24.0,24.0,0.3588,25.0,38.0,1233.6352777777777,4441087.0,0.0,0.0,4.98333333333333,3.98666666666667,3.7375,25.0,1821.3,1792.6,1358.8,1296.0,0.0,0.0,0.0,0.0,716.0,2435.0,3.72,9.0,3.72,40.0,0.0,1233.63527777778,0.0,49.0,26.0,26.0,20.5,53.0,28.0,29.0,26.5,28.0,27.0,22.0,22.0,0.0,0.6899999999999977,89.0,24.5,13.803,720.1,22.05,13.928,26.0,-1.1,3.0,0.0,0.0,0.0,22.0,179.0,0.0,28.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,28.0,28.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,717.6,4.444,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,404.422139,213.1121,0.0004977323481173,0.0004928043050666,0.0,0.0002656761709333,,0.3588,0.0,,21.360000000000003
7.0,13.3,0.5,717.6,0.0,0.0,0.0,24.0,20.0,26.0,24.0,25.0,25.0,24.0,24.0,24.0,0.3588,25.0,38.0,1233.6352777777777,4441087.0,0.0,0.0,4.98333333333333,3.98666666666667,3.7375,25.0,1821.3,1792.6,1358.8,1296.0,0.0,0.0,0.0,0.0,716.0,2435.0,3.72,9.0,3.72,40.0,0.0,1233.63527777778,0.0,49.0,26.0,26.0,20.5,53.0,28.0,29.0,26.5,28.0,27.0,22.0,22.0,0.0,0.6399999999999864,89.0,24.5,13.803,720.1,22.1,13.921,26.0,-1.1,3.0,0.0,0.0,0.0,22.0,179.0,0.0,28.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,28.0,28.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,717.6,4.444,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,404.422139,213.1121,0.0004977323481173,0.0004928043050666,0.0,0.0002656761709333,,0.3588,0.0,,21.460000000000015
8.0,13.4,0.5,717.5,0.0,0.0,0.0,24.0,20.0,26.0,24.0,25.0,25.0,24.0,24.0,24.0,0.35875,25.0,38.0,1233.6358333333333,4441089.0,0.0,0.0,4.98263888888889,3.98611111111111,3.73697916666667,25.0,1821.3,1792.6,1358.8,1296.0,0.0,0.0,0.0,0.0,716.0,2435.0,3.74,9.0,3.72,49.0,0.0,1233.63583333333,0.0,49.0,26.0,26.0,20.5,53.0,28.0,29.0,26.5,28.0,27.0,22.0,22.0,0.0,0.6399999999999864,89.0,24.5,13.803,720.1,22.1,13.921,26.0,-1.1,3.0,0.0,0.0,0.0,22.0,179.0,0.0,28.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,28.0,28.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,717.6,4.444,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,404.422139,213.1121,0.0007210899454492,0.0007139504410388,0.0,0.0002211461359722,,0.35875,0.0,,21.460000000000015
9.0,13.4,0.5,717.5,0.0,0.0,0.0,24.0,20.0,26.0,24.0,25.0,25.0,24.0,24.0,24.0,0.35875,25.0,38.0,1233.6358333333333,4441089.0,0.0,0.0,4.98263888888889,3.98611111111111,3.73697916666667,25.0,1821.3,1792.6,1358.8,1296.0,0.0,0.0,0.0,0.0,716.0,2435.0,3.74,9.0,3.72,49.0,0.0,1233.63583333333,0.0,49.0,26.0,26.0,20.5,53.0,28.0,29.0,26.5,28.0,27.0,22.0,22.0,0.0,0.5900000000000318,89.0,24.5,13.802,720.1,22.43,13.938,26.0,-1.2000000000000002,3.0,0.0,0.0,0.0,22.0,179.0,0.0,28.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,28.0,28.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,717.6,4.444,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,404.422139,213.1121,0.0007210899454492,0.0007139504410388,0.0,0.0002211461359722,,0.35875,0.0,,21.839999999999968
