time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (Today) (km),Distance travelled (total) (km),Distance travelled (Week) (km),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
0.0,,,,0.0,,,,20.0,,,,,,,,,33.0,40.0,,,,,,,,33.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,13.3,1.7,714.7,0.0,0.0,0.0,32.0,20.0,28.0,21.0,23.0,24.0,26.0,21.0,22.0,1.21499,33.0,40.0,1209.3072222222222,4353506.0,0.0,0.0,4.96319444444444,3.97055555555556,3.72239583333333,33.0,1788.7,1757.2,1335.9,1271.5,0.0,0.0,0.0,0.0,712.0,2519.0,3.72,24.0,3.72,49.0,0.0,1209.30722222222,0.0,51.0,42.5,42.5,7.5,24.0,25.5,18.5,12.5,25.5,47.0,31.5,31.5,0.0,8.759999999999991,85.0,26.5,13.804,716.8000000000001,37.85,14.033,38.0,1.7000000000000002,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42882,,-0.0,29.09000000000001
2.0,13.3,1.7,714.7,0.0,0.0,0.0,32.0,20.0,28.0,21.0,23.0,24.0,26.0,21.0,22.0,1.21499,33.0,40.0,1209.3072222222222,4353506.0,0.0,0.0,4.96319444444444,3.97055555555556,3.72239583333333,33.0,1788.7,1757.2,1335.9,1271.5,0.0,0.0,0.0,0.0,712.0,2519.0,3.72,24.0,3.72,49.0,0.0,1209.30722222222,0.0,51.0,42.5,42.5,7.5,24.0,25.5,18.5,12.5,25.5,47.0,31.5,31.5,0.0,8.759999999999991,85.0,26.5,13.804,716.8000000000001,37.85,14.033,38.0,1.7000000000000002,3.0,0.0,0.0,,,,,31.0,1.0,,,0.0,,,,,,,31.0,31.0,,,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,,,,,,0.0,13.770548300000002,0.0,,0.0,,,,,,,,,,0.42882,0.0,-0.0,29.09000000000001
3.0,13.4,1.7,714.7,0.0,0.0,0.0,32.0,20.0,28.0,21.0,23.0,24.0,26.0,21.0,22.0,1.21499,33.0,40.0,1209.3077777777778,4353508.0,0.0,0.0,4.96319444444444,3.97055555555556,3.72239583333333,33.0,1788.7,1757.2,1335.9,1271.5,0.0,0.0,0.0,0.0,712.0,2519.0,3.72,24.0,3.72,49.0,0.0,1209.30777777778,0.0,51.0,43.0,43.0,7.5,24.0,25.5,18.5,12.0,25.5,48.0,31.5,31.5,0.0,8.759999999999991,85.0,26.5,13.804,716.8000000000001,37.85,14.033,38.0,1.7000000000000002,3.0,0.0,0.0,0.0,21.0,157.0,0.0,31.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,31.0,31.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,714.7,4.443,0.0,13.770548300000002,0.0,0.0,0.0,0.0,70.685732,261.995771,70.685732,7.680889169357476,7.604840761740076,0.0,0.0007734864613038,,1.21499,0.0,-0.0,29.09000000000001
4.0,13.4,1.7,714.7,0.0,0.0,0.0,32.0,20.0,28.0,21.0,23.0,24.0,26.0,21.0,22.0,1.21499,33.0,40.0,1209.3077777777778,4353508.0,0.0,0.0,4.96319444444444,3.97055555555556,3.72239583333333,33.0,1788.7,1757.2,1335.9,1271.5,0.0,0.0,0.0,0.0,712.0,2519.0,3.72,24.0,3.72,49.0,0.0,1209.30777777778,0.0,51.0,43.0,43.0,7.5,24.0,25.5,18.5,12.0,25.5,48.0,31.5,31.5,0.0,8.430000000000007,85.0,26.5,13.807,717.0,37.44,14.033,38.0,1.6,3.0,0.0,0.0,0.0,21.0,157.0,0.0,31.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,31.0,31.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,714.7,4.443,0.0,13.770548300000002,0.0,0.0,0.0,0.0,70.685732,261.995771,70.685732,7.680889169357476,7.604840761740076,0.0,0.0007734864613038,,1.21499,0.0,-0.0,29.00999999999999
5.0,13.3,1.8,714.7,0.0,0.0,0.0,32.0,20.0,28.0,21.0,23.0,24.0,26.0,21.0,22.0,1.28646,33.0,40.0,1209.3083333333334,4353510.0,0.0,0.0,4.96319444444444,3.97055555555556,3.72239583333333,33.0,1788.7,1757.2,1335.9,1271.5,0.0,0.0,0.0,0.0,712.0,2519.0,3.72,20.0,3.72,64.0,0.0,1209.30833333333,0.0,51.0,43.0,43.0,7.5,24.0,25.5,18.5,12.0,25.5,48.0,31.5,31.5,0.0,8.430000000000007,85.0,26.5,13.807,717.0,37.44,14.033,38.0,1.6,3.0,0.0,0.0,0.0,21.0,157.0,0.0,31.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,31.0,31.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,714.7,4.441,0.0,13.770548300000002,0.0,0.0,0.0,0.0,70.685732,261.995771,70.685732,7.68170870365934,7.605652181840931,0.0,0.000811420100855,,1.28646,0.0,-0.0,29.00999999999999
6.0,13.3,1.8,714.7,0.0,0.0,0.0,32.0,20.0,28.0,21.0,23.0,24.0,26.0,21.0,22.0,1.28646,33.0,40.0,1209.3083333333334,4353510.0,0.0,0.0,4.96319444444444,3.97055555555556,3.72239583333333,33.0,1788.7,1757.2,1335.9,1271.5,0.0,0.0,0.0,0.0,712.0,2519.0,3.72,20.0,3.72,64.0,0.0,1209.30833333333,0.0,51.0,43.0,43.0,7.0,24.0,25.5,18.5,12.0,25.5,48.0,31.5,31.5,0.0,8.019999999999982,85.0,26.5,13.804,716.9000000000001,38.39,14.033,38.0,134.20000000000002,3.0,0.0,0.0,0.0,21.0,157.0,0.0,31.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,31.0,31.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,714.7,4.441,0.0,13.770548300000002,0.0,0.0,0.0,0.0,70.685732,261.995771,70.685732,7.68170870365934,7.605652181840931,0.0,0.000811420100855,,1.28646,0.0,-0.0,30.37000000000002
7.0,13.3,1.8,714.7,0.0,0.0,0.0,32.0,20.0,28.0,21.0,23.0,24.0,26.0,21.0,22.0,1.28646,33.0,40.0,1209.308888888889,4353512.0,0.0,0.0,4.96319444444444,3.97055555555556,3.72239583333333,33.0,1788.7,1757.2,1335.9,1271.5,0.0,0.0,0.0,0.0,712.0,2519.0,3.72,24.0,3.72,13.0,0.0,1209.30888888889,0.0,51.0,43.5,43.5,7.0,24.0,25.0,18.5,11.5,25.0,48.0,31.5,31.5,0.0,8.019999999999982,85.0,26.5,13.804,716.9000000000001,38.39,14.033,38.0,134.20000000000002,3.0,0.0,0.0,0.0,21.0,157.0,0.0,31.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,31.0,31.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,714.7,4.443,0.0,13.770548300000002,0.0,0.0,0.0,0.0,70.685732,261.995771,70.685732,7.682412386895464,7.606348897916301,0.0,0.00069671607537,,1.28646,0.0,-0.0,30.37000000000002
8.0,13.3,1.8,714.7,0.0,0.0,0.0,32.0,20.0,28.0,21.0,23.0,24.0,26.0,21.0,22.0,1.28646,33.0,40.0,1209.308888888889,4353512.0,0.0,0.0,4.96319444444444,3.97055555555556,3.72239583333333,33.0,1788.7,1757.2,1335.9,1271.5,0.0,0.0,0.0,0.0,712.0,2519.0,3.72,24.0,3.72,13.0,0.0,1209.30888888889,0.0,51.0,43.5,43.5,7.0,24.0,25.0,18.5,11.5,25.0,48.0,31.5,31.5,0.0,7.78000000000003,85.0,26.5,13.805,717.0,37.85,14.028,38.0,125.6,3.0,0.0,0.0,0.0,21.0,157.0,0.0,31.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,31.0,31.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,714.7,4.443,0.0,13.770548300000002,0.0,0.0,0.0,0.0,70.685732,261.995771,70.685732,7.682412386895464,7.606348897916301,0.0,0.00069671607537,,1.28646,0.0,-0.0,30.069999999999972
9.0,13.3,1.9,714.7,0.0,0.0,0.0,32.0,20.0,28.0,21.0,23.0,24.0,26.0,21.0,22.0,1.35793,33.0,40.0,1209.3094444444444,4353514.0,0.0,0.0,4.96319444444444,3.97055555555556,3.72239583333333,33.0,1788.7,1757.2,1335.9,1271.5,0.0,0.0,0.0,0.0,712.0,2519.0,3.72,20.0,3.72,2.0,0.0,1209.30944444444,0.0,51.0,43.5,43.5,7.0,24.0,25.0,18.5,11.5,25.0,48.0,31.5,31.5,0.0,7.78000000000003,85.0,26.5,13.805,717.0,37.85,14.028,38.0,125.6,3.0,0.0,0.0,0.0,21.0,157.0,0.0,31.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,31.0,31.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,714.7,4.443,0.0,13.770548300000002,0.0,0.0,0.0,0.0,70.685732,261.995771,70.685732,7.683201990400981,7.607130683565328,0.0,0.0007817856490266,,1.35793,0.0,-0.0,30.069999999999972
