time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),Distance travelled (total) (km),HV EV Battery Power (kW),DC Charger Power (kW),Hybrid/EV Charger Power (kW),12V device load (A)
0.0,,,,0.0,,,20.0,,,,,,,69.8,68.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,
1.0,14.0,0.9,747.5,0.0,0.0,0.0,20.0,68.0,69.8,69.8,68.0,68.0,0.914685443041202,69.8,68.0,986.456111111111,3551242.0,0.0,0.0,5.19097222222222,4.15277777777778,3.89322916666667,1562.7,1517.4,1168.4,1098.2,0.0,0.0,0.0,0.0,746.0,2400.0,3.88,9.0,3.88,181.0,0.0,986.456111111111,0.0,66.5,72.5,74.3,57.0,76.1,76.1,78.8,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,23.000000000000004,21.0,20.0,21.0,22.5,26.0,26.0,22.5,,,,0.0,,,0.0,,,
2.0,14.0,0.9,747.5,0.0,0.0,0.0,20.0,68.0,69.8,69.8,68.0,68.0,0.914685443041202,69.8,68.0,986.456111111111,3551242.0,0.0,0.0,5.19097222222222,4.15277777777778,3.89322916666667,1562.7,1517.4,1168.4,1098.2,0.0,0.0,0.0,0.0,746.0,2400.0,3.88,9.0,3.88,181.0,0.0,986.456111111111,0.0,66.5,72.5,74.3,57.0,76.1,76.1,78.8,72.5,15.98,89.0,14.552,751.6,40.76,14.787,22.4,3.0,0.0,0.0,,,,,75.2,1.0,,,0.0,,,,,,,75.2,75.2,,,,,,,,,,,,,,,,,,0.0,14.4995802,,0.0,0.0,,23.000000000000004,21.0,20.0,21.0,22.5,26.0,26.0,22.5,23.000000000000004,25.0,0.0,0.0,,,0.0,,,24.779999999999998
3.0,14.0,1.2,747.5,0.0,0.0,0.0,20.0,68.0,69.8,69.8,68.0,68.0,1.2195805907216,69.8,68.0,986.456944444444,3551245.0,0.0,0.0,5.19097222222222,4.15277777777778,3.89322916666667,1562.7,1517.4,1168.4,1098.2,0.0,17.0,0.0,0.0,746.0,2415.0,3.88,11.0,3.88,181.0,0.0,986.456944444444,0.0,66.5,72.5,74.3,57.0,76.1,76.1,78.8,72.5,15.98,89.0,14.552,751.6,40.76,14.787,22.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,75.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,75.2,75.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,747.5,4.441,0.0,14.4995802,,0.0,0.0,,23.000000000000004,21.0,20.0,21.0,22.5,26.0,26.0,22.5,23.000000000000004,25.0,0.0,0.0,,,0.6820920529762878,0.0,0.0,24.779999999999998
4.0,14.0,1.2,747.5,0.0,0.0,0.0,20.0,68.0,69.8,69.8,68.0,68.0,1.2195805907216,69.8,68.0,986.456944444444,3551245.0,0.0,0.0,5.19097222222222,4.15277777777778,3.89322916666667,1562.7,1517.4,1168.4,1098.2,0.0,17.0,0.0,0.0,746.0,2415.0,3.88,11.0,3.88,181.0,0.0,986.456944444444,0.0,66.5,72.5,74.3,57.0,76.1,76.1,78.8,72.5,15.25,89.0,14.472,751.4,47.86,14.801,179.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,75.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,75.2,75.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,747.5,4.441,0.0,14.4995802,,0.0,0.0,,23.000000000000004,21.0,20.0,21.0,22.5,26.0,26.0,22.5,23.000000000000004,26.0,0.0,0.0,0.0,0.0,0.6820920529762878,0.0,0.0,32.61
5.0,14.0,1.2,747.5,0.0,0.0,0.0,20.0,68.0,69.8,69.8,68.0,68.0,1.2195805907216,69.8,68.0,986.456944444444,3551245.0,0.0,0.0,5.19097222222222,4.15277777777778,3.89322916666667,1562.7,1517.4,1168.4,1098.2,0.0,17.0,0.0,0.0,746.0,2415.0,3.88,11.0,3.88,181.0,0.0,986.456944444444,0.0,66.5,72.5,74.3,57.0,76.1,76.1,78.8,72.5,15.25,89.0,14.472,751.4,47.86,14.801,179.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,75.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,75.2,75.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,747.4,4.441,0.0,14.5088579,,0.0,0.0,,23.000000000000004,21.0,20.0,21.0,22.5,26.0,26.0,22.5,23.000000000000004,26.0,1.1872461698679708,0.0,0.0,0.0,0.6820920529762878,0.0,0.0,32.61
6.0,14.0,1.9,747.4,0.0,0.0,0.0,20.0,68.0,69.8,69.8,68.0,68.0,1.93074427386858,69.8,68.0,986.4575,3551247.0,0.0,0.0,5.19027777777778,4.15222222222222,3.89270833333333,1562.7,1517.4,1168.4,1098.2,0.0,77.0,0.0,0.0,746.0,2415.0,3.88,9.0,3.88,61.0,0.0,986.4575,0.0,66.5,73.4,74.3,57.0,76.1,76.1,78.8,72.5,15.25,89.0,14.472,751.4,47.86,14.801,179.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,75.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,75.2,75.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,747.4,4.441,0.0,14.5088579,0.621442457410761,0.704195597369125,0.437566722532851,,23.000000000000004,21.0,20.0,21.0,23.000000000000004,26.0,26.0,22.5,23.000000000000004,26.0,1.1872461698679708,0.9997862483098703,0.0006923766105768409,0.0006923766105768409,1.439779473429217,0.0,0.0,32.61
7.0,14.0,1.9,747.4,0.0,0.0,0.0,20.0,68.0,69.8,69.8,68.0,68.0,1.93074427386858,69.8,68.0,986.4575,3551247.0,0.0,0.0,5.19027777777778,4.15222222222222,3.89270833333333,1562.7,1517.4,1168.4,1098.2,0.0,77.0,0.0,0.0,746.0,2415.0,3.88,9.0,3.88,61.0,0.0,986.4575,0.0,66.5,73.4,74.3,57.0,76.1,76.1,78.8,72.5,15.45,89.0,14.552,751.3,46.78,14.796,253.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,75.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,75.2,75.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,747.4,4.441,0.0,14.5103228,0.621442457410761,0.704195597369125,0.437566722532851,,23.000000000000004,21.0,20.0,21.0,23.000000000000004,26.0,26.0,22.5,23.000000000000004,26.0,1.5153010325946468,0.9997862483098703,0.0006923766105768409,0.0006923766105768409,1.439779473429217,0.0,0.0,31.330000000000002
8.0,14.0,1.7,747.4,0.0,0.0,0.0,20.0,68.0,69.8,69.8,68.0,68.0,1.72750803451399,69.8,68.0,986.458055555556,3551249.0,0.0,0.0,5.19027777777778,4.15222222222222,3.89270833333333,1562.7,1517.4,1168.4,1098.2,0.0,103.0,0.0,0.0,746.0,2415.0,3.88,19.0,3.88,13.0,0.0,986.458055555556,0.0,66.5,73.4,74.3,57.0,76.1,76.1,78.8,72.5,15.45,89.0,14.552,751.3,46.78,14.796,253.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,75.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,75.2,75.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,747.4,4.443,0.0,14.5103228,0.621442457410761,0.704195597369125,0.437566722532851,,23.000000000000004,21.0,20.0,21.0,23.000000000000004,26.0,26.0,22.5,23.000000000000004,26.0,1.5153010325946468,0.9997862483098703,0.0006923766105768409,0.0006923766105768409,1.439779473429217,0.0,0.0,31.330000000000002
9.0,14.0,1.7,747.4,0.0,0.0,0.0,20.0,68.0,69.8,69.8,68.0,68.0,1.72750803451399,69.8,68.0,986.458055555556,3551249.0,0.0,0.0,5.19027777777778,4.15222222222222,3.89270833333333,1562.7,1517.4,1168.4,1098.2,0.0,103.0,0.0,0.0,746.0,2415.0,3.88,19.0,3.88,13.0,0.0,986.458055555556,0.0,66.5,73.4,74.3,57.0,76.1,76.1,78.8,72.5,15.31,89.0,14.558,750.9,41.57,14.798,239.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,75.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,75.2,75.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,747.4,4.443,0.0,14.5313197,0.621407985617314,0.787042138236081,0.489045160477892,,23.000000000000004,21.0,20.0,21.0,23.000000000000004,26.0,26.0,22.5,23.000000000000004,26.0,0.9529212679203454,0.9997862483098703,0.001341929376779828,0.001341929376779828,1.439779473429217,0.0,0.0,26.259999999999998
