time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),Calculated instant fuel consumption (MPG),DC Charger Power (hp),Distance travelled (total) (miles),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),Hybrid/EV Charger Power (hp),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),HV EV Battery Power (kW),12V device load (A)
75.0,13.4,2.4,730.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,2.3830360010809,68.0,64.4,1010.89583333333,3639225.0,0.0,0.0,5.07152777777778,4.05722222222222,3.80364583333333,1567.7,1531.8,1172.2,1108.7,0.0,226.0,0.0,0.0,729.0,2414.0,3.8,24.0,3.78,64.0,0.0,1010.89583333333,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,15.11,83.0,13.895,734.0,43.0,14.141,45.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.3,4.444,0.0,13.8213315,0.157423235164838,0.0,0.0,0.0031275555961518,1.71162535944133,1.06355436122142,0.0,0.0103754700610262,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.3436765228565187,2.999358744929608,0.005032236954208246,0.8885294560331469,27.89
76.0,13.4,2.4,730.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,2.3830360010809,68.0,64.4,1010.89583333333,3639225.0,0.0,0.0,5.07152777777778,4.05722222222222,3.80364583333333,1567.7,1531.8,1172.2,1108.7,0.0,226.0,0.0,0.0,729.0,2414.0,3.8,24.0,3.78,64.0,0.0,1010.89583333333,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,15.11,83.0,13.895,734.0,43.0,14.141,45.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.5,4.444,0.0,13.8516061,0.157423235164838,0.0,0.0,0.0031275555961518,1.71162535944133,1.06355436122142,0.0,0.0103754700610262,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,2.999358744929608,0.005032236954208246,0.8885294560331469,27.89
77.0,13.4,0.9,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.893760866350895,68.0,64.4,1010.89638888889,3639227.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,7.0,0.0,0.0,729.0,2414.0,3.8,24.0,3.78,64.0,0.0,1010.89638888889,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,15.05,83.0,13.898,734.1,42.2,14.136,91.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.5,4.444,0.0,13.8516061,0.153057161118353,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0103754700610262,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,1.7773022447942208,27.150000000000002
78.0,13.4,0.9,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.893760866350895,68.0,64.4,1010.89638888889,3639227.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,7.0,0.0,0.0,729.0,2414.0,3.8,24.0,3.78,64.0,0.0,1010.89638888889,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,15.05,83.0,13.898,734.1,42.2,14.136,91.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.444,0.0,13.8603955,0.153057161118353,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0103754700610262,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.10935162090889206,0.0,0.005032236954208246,1.7773022447942208,27.150000000000002
79.0,13.4,1.0,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.993067629278772,68.0,64.4,1010.89694444444,3639229.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,-10.0,0.0,0.0,729.0,2414.0,3.8,24.0,3.78,64.0,0.0,1010.89694444444,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.49,83.0,13.884,734.2,42.01,14.124,70.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.444,0.0,13.8603955,0.148926727029412,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.10935162090889206,0.0,0.005032236954208246,0.6664883417978338,27.519999999999996
80.0,13.4,1.0,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.993067629278772,68.0,64.4,1010.89694444444,3639229.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,-10.0,0.0,0.0,729.0,2414.0,3.8,24.0,3.78,64.0,0.0,1010.89694444444,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.49,83.0,13.884,734.2,42.01,14.124,70.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.442,0.0,13.8496529,0.148926727029412,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.6664883417978338,27.519999999999996
81.0,13.4,0.9,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.893760866350895,68.0,64.4,1010.8975,3639231.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2362.0,3.8,24.0,3.78,64.0,0.0,1010.8975,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.55,83.0,13.887,734.1,41.43,14.125,70.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.442,0.0,13.8496529,0.145014573758998,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.7405426019975929,26.88
82.0,13.4,0.9,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.893760866350895,68.0,64.4,1010.8975,3639231.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2362.0,3.8,24.0,3.78,64.0,0.0,1010.8975,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.55,83.0,13.887,734.1,41.43,14.125,31.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.5,4.444,0.0,13.8403752,0.145014573758998,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.7405426019975929,26.88
83.0,13.4,0.8,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.794454103423017,68.0,64.4,1010.89805555556,3639233.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2362.0,3.8,24.0,3.78,64.0,0.0,1010.89805555556,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.51,83.0,13.886,733.9,41.15,14.124,31.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.5,4.444,0.0,13.8403752,0.141355083204173,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,-0.0104521696066975,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.6664883417978338,26.64
84.0,13.4,0.8,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.794454103423017,68.0,64.4,1010.89805555556,3639233.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2362.0,3.8,24.0,3.78,64.0,0.0,1010.89805555556,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.51,83.0,13.886,733.9,41.15,14.124,31.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.5,4.444,0.0,13.8496529,0.141355083204173,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,-0.0104521696066975,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.6664883417978338,26.64
85.0,13.4,0.9,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.893760866350895,68.0,64.4,1010.89861111111,3639235.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2362.0,3.8,24.0,3.78,64.0,0.0,1010.89861111111,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.47,83.0,13.887,734.1,41.0,14.118,31.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.5,4.444,0.0,13.8496529,0.137824753487067,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.5924340815980739,26.53
86.0,13.4,0.9,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.893760866350895,68.0,64.4,1010.89861111111,3639235.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2362.0,3.8,24.0,3.78,64.0,0.0,1010.89861111111,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.47,83.0,13.887,734.1,41.0,14.118,25.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.443,0.0,13.8594189,0.137824753487067,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.5924340815980739,26.53
87.0,13.4,0.8,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.794454103423017,68.0,64.4,1010.89916666667,3639237.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2362.0,3.8,24.0,3.78,64.0,0.0,1010.89916666667,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.45,83.0,13.887,734.0,40.92,14.124,25.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.443,0.0,13.8594189,0.134563178680767,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.6664883417978338,26.470000000000002
88.0,13.4,0.8,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.794454103423017,68.0,64.4,1010.89916666667,3639237.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2362.0,3.8,24.0,3.78,64.0,0.0,1010.89916666667,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.45,83.0,13.887,734.0,40.92,14.124,19.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.442,0.0,13.8506295,0.134563178680767,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.6664883417978338,26.470000000000002
89.0,13.4,0.8,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.794454103423017,68.0,64.4,1010.89972222222,3639239.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2362.0,3.8,24.0,3.78,64.0,0.0,1010.89972222222,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.41,83.0,13.886,733.6,41.24,14.122,19.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.442,0.0,13.8506295,0.131452555873993,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,23.000000000000004,0.0,0.0,0.005032236954208246,0.5924340815980739,26.830000000000002
90.0,13.4,0.8,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.794454103423017,68.0,64.4,1010.89972222222,3639239.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2362.0,3.8,24.0,3.78,64.0,0.0,1010.89972222222,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.41,83.0,13.886,733.6,41.24,14.122,19.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.442,0.0,13.8506295,0.131452555873993,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,23.000000000000004,0.0,0.0,0.005032236954208246,0.5924340815980739,26.830000000000002
91.0,13.4,0.9,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.893760866350895,68.0,64.4,1010.90027777778,3639241.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2463.0,3.8,24.0,3.78,64.0,0.0,1010.90027777778,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.39,83.0,13.887,734.1,41.1,14.131,19.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.444,0.0,13.8506295,0.128394222757546,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.5924340815980739,26.71
92.0,13.4,0.9,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.893760866350895,68.0,64.4,1010.90027777778,3639241.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2463.0,3.8,24.0,3.78,64.0,0.0,1010.90027777778,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.39,83.0,13.887,734.1,41.1,14.131,17.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.444,0.0,13.8506295,0.128394222757546,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.5924340815980739,26.71
93.0,13.4,0.8,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.794454103423017,68.0,64.4,1010.90083333333,3639243.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2463.0,3.8,24.0,3.78,64.0,0.0,1010.90083333333,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.36,83.0,13.888,734.1,41.24,14.128,17.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.444,0.0,13.8506295,0.125559306177502,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,23.000000000000004,0.0,0.0,0.005032236954208246,0.6664883417978338,26.880000000000003
94.0,13.4,0.8,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.794454103423017,68.0,64.4,1010.90083333333,3639243.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2463.0,3.8,24.0,3.78,64.0,0.0,1010.90083333333,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.36,83.0,13.888,734.1,41.24,14.128,17.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.4,4.444,0.0,13.8516061,0.125559306177502,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,23.000000000000004,0.0,0.0,0.005032236954208246,0.6664883417978338,26.880000000000003
95.0,13.4,0.9,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.893760866350895,68.0,64.4,1010.90166666667,3639246.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2463.0,3.8,24.0,3.78,64.0,0.0,1010.90166666667,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.34,83.0,13.888,734.0,40.9,14.13,17.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.5,4.444,0.0,13.8516061,0.122725257468893,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.6664883417978338,26.56
96.0,13.4,0.9,730.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.893760866350895,68.0,64.4,1010.90166666667,3639246.0,0.0,0.0,5.07222222222222,4.05777777777778,3.80416666666667,1567.7,1531.8,1172.2,1108.7,0.0,0.0,0.0,0.0,729.0,2463.0,3.8,24.0,3.78,64.0,0.0,1010.90166666667,0.0,57.5,70.7,71.6,53.0,71.6,72.5,72.5,68.0,14.34,83.0,13.888,734.0,40.9,14.13,19.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,730.5,4.444,0.0,13.8403752,0.122725257468893,0.0,0.0,0.0031275555961518,0.0,0.0,0.0,0.0,20.0,20.0,19.0,20.0,21.5,22.5,24.0,20.0,20.0,24.0,0.0,0.0,0.005032236954208246,0.6664883417978338,26.56
