time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
0.0,,,,0.0,,,,20.0,,,,,,,,,29.0,32.0,,,,,,,,29.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,13.3,1.9,711.1,0.0,0.0,0.0,26.0,20.0,28.0,26.0,27.0,27.0,27.0,25.0,26.0,1.35109,29.0,32.0,1129.0708333333334,4064655.0,0.0,0.0,4.93819444444444,3.95055555555556,3.70364583333333,29.0,1712.8,1686.9,1279.3,1219.8,0.0,0.0,0.0,0.0,709.0,2423.0,3.7,9.0,3.7,49.0,0.0,1129.07083333333,0.0,49.0,40.5,40.5,13.0,36.0,30.5,20.5,19.0,30.5,44.0,26.5,26.5,0.0,7.269999999999982,90.0,32.5,13.779,713.9000000000001,40.78,14.001,34.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,33.51000000000002
2.0,13.3,1.9,711.1,0.0,0.0,0.0,26.0,20.0,28.0,26.0,27.0,27.0,27.0,25.0,26.0,1.35109,29.0,32.0,1129.0708333333334,4064655.0,0.0,0.0,4.93819444444444,3.95055555555556,3.70364583333333,29.0,1712.8,1686.9,1279.3,1219.8,0.0,0.0,0.0,0.0,709.0,2423.0,3.7,9.0,3.7,49.0,0.0,1129.07083333333,0.0,49.0,40.5,40.5,13.0,36.0,30.5,20.5,19.0,30.5,44.0,26.5,26.5,0.0,7.269999999999982,90.0,32.5,13.779,713.9000000000001,40.78,14.001,34.0,0.0,3.0,0.0,0.0,,,,,32.0,1.0,,,0.0,,,,,,,32.0,32.0,,,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,,,,,,0.0,13.7515046,0.0,,0.0,,,0.0,,0.0,0.0,,33.51000000000002
3.0,13.3,2.0,711.0,0.0,0.0,0.0,26.0,20.0,28.0,26.0,27.0,27.0,27.0,25.0,26.0,1.422,29.0,32.0,1129.0713888888888,4064657.0,0.0,0.0,4.9375,3.95,3.703125,29.0,1712.8,1686.9,1279.3,1219.8,0.0,0.0,0.0,0.0,709.0,2447.0,3.7,20.0,3.7,40.0,0.0,1129.07138888889,0.0,49.0,40.5,40.5,12.0,36.0,30.5,20.5,18.0,30.5,43.0,26.5,26.5,0.0,7.269999999999982,90.0,32.5,13.779,713.9000000000001,40.78,14.001,34.0,0.0,3.0,0.0,0.0,0.0,17.0,123.0,0.0,32.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,32.0,32.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,711.0,4.442,0.0,13.7515046,0.0,,0.0,0.0,0.0,0.0,,1.3508999999999998,0.0,,33.51000000000002
4.0,13.3,2.0,711.0,0.0,0.0,0.0,26.0,20.0,28.0,26.0,27.0,27.0,27.0,25.0,26.0,1.422,29.0,32.0,1129.0713888888888,4064657.0,0.0,0.0,4.9375,3.95,3.703125,29.0,1712.8,1686.9,1279.3,1219.8,0.0,0.0,0.0,0.0,709.0,2447.0,3.7,20.0,3.7,40.0,0.0,1129.07138888889,0.0,49.0,40.5,40.5,12.0,36.0,30.5,20.5,18.0,30.5,43.0,26.5,26.5,0.0,7.230000000000018,90.0,32.5,13.797,714.0,40.78,14.033,34.0,0.0,3.0,0.0,0.0,0.0,17.0,123.0,0.0,32.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,32.0,32.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,711.0,4.442,0.0,13.7495514,0.0,,0.0,0.0,0.0,0.0,,1.3508999999999998,0.0,,33.54999999999998
5.0,13.3,1.9,711.1,0.0,0.0,0.0,26.0,20.0,28.0,26.0,27.0,27.0,27.0,26.0,26.0,1.35109,29.0,32.0,1129.0722222222223,4064660.0,0.0,0.0,4.93819444444444,3.95055555555556,3.70364583333333,29.0,1712.8,1686.9,1279.3,1219.8,0.0,0.0,0.0,0.0,709.0,2447.0,3.7,9.0,3.7,77.0,0.0,1129.07222222222,0.0,49.0,41.0,41.0,11.5,36.0,30.0,20.5,17.5,30.0,43.0,26.5,26.5,0.0,7.230000000000018,90.0,32.5,13.797,714.0,40.78,14.033,34.0,0.0,3.0,0.0,0.0,0.0,17.0,123.0,0.0,32.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,32.0,32.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,711.1,4.442,0.0,13.7495514,0.0,0.0,0.0,0.0,0.0,0.0,,1.4222,0.0,,33.54999999999998
6.0,13.3,1.9,711.1,0.0,0.0,0.0,26.0,20.0,28.0,26.0,27.0,27.0,27.0,26.0,26.0,1.35109,29.0,32.0,1129.0722222222223,4064660.0,0.0,0.0,4.93819444444444,3.95055555555556,3.70364583333333,29.0,1712.8,1686.9,1279.3,1219.8,0.0,0.0,0.0,0.0,709.0,2447.0,3.7,9.0,3.7,77.0,0.0,1129.07222222222,0.0,49.0,41.0,41.0,11.5,36.0,30.0,20.5,17.5,30.0,43.0,26.5,26.5,0.0,6.009999999999991,90.0,32.5,13.675,714.0,55.81,14.036,35.0,0.0,3.0,0.0,0.0,0.0,17.0,123.0,0.0,32.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,32.0,32.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,711.1,4.442,0.0,13.7397854,0.0,0.0,0.0,0.0,0.0,0.0,,1.4222,0.0,,49.80000000000001
7.0,13.3,2.1,711.0,0.0,0.0,0.0,26.0,20.0,28.0,26.0,27.0,27.0,27.0,26.0,26.0,1.4931,29.0,32.0,1129.0727777777777,4064662.0,0.0,0.0,4.9375,3.95,3.703125,29.0,1712.8,1686.9,1279.3,1219.8,0.0,0.0,0.0,0.0,709.0,2447.0,3.7,19.0,3.7,77.0,0.0,1129.07277777778,0.0,49.0,41.5,41.5,11.0,36.0,30.0,20.5,17.0,30.0,42.0,26.5,26.5,0.0,6.009999999999991,90.0,32.5,13.675,714.0,55.81,14.036,35.0,0.0,3.0,0.0,0.0,0.0,17.0,123.0,0.0,32.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,32.0,32.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,711.0,4.442,0.0,13.7397854,0.0,0.0,0.0,0.0,0.0,0.0,,1.3508999999999998,0.0,,49.80000000000001
8.0,13.3,2.1,711.0,0.0,0.0,0.0,26.0,20.0,28.0,26.0,27.0,27.0,27.0,26.0,26.0,1.4931,29.0,32.0,1129.0727777777777,4064662.0,0.0,0.0,4.9375,3.95,3.703125,29.0,1712.8,1686.9,1279.3,1219.8,0.0,0.0,0.0,0.0,709.0,2447.0,3.7,19.0,3.7,77.0,0.0,1129.07277777778,0.0,49.0,41.5,41.5,11.0,36.0,30.0,20.5,17.0,30.0,42.0,26.5,26.5,0.0,7.03000000000003,90.0,32.5,13.792,713.9000000000001,41.55,14.033,35.0,-7.800000000000001,3.0,0.0,0.0,0.0,17.0,123.0,0.0,32.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,32.0,32.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,711.0,4.442,0.0,13.7417386,0.0,0.0,0.0,0.0,0.0,0.0,,1.3508999999999998,0.0,,34.51999999999997
9.0,13.3,2.1,711.0,0.0,0.0,0.0,26.0,20.0,28.0,26.0,27.0,27.0,27.0,25.0,26.0,1.4931,29.0,32.0,1129.0733333333333,4064664.0,0.0,0.0,4.9375,3.95,3.703125,29.0,1712.8,1686.9,1279.3,1219.8,0.0,-18.0,0.0,0.0,709.0,2447.0,3.7,95.0,3.7,49.0,0.0,1129.07333333333,0.0,49.0,42.0,42.0,10.5,36.0,30.0,20.5,16.5,30.0,42.0,26.5,26.5,0.0,6.930000000000007,90.0,32.5,13.794,714.0,41.26,14.032,35.0,-7.800000000000001,3.0,0.0,0.0,0.0,17.0,123.0,0.0,32.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,32.0,32.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,711.0,4.442,0.0,13.7417386,0.0,0.0,0.0,0.0,0.0,0.0,,1.4931,0.0,0.0,34.32999999999999
