time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cell Voltage 001 (V),[BMS] Cell Voltage 002 (V),[BMS] Cell Voltage 003 (V),[BMS] Cell Voltage 004 (V),[BMS] Cell Voltage 005 (V),[BMS] Cell Voltage 006 (V),[BMS] Cell Voltage 007 (V),[BMS] Cell Voltage 008 (V),[BMS] Cell Voltage 009 (V),[BMS] Cell Voltage 010 (V),[BMS] Cell Voltage 011 (V),[BMS] Cell Voltage 012 (V),[BMS] Cell Voltage 013 (V),[BMS] Cell Voltage 014 (V),[BMS] Cell Voltage 015 (V),[BMS] Cell Voltage 016 (V),[BMS] Cell Voltage 017 (V),[BMS] Cell Voltage 018 (V),[BMS] Cell Voltage 019 (V),[BMS] Cell Voltage 020 (V),[BMS] Cell Voltage 021 (V),[BMS] Cell Voltage 022 (V),[BMS] Cell Voltage 023 (V),[BMS] Cell Voltage 024 (V),[BMS] Cell Voltage 025 (V),[BMS] Cell Voltage 026 (V),[BMS] Cell Voltage 027 (V),[BMS] Cell Voltage 028 (V),[BMS] Cell Voltage 029 (V),[BMS] Cell Voltage 030 (V),[BMS] Cell Voltage 031 (V),[BMS] Cell Voltage 032 (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),HV EV Battery Power (kW),Hybrid/EV Battery System Current (A),Hybrid/EV Battery System Voltage (V),Hybrid/EV Charger Power (kW),OBD Module Voltage (V),12V device load (A)
0.0,,,,0.0,,,,20.0,,,,,,,,,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,13.3,1.6,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.18992,17.0,20.0,1156.81,4164516.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2668.0,3.86,10.0,3.86,2.0,0.0,1156.81,0.0,61.5,29.0,29.0,8.5,82.0,19.5,11.5,12.5,19.5,32.0,15.0,15.0,0.0,9.889999999999986,88.0,22.5,13.789,747.4000000000001,34.01,13.99,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,24.12000000000001
2.0,13.3,1.6,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.18992,17.0,20.0,1156.81,4164516.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2668.0,3.86,10.0,3.86,2.0,0.0,1156.81,0.0,61.5,29.0,29.0,8.5,82.0,19.5,11.5,12.5,19.5,32.0,15.0,15.0,0.0,9.889999999999986,88.0,22.5,13.789,747.4000000000001,34.01,13.99,21.0,-0.3,3.0,0.0,0.0,,,,,18.0,1.0,,,0.0,,,,,,,18.0,18.0,,,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,,,,,,0.0,13.7695717,0.0,,0.0,,,0.0,0.0,,,0.0,,24.12000000000001
3.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8108333333332,4164519.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2636.0,3.86,24.0,3.86,181.0,0.0,1156.81083333333,0.0,61.5,29.0,29.0,8.5,82.0,19.5,11.5,12.5,19.5,32.0,15.0,15.0,0.0,9.889999999999986,88.0,22.5,13.789,747.4000000000001,34.01,13.99,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.441,0.0,13.7695717,0.0,,0.0,,,0.0,1.18992,,,0.0,,24.12000000000001
4.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8108333333332,4164519.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2636.0,3.86,24.0,3.86,181.0,0.0,1156.81083333333,0.0,61.5,29.0,29.0,7.5,81.0,19.0,11.0,12.0,19.0,32.0,15.0,15.0,0.0,9.699999999999989,88.0,22.5,13.791,747.0,34.92,13.983,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.441,0.0,13.7695717,0.0,,0.0,0.0,0.0,0.0,1.18992,,,0.0,,25.220000000000013
5.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8108333333332,4164519.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2636.0,3.86,24.0,3.86,181.0,0.0,1156.81083333333,0.0,61.5,29.0,29.0,7.5,81.0,19.0,11.0,12.0,19.0,32.0,15.0,15.0,0.0,9.699999999999989,88.0,22.5,13.791,747.0,34.92,13.983,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.44,0.0,13.7695717,0.0,,0.0,0.0,0.0,0.0,1.18992,,,0.0,,25.220000000000013
6.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8113888888888,4164521.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2636.0,3.86,22.0,3.86,13.0,0.0,1156.81138888889,0.0,61.5,29.0,29.0,7.0,79.0,19.0,10.5,11.5,19.0,32.0,15.0,15.0,0.0,9.699999999999989,88.0,22.5,13.791,747.0,34.92,13.983,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.44,0.0,13.7695717,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,25.220000000000013
7.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8113888888888,4164521.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2636.0,3.86,22.0,3.86,13.0,0.0,1156.81138888889,0.0,61.5,29.0,29.0,7.0,79.0,19.0,10.5,11.5,19.0,32.0,15.0,15.0,0.0,9.660000000000023,88.0,22.5,13.791,747.1,33.89,13.996,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.44,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,24.229999999999976
8.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8122222222223,4164524.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2636.0,3.86,11.0,3.86,77.0,0.0,1156.81222222222,0.0,61.5,30.5,30.5,6.0,79.0,19.0,10.0,11.0,19.0,33.0,15.0,15.0,0.0,9.660000000000023,88.0,22.5,13.791,747.1,33.89,13.996,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,24.229999999999976
9.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8122222222223,4164524.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2636.0,3.86,11.0,3.86,77.0,0.0,1156.81222222222,0.0,61.5,30.5,30.5,6.0,79.0,19.0,10.0,11.0,19.0,33.0,15.0,15.0,0.0,9.550000000000011,88.0,22.5,13.807,747.1,33.65,13.999,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.442,0.0,13.7422269,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,24.099999999999987
10.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8127777777777,4164526.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2636.0,3.86,9.0,3.86,181.0,0.0,1156.81277777778,0.0,61.5,30.5,30.5,6.0,79.0,19.0,10.0,11.0,19.0,33.0,15.0,15.0,0.0,9.550000000000011,88.0,22.5,13.807,747.1,33.65,13.999,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.444,0.0,13.7422269,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,24.099999999999987
11.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8127777777777,4164526.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2636.0,3.86,9.0,3.86,181.0,0.0,1156.81277777778,0.0,61.5,31.5,31.5,5.5,77.0,19.0,10.5,11.0,19.0,33.0,15.0,15.0,0.0,9.689999999999998,88.0,22.5,13.81,747.1,33.35,13.997,21.0,-0.2,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.444,0.0,13.7422269,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,23.660000000000004
12.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8127777777777,4164526.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2636.0,3.86,9.0,3.86,181.0,0.0,1156.81277777778,0.0,61.5,31.5,31.5,5.5,77.0,19.0,10.5,11.0,19.0,33.0,15.0,15.0,0.0,9.689999999999998,88.0,22.5,13.81,747.1,33.35,13.997,21.0,-0.2,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.444,0.0,13.7515046,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,23.660000000000004
13.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8133333333333,4164528.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2619.0,3.86,9.0,3.86,61.0,0.0,1156.81333333333,0.0,61.5,31.5,31.5,5.0,76.0,18.5,10.5,10.5,18.5,34.0,15.0,15.0,0.0,9.689999999999998,88.0,22.5,13.81,747.1,33.35,13.997,21.0,-0.2,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.444,0.0,13.7515046,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,23.660000000000004
14.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8133333333333,4164528.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2619.0,3.86,9.0,3.86,61.0,0.0,1156.81333333333,0.0,61.5,31.5,31.5,5.0,76.0,18.5,10.5,10.5,18.5,34.0,15.0,15.0,0.0,9.350000000000025,88.0,22.5,13.797,747.1,33.55,13.986,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.444,0.0,13.7593174,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,24.199999999999974
15.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8141666666668,4164531.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2619.0,3.86,9.0,3.86,77.0,0.0,1156.81416666667,0.0,61.5,31.5,31.5,5.0,76.0,18.5,10.5,10.5,18.5,34.0,15.0,15.0,0.0,9.350000000000025,88.0,22.5,13.797,747.1,33.55,13.986,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.442,0.0,13.7593174,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,24.199999999999974
16.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8141666666668,4164531.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2619.0,3.86,9.0,3.86,77.0,0.0,1156.81416666667,0.0,61.5,31.5,31.5,4.5,75.0,18.5,10.5,10.5,18.5,34.0,15.0,15.0,0.0,9.090000000000032,89.0,22.5,13.798,747.1,33.27,13.981,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,24.17999999999997
17.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.814722222222,4164533.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2619.0,3.86,12.0,3.86,61.0,0.0,1156.81472222222,0.0,61.5,31.5,31.5,4.5,75.0,18.5,10.5,10.5,18.5,34.0,15.0,15.0,0.0,9.090000000000032,89.0,22.5,13.798,747.1,33.27,13.981,21.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.44,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,24.17999999999997
18.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.814722222222,4164533.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2619.0,3.86,12.0,3.86,61.0,0.0,1156.81472222222,0.0,61.5,31.5,31.5,4.0,74.0,18.5,10.0,10.0,18.5,33.0,15.0,15.0,0.0,9.150000000000034,89.0,22.5,13.8,747.1,32.27,13.988,20.0,-0.2,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.44,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,23.11999999999997
19.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.814722222222,4164533.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2619.0,3.86,12.0,3.86,61.0,0.0,1156.81472222222,0.0,61.5,31.5,31.5,4.0,74.0,18.5,10.0,10.0,18.5,33.0,15.0,15.0,0.0,9.150000000000034,89.0,22.5,13.8,747.1,32.27,13.988,20.0,-0.2,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,23.11999999999997
20.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8152777777775,4164535.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2619.0,3.86,19.0,3.86,78.0,0.0,1156.81527777778,0.0,61.5,31.5,31.5,3.5,73.0,18.0,10.0,10.0,18.0,34.0,15.0,15.0,0.0,9.079999999999984,89.0,22.5,13.801,747.1,32.36,13.979,20.0,-0.2,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,23.280000000000015
21.0,13.3,1.7,743.7,0.0,0.0,0.0,15.0,20.0,21.0,19.0,21.0,20.0,20.0,21.0,21.0,1.26429,17.0,20.0,1156.8152777777775,4164535.0,0.0,0.0,5.16458333333333,4.13166666666667,3.8734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1734.8,1691.8,1295.1,1223.3,0.0,0.0,0.0,0.0,743.0,2619.0,3.86,19.0,3.86,78.0,0.0,1156.81527777778,0.0,61.5,31.5,31.5,3.5,73.0,18.0,10.0,10.0,18.0,34.0,15.0,15.0,0.0,9.079999999999984,89.0,22.5,13.801,747.1,32.36,13.979,20.0,-0.3,3.0,0.0,0.0,0.0,18.0,140.0,0.0,18.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,18.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,743.7,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,0.0,0.0,1.26429,,,0.0,,23.280000000000015
