time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),Distance travelled (total) (km),HV EV Battery Power (kW),DC Charger Power (kW),Hybrid/EV Charger Power (kW),12V device load (A)
0.0,,,,0.0,,,20.0,,,,,,,62.6,68.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,
1.0,13.3,0.8,738.5,0.0,0.0,0.0,20.0,66.2,64.4,64.4,64.4,66.2,0.803264451503147,62.6,68.0,999.475277777778,3598111.0,0.0,0.0,5.12847222222222,4.10277777777778,3.84635416666667,1565.3,1525.5,1170.4,1104.1,0.0,0.0,0.0,0.0,738.0,2422.0,3.84,24.0,3.84,64.0,0.0,999.475277777778,0.0,61.5,65.3,67.1,65.0,67.1,72.5,70.7,59.9,10.86,89.0,13.766,741.9,50.08,14.039,181.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,16.0,19.0,18.000000000000004,17.0,18.5,21.5,23.000000000000004,15.5,20.500000000000004,21.999999999999996,,0.0,,,0.0,,,39.22
2.0,13.3,0.8,738.5,0.0,0.0,0.0,20.0,66.2,64.4,64.4,64.4,66.2,0.803264451503147,62.6,68.0,999.475277777778,3598111.0,0.0,0.0,5.12847222222222,4.10277777777778,3.84635416666667,1565.3,1525.5,1170.4,1104.1,0.0,0.0,0.0,0.0,738.0,2422.0,3.84,24.0,3.84,64.0,0.0,999.475277777778,0.0,61.5,65.3,67.1,65.0,67.1,72.5,70.7,59.9,10.86,89.0,13.766,741.9,50.08,14.039,181.8,3.0,0.0,0.0,,,,,66.2,1.0,,,0.0,,,,,,,66.2,66.2,,,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,,,,,,0.0,13.7104874,,0.0,0.0,,16.0,19.0,18.000000000000004,17.0,18.5,21.5,23.000000000000004,15.5,20.500000000000004,21.999999999999996,0.0,0.0,,,0.0,0.0,0.0,39.22
3.0,13.3,1.5,738.4,0.0,0.0,0.0,20.0,66.2,64.4,64.4,64.4,66.2,1.5059169033258,62.6,68.0,999.475833333333,3598113.0,0.0,0.0,5.12777777777778,4.10222222222222,3.84583333333333,1565.3,1525.5,1170.4,1104.1,0.0,61.0,0.0,0.0,737.0,2422.0,3.84,24.0,3.84,61.0,0.0,999.475833333333,0.0,61.5,65.3,67.1,65.0,67.1,72.5,70.7,59.9,10.86,89.0,13.766,741.9,50.08,14.039,181.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.5,4.444,0.0,13.7104874,,0.902853015529072,0.561006681112315,,16.0,19.0,18.000000000000004,17.0,18.5,21.5,23.000000000000004,15.5,20.500000000000004,21.999999999999996,0.0,0.9997862483098703,0.0006407453991950901,0.0006407453991950901,0.5989229543428501,0.0,0.0,39.22
4.0,13.3,1.5,738.4,0.0,0.0,0.0,20.0,66.2,64.4,64.4,64.4,66.2,1.5059169033258,62.6,68.0,999.475833333333,3598113.0,0.0,0.0,5.12777777777778,4.10222222222222,3.84583333333333,1565.3,1525.5,1170.4,1104.1,0.0,61.0,0.0,0.0,737.0,2422.0,3.84,24.0,3.84,61.0,0.0,999.475833333333,0.0,61.5,65.3,67.1,65.0,67.1,72.5,70.7,59.9,11.14,89.0,13.783,741.8,42.08,14.052,177.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.5,4.444,0.0,13.8105889,,0.902853015529072,0.561006681112315,,16.0,19.0,18.000000000000004,17.0,18.5,21.5,23.000000000000004,15.5,20.500000000000004,21.999999999999996,0.0,0.9997862483098703,0.0006407453991950901,0.0006407453991950901,0.5989229543428501,0.0,0.0,30.939999999999998
5.0,13.3,2.4,738.3,0.0,0.0,0.0,20.0,66.2,64.4,64.4,64.4,64.4,2.40914073613313,62.6,68.0,999.476666666667,3598116.0,0.0,0.0,5.12708333333333,4.10166666666667,3.8453125,1565.3,1525.5,1170.4,1104.1,0.0,380.0,0.0,0.0,737.0,2422.0,3.84,10.0,3.84,61.0,0.0,999.476666666667,0.0,61.5,65.3,67.1,65.0,67.1,72.5,70.7,59.9,11.14,89.0,13.783,741.8,42.08,14.052,177.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.3,4.444,0.0,13.8105889,3.77194081296286,2.82179782382952,1.75338333559077,,16.0,19.0,18.000000000000004,17.0,18.5,21.5,23.000000000000004,15.5,20.500000000000004,21.999999999999996,0.0,4.998931241549352,0.003636143324270838,0.003636143324270838,1.1228284564378896,0.0,0.0,30.939999999999998
6.0,13.3,2.4,738.3,0.0,0.0,0.0,20.0,66.2,64.4,64.4,64.4,64.4,2.40914073613313,62.6,68.0,999.476666666667,3598116.0,0.0,0.0,5.12708333333333,4.10166666666667,3.8453125,1565.3,1525.5,1170.4,1104.1,0.0,380.0,0.0,0.0,737.0,2422.0,3.84,10.0,3.84,61.0,0.0,999.476666666667,0.0,61.5,65.3,67.1,65.0,67.1,72.5,70.7,59.9,12.36,89.0,13.816,741.9,39.08,14.033,-78.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.3,4.444,12.4510125,13.7715249,3.77194081296286,2.82179782382952,1.75338333559077,,16.0,19.0,18.000000000000004,17.0,18.5,21.5,23.000000000000004,15.5,20.500000000000004,21.999999999999996,3.999144993239488,4.998931241549352,0.003636143324270838,0.003636143324270838,1.1228284564378896,0.0,0.0,26.72
7.0,13.4,8.6,737.7,0.0,0.0,0.0,20.0,66.2,64.4,64.4,64.4,66.2,8.62573865693178,62.6,68.0,999.477222222222,3598118.0,0.0,0.0,5.12291666666667,4.09833333333333,3.8421875,1565.3,1525.5,1170.4,1104.1,0.0,775.0,0.0,0.0,737.0,2489.0,3.84,22.0,3.82,78.0,0.0,999.477222222222,0.0,61.5,65.3,67.1,65.0,67.1,72.5,70.7,59.9,12.36,89.0,13.816,741.9,39.08,14.033,-78.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.9,4.442,12.4510125,13.7715249,3.77194081296286,2.82179782382952,1.75338333559077,,16.0,19.0,18.000000000000004,17.0,18.5,21.5,23.000000000000004,15.5,20.500000000000004,21.999999999999996,3.999144993239488,4.998931241549352,0.003636143324270838,0.003636143324270838,1.79506553393305,0.0,0.0,26.72
8.0,13.4,8.6,737.7,0.0,0.0,0.0,20.0,66.2,64.4,64.4,64.4,66.2,8.62573865693178,62.6,68.0,999.477222222222,3598118.0,0.0,0.0,5.12291666666667,4.09833333333333,3.8421875,1565.3,1525.5,1170.4,1104.1,0.0,775.0,0.0,0.0,737.0,2489.0,3.84,22.0,3.82,78.0,0.0,999.477222222222,0.0,61.5,65.3,67.1,65.0,67.1,72.5,70.7,59.9,12.54,89.0,13.833,740.9,35.22,14.038,8.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.9,4.442,11.91391,13.8003346,5.26966398185305,1.73386168827689,1.0773713711063,,16.0,19.0,18.000000000000004,17.0,18.5,21.5,23.000000000000004,15.5,20.500000000000004,21.999999999999996,12.825382966600056,10.99764873140857,0.009940211558715752,0.009940211558715752,1.79506553393305,0.0,0.0,22.68
9.0,13.3,0.9,738.3,0.0,0.0,0.0,20.0,66.2,64.4,64.4,64.4,64.4,0.903427776049925,62.6,68.0,999.477777777778,3598120.0,0.0,0.0,5.12708333333333,4.10166666666667,3.8453125,1565.3,1525.5,1170.4,1104.1,0.0,1089.0,0.0,0.0,737.0,2489.0,3.84,24.0,3.84,61.0,0.0,999.477777777778,0.0,61.5,65.3,67.1,65.0,67.1,72.5,70.7,59.9,12.54,89.0,13.833,740.9,35.22,14.038,8.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.3,4.443,11.91391,13.8003346,5.26966398185305,1.73386168827689,1.0773713711063,,16.0,19.0,18.000000000000004,17.0,18.5,21.5,23.000000000000004,15.5,20.500000000000004,21.999999999999996,12.825382966600056,10.99764873140857,0.009940211558715752,0.009940211558715752,6.43754981691056,0.0,0.0,22.68
