time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (hp),Distance travelled (total) (miles),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),Hybrid/EV Charger Power (hp),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),HV EV Battery Power (kW),12V device load (A)
0.0,,,,0.0,,,20.0,,,,,,,71.6,75.2,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.999999999999996,,,,,,,,,,,
1.0,14.0,21.6,741.0,0.0,0.0,0.0,20.0,69.8,69.8,69.8,68.0,69.8,21.7615597579194,71.6,75.2,987.718888888889,3555788.0,0.0,0.0,5.14583333333333,4.11666666666667,3.859375,1564.3,1522.1,1169.6,1101.6,0.0,1619.0,0.0,0.0,739.0,2365.0,3.86,22.0,3.84,99.0,0.0,987.718888888889,0.0,64.0,76.1,74.3,58.0,77.9,76.1,77.0,69.8,11.89,91.0,14.509,744.0,34.84,14.704,2.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.312040785725,0.815264095066726,,,21.0,21.999999999999996,21.0,21.999999999999996,24.499999999999996,25.0,26.999999999999996,21.0,23.5,26.999999999999996,,20.995511214507257,,16.227859625592394,22.950000000000003
2.0,14.0,21.6,741.0,0.0,0.0,0.0,20.0,69.8,69.8,69.8,68.0,69.8,21.7615597579194,71.6,75.2,987.718888888889,3555788.0,0.0,0.0,5.14583333333333,4.11666666666667,3.859375,1564.3,1522.1,1169.6,1101.6,0.0,1619.0,0.0,0.0,739.0,2365.0,3.86,22.0,3.84,99.0,0.0,987.718888888889,0.0,64.0,76.1,74.3,58.0,77.9,76.1,77.0,69.8,11.89,91.0,14.509,744.0,34.84,14.704,2.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,77.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,77.0,77.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,740.5,4.443,52.7825275,14.4614928,,0.0,,1.312040785725,0.815264095066726,0.0,,21.0,21.999999999999996,21.0,21.999999999999996,24.499999999999996,25.0,26.999999999999996,21.0,23.5,26.999999999999996,19.99572496619744,20.995511214507257,,16.227859625592394,22.950000000000003
3.0,14.0,25.3,740.4,0.0,0.0,0.0,20.0,69.8,69.8,69.8,68.0,69.8,25.4685952899308,71.6,75.2,987.719722222222,3555791.0,0.0,0.0,5.14166666666667,4.11333333333333,3.85625,1564.3,1522.1,1169.6,1101.6,0.0,2050.0,0.0,0.0,738.0,2365.0,3.84,22.0,3.84,99.0,0.0,987.719722222222,0.0,64.0,76.1,73.4,58.0,77.9,76.1,77.0,69.8,11.89,91.0,14.509,744.0,34.84,14.704,2.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,77.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,77.0,77.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,740.5,4.443,52.7825275,14.4614928,,0.0,0.0103475723994097,1.38799025417305,0.86245689222576,0.0,,21.0,21.999999999999996,21.0,21.999999999999996,24.499999999999996,25.0,26.999999999999996,21.0,23.5,26.999999999999996,19.99572496619744,25.994442456056657,0.01664924399065021,16.214719658284192,22.950000000000003
4.0,14.0,25.3,740.4,0.0,0.0,0.0,20.0,69.8,69.8,69.8,68.0,69.8,25.4685952899308,71.6,75.2,987.719722222222,3555791.0,0.0,0.0,5.14166666666667,4.11333333333333,3.85625,1564.3,1522.1,1169.6,1101.6,0.0,2050.0,0.0,0.0,738.0,2365.0,3.84,22.0,3.84,99.0,0.0,987.719722222222,0.0,64.0,76.1,73.4,58.0,77.9,76.1,77.0,69.8,11.75,91.0,14.511,744.0,34.38,14.682,9.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,77.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,77.0,77.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,740.5,4.443,47.8021225,14.4507502,,0.0,0.0103475723994097,1.38799025417305,0.86245689222576,0.0,,21.0,21.999999999999996,21.0,21.999999999999996,24.499999999999996,25.0,26.999999999999996,21.0,23.5,26.999999999999996,23.994869959436866,25.994442456056657,0.01664924399065021,16.214719658284192,22.630000000000003
5.0,14.0,19.8,740.7,0.0,0.0,0.0,20.0,69.8,69.8,69.8,68.0,68.0,19.9400202923526,71.6,75.2,987.720277777778,3555793.0,0.0,0.0,5.14375,4.115,3.8578125,1564.3,1522.2,1169.6,1101.6,0.0,2322.0,0.0,0.0,739.0,2365.0,3.86,11.0,3.84,145.0,0.0,987.720277777778,0.0,64.0,76.1,73.4,58.0,77.9,76.1,77.0,69.8,11.75,91.0,14.511,744.0,34.38,14.682,9.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,77.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,77.0,77.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,740.6,4.443,47.8021225,14.4507502,,0.0,0.0103475723994097,1.38799025417305,0.86245689222576,0.0,,21.0,21.999999999999996,21.0,21.999999999999996,24.499999999999996,25.0,26.999999999999996,21.0,23.5,26.999999999999996,23.994869959436866,25.994442456056657,0.01664924399065021,18.999936478751827,22.630000000000003
6.0,14.0,19.8,740.7,0.0,0.0,0.0,20.0,69.8,69.8,69.8,68.0,68.0,19.9400202923526,71.6,75.2,987.720277777778,3555793.0,0.0,0.0,5.14375,4.115,3.8578125,1564.3,1522.2,1169.6,1101.6,0.0,2322.0,0.0,0.0,739.0,2365.0,3.86,11.0,3.84,145.0,0.0,987.720277777778,0.0,64.0,76.1,73.4,58.0,77.9,75.2,77.0,69.8,11.51,91.0,14.496,744.0,34.3,14.68,-12.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,77.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,77.0,77.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,740.6,4.443,42.8217175,14.4507502,34.6181417914964,0.0,0.0215862432836678,1.97738148325431,1.22868750963121,0.0,,21.0,21.999999999999996,21.0,21.999999999999996,24.499999999999996,25.0,26.999999999999996,21.0,23.5,26.999999999999996,27.994014952676284,28.993801200986265,0.034732265443421485,18.999936478751827,22.79
7.0,14.0,19.6,740.6,0.0,0.0,0.0,20.0,69.8,69.8,69.8,68.0,69.8,19.7359410875953,71.6,75.2,987.720833333333,3555795.0,0.0,0.0,5.14305555555556,4.11444444444444,3.85729166666667,1564.3,1522.2,1169.6,1101.6,0.0,2458.0,0.0,0.0,739.0,2365.0,3.86,19.0,3.84,2.0,0.0,987.720833333333,0.0,64.0,76.1,73.4,58.0,77.9,75.2,77.0,69.8,11.51,91.0,14.496,744.0,34.3,14.68,-12.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,77.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,77.0,77.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,740.7,4.442,42.8217175,14.4507502,27.5286134044035,0.0,0.0318877410436937,2.13560984750368,1.32700602655321,0.0,,21.0,21.999999999999996,21.0,21.999999999999996,24.499999999999996,25.0,26.999999999999996,21.0,23.5,26.999999999999996,27.994014952676284,30.993373697606053,0.05130737533930316,14.867508010104698,22.79
8.0,14.0,19.6,740.6,0.0,0.0,0.0,20.0,69.8,69.8,69.8,68.0,69.8,19.7359410875953,71.6,75.2,987.720833333333,3555795.0,0.0,0.0,5.14305555555556,4.11444444444444,3.85729166666667,1564.3,1522.2,1169.6,1101.6,0.0,2458.0,0.0,0.0,739.0,2365.0,3.86,19.0,3.84,2.0,0.0,987.720833333333,0.0,64.0,76.1,73.4,58.0,77.9,75.2,77.0,69.8,11.38,91.0,14.495,744.0,34.07,14.712,-1.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,77.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,77.0,77.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,740.7,4.442,39.84324,14.4795599,27.5286134044035,0.0,0.0318877410436937,2.13560984750368,1.32700602655321,0.0,,21.0,21.999999999999996,21.0,21.999999999999996,24.499999999999996,25.0,26.999999999999996,21.0,23.5,26.999999999999996,27.994014952676284,30.993373697606053,0.05130737533930316,14.867508010104698,22.689999999999998
9.0,14.0,9.3,741.5,0.0,0.0,0.0,20.0,69.8,69.8,69.8,68.0,69.8,9.37588269184686,71.6,75.2,987.721388888889,3555797.0,0.0,0.0,5.14930555555556,4.11944444444444,3.86197916666667,1564.3,1522.2,1169.6,1101.6,0.0,2503.0,0.0,0.0,740.0,2370.0,3.86,19.0,3.86,77.0,0.0,987.721388888889,0.0,64.0,76.1,73.4,58.0,77.9,75.2,77.0,68.9,11.38,91.0,14.495,744.0,34.07,14.712,-1.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,77.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,77.0,77.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,741.1,4.443,39.84324,14.4795599,24.9848896816161,0.0,0.0418062290011058,4.49539222297145,2.79330636098,0.0,0.0339754758425109,21.0,21.999999999999996,21.0,21.999999999999996,24.499999999999996,25.0,26.999999999999996,20.500000000000004,23.5,26.999999999999996,27.994014952676284,30.993373697606053,0.06726622246277923,6.991709688178121,22.689999999999998
