time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
0.0,,,,0.0,,,,20.0,,,,,,,,,12.0,14.0,,,,,,,,12.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,13.4,1.5,717.8,0.0,0.0,0.0,11.0,20.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,1.0767,12.0,14.0,1042.33361111111,3752401.0,0.0,0.0,4.98472222222222,3.98777777777778,3.73854166666667,12.0,1592.4,1562.3,1189.9,1130.2,0.0,0.0,0.0,0.0,717.0,2809.0,3.74,34.0,3.72,49.0,0.0,1042.33361111111,0.0,52.0,27.5,27.5,1.0,71.0,16.5,8.0,8.0,16.5,29.0,11.5,11.5,0.0,10.28,87.0,17.0,13.937,721.4,33.38,14.109,16.0,-0.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,23.1
2.0,13.4,1.5,717.8,0.0,0.0,0.0,11.0,20.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,1.0767,12.0,14.0,1042.33361111111,3752401.0,0.0,0.0,4.98472222222222,3.98777777777778,3.73854166666667,12.0,1592.4,1562.3,1189.9,1130.2,0.0,0.0,0.0,0.0,717.0,2809.0,3.74,34.0,3.72,49.0,0.0,1042.33361111111,0.0,52.0,27.5,27.5,1.0,71.0,16.5,8.0,8.0,16.5,29.0,11.5,11.5,0.0,10.28,87.0,17.0,13.937,721.4,33.38,14.109,16.0,-0.6,3.0,0.0,0.0,0.0,15.0,74.0,0.0,15.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,15.0,15.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,717.8,4.442,0.0,13.8994595,0.0,,0.0,,,0.0,,0.0,0.0,,23.1
3.0,13.4,1.3,717.8,0.0,0.0,0.0,11.0,20.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,0.93314,12.0,14.0,1042.33416666667,3752403.0,0.0,0.0,4.98472222222222,3.98777777777778,3.73854166666667,12.0,1592.4,1562.3,1189.9,1130.2,0.0,0.0,0.0,0.0,717.0,2809.0,3.74,9.0,3.72,78.0,0.0,1042.33416666667,0.0,52.0,27.5,27.5,1.0,71.0,16.5,8.0,8.0,16.5,28.0,11.5,11.5,0.0,10.11,87.0,17.0,13.937,721.4,33.3,14.118,16.0,-0.6,3.0,0.0,0.0,0.0,15.0,74.0,0.0,15.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,15.0,15.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,717.8,4.442,0.0,13.8994595,0.0,,0.0,0.0,0.0,0.0,,1.0767,0.0,,23.189999999999998
4.0,13.4,1.3,717.8,0.0,0.0,0.0,11.0,20.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,0.93314,12.0,14.0,1042.33416666667,3752403.0,0.0,0.0,4.98472222222222,3.98777777777778,3.73854166666667,12.0,1592.4,1562.3,1189.9,1130.2,0.0,0.0,0.0,0.0,717.0,2809.0,3.74,9.0,3.72,78.0,0.0,1042.33416666667,0.0,52.0,27.5,27.5,1.0,71.0,16.5,8.0,8.0,16.5,28.0,11.5,11.5,0.0,10.11,87.0,17.0,13.937,721.4,33.3,14.118,16.0,-0.3,3.0,0.0,0.0,0.0,15.0,74.0,0.0,15.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,15.0,14.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,717.8,4.442,0.0,13.9106904,0.0,,0.0,0.0,0.0,0.0,,1.0767,0.0,,23.189999999999998
5.0,13.4,1.3,717.8,0.0,0.0,0.0,11.0,20.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,0.93314,12.0,14.0,1042.335,3752406.0,0.0,0.0,4.98472222222222,3.98777777777778,3.73854166666667,12.0,1592.4,1562.3,1189.9,1130.2,0.0,0.0,0.0,0.0,717.0,2827.0,3.74,9.0,3.72,77.0,0.0,1042.335,0.0,52.0,27.0,27.0,0.5,71.0,16.5,8.0,8.0,16.5,28.0,11.5,11.5,0.0,10.11,87.0,17.0,13.937,721.4,33.3,14.118,16.0,-0.3,3.0,0.0,0.0,0.0,15.0,74.0,0.0,15.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,15.0,14.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,717.8,4.441,0.0,13.9106904,0.0,0.0,0.0,0.0,0.0,0.0,,0.93314,0.0,,23.189999999999998
6.0,13.4,1.3,717.8,0.0,0.0,0.0,11.0,20.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,0.93314,12.0,14.0,1042.335,3752406.0,0.0,0.0,4.98472222222222,3.98777777777778,3.73854166666667,12.0,1592.4,1562.3,1189.9,1130.2,0.0,0.0,0.0,0.0,717.0,2827.0,3.74,9.0,3.72,77.0,0.0,1042.335,0.0,52.0,27.0,27.0,0.5,71.0,16.5,8.0,8.0,16.5,28.0,11.5,11.5,0.0,9.94999999999999,87.0,17.0,13.936,721.4,38.6,14.118,16.0,-0.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,15.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,15.0,15.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,717.8,4.441,0.0,13.8794392,0.0,0.0,0.0,0.0,0.0,0.0,,0.93314,0.0,,28.650000000000013
7.0,13.4,1.3,717.8,0.0,0.0,0.0,11.0,20.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,0.93314,12.0,14.0,1042.33555555556,3752408.0,0.0,0.0,4.98472222222222,3.98777777777778,3.73854166666667,12.0,1592.4,1562.3,1189.9,1130.2,0.0,0.0,0.0,0.0,717.0,2827.0,3.74,24.0,3.72,78.0,0.0,1042.33555555556,0.0,52.0,27.0,27.0,0.0,72.0,16.5,8.0,8.0,16.5,27.0,11.5,11.5,0.0,9.94999999999999,87.0,17.0,13.936,721.4,38.6,14.118,16.0,-0.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,15.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,15.0,15.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,717.8,4.44,0.0,13.8794392,0.0,0.0,0.0,0.0,0.0,0.0,,0.93314,0.0,,28.650000000000013
8.0,13.4,1.3,717.8,0.0,0.0,0.0,11.0,20.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,0.93314,12.0,14.0,1042.33555555556,3752408.0,0.0,0.0,4.98472222222222,3.98777777777778,3.73854166666667,12.0,1592.4,1562.3,1189.9,1130.2,0.0,0.0,0.0,0.0,717.0,2827.0,3.74,24.0,3.72,78.0,0.0,1042.33555555556,0.0,52.0,27.0,27.0,0.0,72.0,16.5,8.0,8.0,16.5,27.0,11.5,11.5,0.0,9.75999999999999,87.0,17.0,13.929,721.1,38.65,14.135,16.0,-0.4,3.0,0.0,0.0,0.0,15.0,74.0,0.0,15.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,15.0,15.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,717.8,4.44,0.0,13.8706498,0.0,0.0,0.0,0.0,0.0,0.0,,0.93314,0.0,,28.890000000000008
9.0,13.4,1.3,717.8,0.0,0.0,0.0,11.0,20.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,0.93314,12.0,14.0,1042.33611111111,3752410.0,0.0,0.0,4.98472222222222,3.98777777777778,3.73854166666667,12.0,1592.4,1562.3,1189.9,1130.2,0.0,0.0,0.0,0.0,717.0,2827.0,3.74,9.0,3.72,77.0,0.0,1042.33611111111,0.0,52.0,27.0,27.0,0.0,72.0,16.5,8.0,7.5,16.5,27.0,11.5,11.5,0.0,9.75999999999999,87.0,17.0,13.929,721.1,38.65,14.135,16.0,-0.4,3.0,0.0,0.0,0.0,15.0,74.0,0.0,15.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,15.0,15.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,717.8,4.442,0.0,13.8706498,0.0,0.0,0.0,0.0,0.0,0.0,,0.93314,0.0,0.0,28.890000000000008
