time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (Today) (km),Distance travelled (total) (km),Distance travelled (Week) (km),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
59.0,13.3,0.4,681.4,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,0.27256,24.0,34.0,1211.951388888889,4363025.0,0.0,0.0,4.73194444444444,3.78555555555556,3.54895833333333,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,143.0,3.54,85.0,0.0,1211.95138888889,0.0,27.0,27.5,27.5,17.5,55.0,22.5,21.5,19.5,22.5,24.0,21.0,21.0,0.0,0.75,87.0,27.0,13.795,684.1,23.17,13.923,32.0,-0.6000000000000001,3.0,0.0,0.0,0.0,21.0,157.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.4000000000001,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80257165165502,27.527298665004967,0.0,0.0001545023243577,0.27256,0.0,0.0,22.42
60.0,13.3,0.4,681.4,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,0.27256,24.0,34.0,1211.951388888889,4363025.0,0.0,0.0,4.73194444444444,3.78555555555556,3.54895833333333,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,143.0,3.54,85.0,0.0,1211.95138888889,0.0,27.0,27.5,27.5,17.5,55.0,22.5,21.5,19.5,22.5,24.0,21.0,21.0,0.0,0.75,87.0,27.0,13.795,684.1,23.17,13.923,32.0,-0.6000000000000001,3.0,0.0,0.0,0.0,21.0,157.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.5,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80257165165502,27.527298665004967,0.0,0.0001545023243577,0.27256,0.0,0.0,22.42
61.0,13.3,0.5,681.5,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,0.34075,24.0,34.0,1211.9519444444445,4363027.0,0.0,0.0,4.73263888888889,3.78611111111111,3.54947916666667,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,21.0,3.54,78.0,0.0,1211.95194444444,0.0,27.0,27.5,27.5,17.5,55.0,22.5,21.5,19.5,22.5,24.0,21.0,21.0,0.0,0.75,87.0,27.0,13.795,684.1,23.14,13.923,31.0,-0.6000000000000001,3.0,0.0,0.0,0.0,21.0,157.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.5,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80275805286354,27.52748322065697,0.0,0.0001845556519999,0.34075,0.0,0.0,22.39
62.0,13.3,0.5,681.5,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,0.34075,24.0,34.0,1211.9519444444445,4363027.0,0.0,0.0,4.73263888888889,3.78611111111111,3.54947916666667,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,21.0,3.54,78.0,0.0,1211.95194444444,0.0,27.0,27.5,27.5,17.5,55.0,22.5,21.5,19.5,22.5,24.0,21.0,21.0,0.0,0.75,87.0,27.0,13.795,684.1,23.14,13.923,31.0,-0.6000000000000001,3.0,0.0,0.0,0.0,21.0,157.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.5,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80275805286354,27.52748322065697,0.0,0.0001845556519999,0.34075,0.0,0.0,22.39
63.0,13.3,0.5,681.5,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,0.34075,24.0,34.0,1211.9525,4363029.0,0.0,0.0,4.73263888888889,3.78611111111111,3.54947916666667,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,23.0,3.54,64.0,0.0,1211.9525,0.0,27.0,27.5,27.5,17.5,55.0,22.5,21.5,19.5,22.5,24.0,21.0,21.0,0.0,0.75,87.0,27.0,13.797,684.1,23.37,13.952,32.0,-0.6000000000000001,3.0,0.0,0.0,0.0,21.0,157.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.5,4.442,0.0,13.7036512,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.802953127491133,27.527676363852606,0.0,0.0001931431956388,0.34075,0.0,0.0,22.62
64.0,13.3,0.5,681.5,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,0.34075,24.0,34.0,1211.9525,4363029.0,0.0,0.0,4.73263888888889,3.78611111111111,3.54947916666667,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,23.0,3.54,64.0,0.0,1211.9525,0.0,27.0,27.5,27.5,17.5,55.0,22.5,21.5,19.5,22.5,24.0,21.0,21.0,0.0,0.75,87.0,27.0,13.797,684.1,23.37,13.952,32.0,-0.6000000000000001,3.0,0.0,0.0,1.25,21.0,157.0,0.0,25.0,1.0,0.0,825.6,0.0,20.9,8.8,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.4000000000001,1.475,0.0,13.7036512,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.802953127491133,27.527676363852606,0.0,0.0001931431956388,0.34075,0.0,0.0,22.62
65.0,13.3,0.9,681.5,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,0.61335,24.0,34.0,1211.9530555555557,4363031.0,0.0,0.0,4.73263888888889,3.78611111111111,3.54947916666667,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,21.0,3.54,85.0,0.0,1211.95305555556,0.0,27.0,27.5,27.5,17.5,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.75,87.0,27.0,13.807,683.9000000000001,24.74,13.933,31.0,-0.5,0.0,0.0,0.0,1.25,21.0,157.0,0.0,25.0,1.0,0.0,825.6,0.0,20.9,8.8,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.4000000000001,1.475,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80328878837915,27.528008701365493,0.0,0.0003323375128875,0.6133500000000001,0.0,0.0,23.99
66.0,13.3,0.5,681.4,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,0.3407,24.0,34.0,1211.953611111111,4363033.0,0.0,0.0,4.73194444444444,3.78555555555556,3.54895833333333,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,143.0,3.54,85.0,0.0,1211.95361111111,0.0,27.0,27.5,27.5,17.5,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.75,87.0,27.0,13.807,683.9000000000001,24.74,13.933,31.0,-0.5,0.0,1.0,1.0,1.25,22.0,157.0,0.0,25.0,1.0,0.0,825.6,0.0,20.9,8.8,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.5,1.466,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80347500095502,27.528193070252495,0.0,0.0001843688870027,0.3407,0.0,0.0,23.99
67.0,13.3,0.5,681.4,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,0.3407,24.0,34.0,1211.953611111111,4363033.0,0.0,0.0,4.73194444444444,3.78555555555556,3.54895833333333,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,143.0,3.54,85.0,0.0,1211.95361111111,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7300000000000182,87.0,27.0,13.794,683.9000000000001,24.07,13.918,31.0,-0.6000000000000001,0.0,1.0,1.0,1.25,22.0,157.0,0.0,25.0,1.0,0.0,825.6,0.0,20.9,8.8,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.5,1.466,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80347500095502,27.528193070252495,0.0,0.0001843688870027,0.3407,0.0,0.0,23.339999999999982
68.0,13.3,0.5,681.4,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,0.3407,24.0,34.0,1211.953611111111,4363033.0,0.0,0.0,4.73194444444444,3.78555555555556,3.54895833333333,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,143.0,3.54,85.0,0.0,1211.95361111111,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7300000000000182,87.0,27.0,13.794,683.9000000000001,24.07,13.918,31.0,-0.6000000000000001,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,18.0,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.5,1.466,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80347500095502,27.528193070252495,0.0,0.0001843688870027,0.3407,0.0,0.0,23.339999999999982
69.0,13.3,0.5,681.5,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,0.34075,24.0,34.0,1211.9541666666669,4363035.0,0.0,0.0,4.73263888888889,3.78611111111111,3.54947916666667,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,21.0,3.54,78.0,0.0,1211.95416666667,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.8199999999999932,87.0,27.0,13.817,683.5,24.18,13.914,31.0,-0.6000000000000001,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,18.0,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.5,1.466,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80367062421747,27.52838675665096,0.0,0.0001936863984652,0.34075,0.0,0.0,23.360000000000007
70.0,13.3,0.5,681.5,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,0.34075,24.0,34.0,1211.9541666666669,4363035.0,0.0,0.0,4.73263888888889,3.78611111111111,3.54947916666667,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2495.0,3.54,21.0,3.54,78.0,0.0,1211.95416666667,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.8199999999999932,87.0,27.0,13.817,683.5,24.18,13.914,31.0,-0.6000000000000001,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,39.0,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.4000000000001,1.466,0.0,13.7695717,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80367062421747,27.52838675665096,0.0,0.0001936863984652,0.34075,0.0,0.0,23.360000000000007
71.0,13.3,-0.8,681.6,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,-0.54528,24.0,34.0,1211.9547222222222,4363037.0,0.0,0.0,4.73333333333333,3.78666666666667,3.55,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2541.0,3.54,21.0,3.54,85.0,0.0,1211.95472222222,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7400000000000091,87.0,27.0,13.805,683.0,24.47,13.902,31.0,-0.6000000000000001,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,39.0,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.4000000000001,1.466,0.0,13.7695717,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.803350137059372,27.52806944263304,0.0,-0.00031731401792,-0.5452800000000001,0.0,0.0,23.72999999999999
72.0,13.3,-0.8,681.6,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,-0.54528,24.0,34.0,1211.9547222222222,4363037.0,0.0,0.0,4.73333333333333,3.78666666666667,3.55,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2541.0,3.54,21.0,3.54,85.0,0.0,1211.95472222222,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7400000000000091,87.0,27.0,13.805,683.0,24.47,13.902,31.0,-0.6000000000000001,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.6,1.465,0.0,13.7695717,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.803350137059372,27.52806944263304,0.0,-0.00031731401792,-0.5452800000000001,0.0,0.0,23.72999999999999
73.0,13.3,-0.9,681.6,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.61344,24.0,34.0,1211.9552777777778,4363039.0,0.0,0.0,4.73333333333333,3.78666666666667,3.55,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2541.0,3.54,24.0,3.54,85.0,0.0,1211.95527777778,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7300000000000182,87.0,27.0,13.805,683.5,25.06,13.908,31.0,-0.5,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.6,1.465,0.0,13.7695717,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.802999185921387,27.5277219662588,0.0,-0.00034747637424,-0.6134400000000001,0.0,0.0,24.32999999999998
74.0,13.3,-0.9,681.6,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.61344,24.0,34.0,1211.9552777777778,4363039.0,0.0,0.0,4.73333333333333,3.78666666666667,3.55,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,679.0,2541.0,3.54,24.0,3.54,85.0,0.0,1211.95527777778,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7300000000000182,87.0,27.0,13.805,683.5,25.06,13.908,31.0,-0.5,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.7,1.466,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.802999185921387,27.5277219662588,0.0,-0.00034747637424,-0.6134400000000001,0.0,0.0,24.32999999999998
75.0,13.3,-1.0,681.7,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.6817,24.0,34.0,1211.9558333333334,4363041.0,0.0,0.0,4.73402777777778,3.78722222222222,3.55052083333333,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,680.0,2541.0,3.54,143.0,3.54,78.0,0.0,1211.95583333333,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7300000000000182,87.0,27.0,13.805,683.5,24.65,13.935,31.0,-0.5,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.7,1.466,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.802620135567224,27.52734666887844,0.0,-0.0003752973803583,-0.6817000000000001,0.0,0.0,23.91999999999998
76.0,13.3,-1.0,681.7,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.6817,24.0,34.0,1211.9558333333334,4363041.0,0.0,0.0,4.73402777777778,3.78722222222222,3.55052083333333,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,680.0,2541.0,3.54,143.0,3.54,78.0,0.0,1211.95583333333,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7300000000000182,87.0,27.0,13.805,683.5,24.65,13.935,31.0,-0.5,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.7,1.467,0.0,13.7695717,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.802620135567224,27.52734666887844,0.0,-0.0003752973803583,-0.6817000000000001,0.0,0.0,23.91999999999998
77.0,13.3,-1.0,681.7,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.6817,24.0,34.0,1211.9563888888888,4363043.0,0.0,0.0,4.73402777777778,3.78722222222222,3.55052083333333,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,680.0,2541.0,3.54,21.0,3.54,78.0,0.0,1211.95638888889,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7400000000000091,87.0,27.0,13.804,683.5,24.73,13.907,31.0,-0.6000000000000001,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.7,1.467,0.0,13.7695717,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.802207376893403,27.52693799692416,0.0,-0.0004086719542777,-0.6817000000000001,0.0,0.0,23.98999999999999
78.0,13.3,-1.0,681.7,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.6817,24.0,34.0,1211.9563888888888,4363043.0,0.0,0.0,4.73402777777778,3.78722222222222,3.55052083333333,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,680.0,2541.0,3.54,21.0,3.54,78.0,0.0,1211.95638888889,0.0,27.0,27.5,27.5,17.0,55.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7400000000000091,87.0,27.0,13.804,683.5,24.73,13.907,31.0,-0.6000000000000001,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.7,1.466,0.0,13.7612706,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.802207376893403,27.52693799692416,0.0,-0.0004086719542777,-0.6817000000000001,0.0,0.0,23.98999999999999
79.0,13.4,-1.0,681.7,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.6817,24.0,34.0,1211.9569444444444,4363045.0,0.0,0.0,4.73402777777778,3.78722222222222,3.55052083333333,24.0,1794.2,1792.6,1339.7,1296.0,0.0,0.0,0.0,0.0,680.0,2541.0,3.54,143.0,3.54,64.0,0.0,1211.95694444444,0.0,27.0,27.5,27.5,17.0,54.0,23.0,21.5,19.5,23.0,24.0,21.0,21.0,0.0,0.7400000000000091,87.0,27.0,13.805,682.8000000000001,24.88,13.906,31.0,-0.6000000000000001,0.0,0.0,0.0,1.21,22.0,157.0,0.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.7,1.466,0.0,13.7612706,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.80183429244342,27.526568606379623,0.0,-0.0003693905445388,-0.6817000000000001,0.0,0.0,24.13999999999999
