time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (Today) (km),Distance travelled (total) (km),Distance travelled (Week) (km),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
0.0,,,,0.0,,,,20.0,,,,,,,,,23.0,36.0,,,,,,,,23.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,13.4,1.8,752.8,0.0,0.0,0.0,22.0,20.0,22.0,21.0,22.0,22.0,21.0,21.0,21.0,1.35504,23.0,36.0,1192.9261111111111,4294534.0,0.0,0.0,5.22777777777778,4.18222222222222,3.92083333333333,23.0,1752.7,1702.0,1308.4,1230.6,0.0,0.0,0.0,0.0,751.0,3000.0,3.92,19.0,3.9,61.0,0.0,1192.92611111111,0.0,67.0,32.5,32.5,18.0,56.0,27.0,18.5,23.0,27.0,36.0,20.5,20.5,0.0,14.610000000000014,94.0,22.5,13.801,756.9000000000001,40.77,14.033,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35504,,,26.15999999999999
2.0,13.4,1.8,752.8,0.0,0.0,0.0,22.0,20.0,22.0,21.0,22.0,22.0,21.0,21.0,21.0,1.35504,23.0,36.0,1192.9261111111111,4294534.0,0.0,0.0,5.22777777777778,4.18222222222222,3.92083333333333,23.0,1752.7,1702.0,1308.4,1230.6,0.0,0.0,0.0,0.0,751.0,3000.0,3.92,19.0,3.9,61.0,0.0,1192.92611111111,0.0,67.0,32.5,32.5,18.0,56.0,27.0,18.5,23.0,27.0,36.0,20.5,20.5,0.0,14.610000000000014,94.0,22.5,13.801,756.9000000000001,40.77,14.033,25.0,-0.3,3.0,0.0,0.0,,,,,25.0,1.0,,,0.0,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,,,0.0,13.770548300000002,0.0,,,,,,,,,,,,1.35504,,,26.15999999999999
3.0,13.4,1.8,752.8,0.0,0.0,0.0,22.0,20.0,22.0,21.0,22.0,22.0,21.0,21.0,21.0,1.35504,23.0,36.0,1192.9269444444444,4294537.0,0.0,0.0,5.22777777777778,4.18222222222222,3.92083333333333,23.0,1752.7,1702.0,1308.4,1230.6,0.0,0.0,0.0,0.0,751.0,2704.0,3.92,9.0,3.9,61.0,0.0,1192.92694444444,0.0,67.0,32.5,32.5,18.0,56.0,27.0,18.5,23.0,27.0,36.0,20.5,20.5,0.0,14.610000000000014,94.0,22.5,13.801,756.9000000000001,40.77,14.033,25.0,-0.3,3.0,0.0,0.0,0.0,19.0,152.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,752.8000000000001,4.442,0.0,13.770548300000002,0.0,,0.0,,,,,0.0010717495289952,0.00106113814752,,0.00106113814752,,1.35504,0.0,,26.15999999999999
4.0,13.4,1.8,752.8,0.0,0.0,0.0,22.0,20.0,22.0,21.0,22.0,22.0,21.0,21.0,21.0,1.35504,23.0,36.0,1192.9269444444444,4294537.0,0.0,0.0,5.22777777777778,4.18222222222222,3.92083333333333,23.0,1752.7,1702.0,1308.4,1230.6,0.0,0.0,0.0,0.0,751.0,2704.0,3.92,9.0,3.9,61.0,0.0,1192.92694444444,0.0,67.0,32.0,32.0,17.0,56.0,27.0,18.0,22.0,27.0,35.0,20.5,20.5,0.0,13.819999999999991,94.0,22.5,13.805,755.8000000000001,39.82,14.031,25.0,-0.2,3.0,0.0,0.0,0.0,19.0,152.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,752.8000000000001,4.442,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010717495289952,0.00106113814752,,0.00106113814752,,1.35504,0.0,,26.000000000000007
5.0,13.4,1.8,752.8,0.0,0.0,0.0,22.0,20.0,22.0,21.0,22.0,22.0,21.0,21.0,21.0,1.35504,23.0,36.0,1192.9269444444444,4294537.0,0.0,0.0,5.22777777777778,4.18222222222222,3.92083333333333,23.0,1752.7,1702.0,1308.4,1230.6,0.0,0.0,0.0,0.0,751.0,2704.0,3.92,9.0,3.9,61.0,0.0,1192.92694444444,0.0,67.0,32.0,32.0,17.0,56.0,27.0,18.0,22.0,27.0,35.0,20.5,20.5,0.0,13.819999999999991,94.0,22.5,13.805,755.8000000000001,39.82,14.031,25.0,-0.2,3.0,0.0,0.0,0.0,19.0,152.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,752.8000000000001,4.442,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010717495289952,0.00106113814752,,0.00106113814752,,1.35504,0.0,,26.000000000000007
6.0,13.3,1.8,752.8,0.0,0.0,0.0,22.0,20.0,22.0,21.0,22.0,22.0,21.0,21.0,21.0,1.35504,23.0,36.0,1192.9277777777777,4294540.0,0.0,0.0,5.22777777777778,4.18222222222222,3.92083333333333,23.0,1752.7,1702.0,1308.4,1230.6,0.0,0.0,0.0,0.0,751.0,2704.0,3.92,179.0,3.9,13.0,0.0,1192.92777777778,0.0,67.0,34.0,34.0,16.0,56.0,26.5,17.0,21.0,26.5,36.0,20.5,20.5,0.0,13.819999999999991,94.0,22.5,13.805,755.8000000000001,39.82,14.031,25.0,-0.2,3.0,0.0,0.0,0.0,19.0,152.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,752.8000000000001,4.443,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002075743340664,0.0020551914264,0.0,0.00099405327888,,1.35504,0.0,,26.000000000000007
7.0,13.3,1.8,752.8,0.0,0.0,0.0,22.0,20.0,22.0,21.0,22.0,22.0,21.0,21.0,21.0,1.35504,23.0,36.0,1192.9277777777777,4294540.0,0.0,0.0,5.22777777777778,4.18222222222222,3.92083333333333,23.0,1752.7,1702.0,1308.4,1230.6,0.0,0.0,0.0,0.0,751.0,2704.0,3.92,179.0,3.9,13.0,0.0,1192.92777777778,0.0,67.0,34.0,34.0,16.0,56.0,26.5,17.0,21.0,26.5,36.0,20.5,20.5,0.0,13.20999999999998,94.0,22.5,13.811,755.8000000000001,39.09,14.033,25.0,-0.2,3.0,0.0,0.0,0.0,19.0,152.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,752.8000000000001,4.443,0.0,13.7612706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002075743340664,0.0020551914264,0.0,0.00099405327888,,1.35504,0.0,,25.880000000000024
8.0,13.3,1.8,752.8,0.0,0.0,0.0,22.0,20.0,22.0,21.0,22.0,22.0,21.0,21.0,21.0,1.35504,23.0,36.0,1192.9277777777777,4294540.0,0.0,0.0,5.22777777777778,4.18222222222222,3.92083333333333,23.0,1752.7,1702.0,1308.4,1230.6,0.0,0.0,0.0,0.0,751.0,2704.0,3.92,179.0,3.9,13.0,0.0,1192.92777777778,0.0,67.0,34.0,34.0,16.0,56.0,26.5,17.0,21.0,26.5,36.0,20.5,20.5,0.0,13.20999999999998,94.0,22.5,13.811,755.8000000000001,39.09,14.033,25.0,-0.2,3.0,0.0,0.0,0.0,19.0,152.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,752.8000000000001,4.443,0.0,13.7612706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002075743340664,0.0020551914264,0.0,0.00099405327888,,1.35504,0.0,,25.880000000000024
9.0,13.3,1.7,752.8,0.0,0.0,0.0,22.0,20.0,22.0,21.0,22.0,22.0,21.0,21.0,21.0,1.27976,23.0,36.0,1192.9283333333333,4294542.0,0.0,0.0,5.22777777777778,4.18222222222222,3.92083333333333,23.0,1752.7,1702.0,1308.4,1230.6,0.0,0.0,0.0,0.0,751.0,2704.0,3.92,9.0,3.9,13.0,0.0,1192.92833333333,0.0,67.0,35.0,35.0,15.0,55.0,26.5,16.5,20.5,26.5,38.0,20.5,20.5,0.0,13.400000000000034,94.0,22.5,13.846,756.8000000000001,39.59,14.098,24.0,-0.3,3.0,0.0,0.0,0.0,19.0,152.0,0.0,25.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,752.8000000000001,4.443,0.0,13.7612706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029378774646451,0.0029087895689555,0.0,0.0008535981425555,,1.27976,0.0,,26.18999999999997
