time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),Distance travelled (total) (km),HV EV Battery Power (kW),DC Charger Power (kW),Hybrid/EV Charger Power (kW),12V device load (A)
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89,84.0,13.839,732.3,37.35,14.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,21.999999999999996,,,,,,,,21.46
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89,84.0,13.839,732.3,37.35,14.039,-1.0,3.0,0.0,0.0,,,,,66.2,1.0,,,0.0,,,,,,,66.2,66.2,,,,,,,,,,,,,,,,,,0.0,13.8105889,,,,,,,,,,,,,20.0,21.999999999999996,0.0,,,,,,,21.46
2.0,13.4,0.7,728.5,0.0,0.0,0.0,20.0,66.2,64.4,64.4,66.2,66.2,0.693339043744126,60.8,60.8,1013.08555555556,3647108.0,0.0,0.0,5.05902777777778,4.04722222222222,3.79427083333333,1568.2,1533.1,1172.6,1109.6,0.0,0.0,0.0,0.0,728.0,2527.0,3.78,24.0,3.78,64.0,0.0,1013.08555555556,0.0,56.5,62.6,67.1,78.0,65.3,67.1,67.1,54.5,15.89,84.0,13.839,732.3,37.35,14.039,-1.0,3.0,0.0,0.0,,,,,66.2,1.0,,,0.0,,,,,,,66.2,66.2,,,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,,,,,,0.0,13.8105889,,0.0,0.0,,13.0,20.0,18.000000000000004,16.0,17.0,19.499999999999996,21.0,12.5,20.0,21.999999999999996,0.0,0.0,,,0.0,0.0,0.0,21.46
3.0,13.4,0.7,728.5,0.0,0.0,0.0,20.0,66.2,64.4,64.4,66.2,66.2,0.693339043744126,60.8,60.8,1013.08555555556,3647108.0,0.0,0.0,5.05902777777778,4.04722222222222,3.79427083333333,1568.2,1533.1,1172.6,1109.6,0.0,0.0,0.0,0.0,728.0,2527.0,3.78,24.0,3.78,64.0,0.0,1013.08555555556,0.0,56.5,62.6,67.1,78.0,65.3,67.1,67.1,54.5,15.33,84.0,13.842,732.2,36.98,14.046,-1.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.5,4.442,0.0,13.8105889,,0.0,0.0,,13.0,20.0,18.000000000000004,16.0,17.0,19.499999999999996,21.0,12.5,20.0,21.999999999999996,0.0,0.0,,,0.0,0.0,0.0,21.65
4.0,13.4,0.7,728.5,0.0,0.0,0.0,20.0,66.2,64.4,64.4,66.2,66.2,0.693339043744126,60.8,60.8,1013.08555555556,3647108.0,0.0,0.0,5.05902777777778,4.04722222222222,3.79427083333333,1568.2,1533.1,1172.6,1109.6,0.0,0.0,0.0,0.0,728.0,2527.0,3.78,24.0,3.78,64.0,0.0,1013.08555555556,0.0,56.5,62.6,67.1,78.0,65.3,67.1,67.1,54.5,15.33,84.0,13.842,732.2,36.98,14.046,-1.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.5,4.442,0.0,13.8105889,,0.0,0.0,,13.0,20.0,18.000000000000004,16.0,17.0,19.499999999999996,21.0,12.5,20.0,21.999999999999996,0.0,0.0,,,0.0,0.0,0.0,21.65
5.0,13.4,0.7,728.6,0.0,0.0,0.0,20.0,66.2,66.2,64.4,66.2,66.2,0.693434217257337,60.8,60.8,1013.08638888889,3647111.0,0.0,0.0,5.05972222222222,4.04777777777778,3.79479166666667,1568.2,1533.1,1172.6,1109.6,0.0,0.0,0.0,0.0,727.0,2527.0,3.8,24.0,3.78,64.0,0.0,1013.08638888889,0.0,56.5,62.6,67.1,78.0,65.3,67.1,67.1,54.5,15.33,84.0,13.842,732.2,36.98,14.046,-1.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.5,4.442,0.0,13.8105889,,0.0,0.0,,13.0,20.0,18.000000000000004,16.0,17.0,19.499999999999996,21.0,12.5,20.0,21.999999999999996,0.0,0.0,0.0,0.0,0.5171023245766868,0.0,0.0,21.65
6.0,13.4,0.7,728.6,0.0,0.0,0.0,20.0,66.2,66.2,64.4,66.2,66.2,0.693434217257337,60.8,60.8,1013.08638888889,3647111.0,0.0,0.0,5.05972222222222,4.04777777777778,3.79479166666667,1568.2,1533.1,1172.6,1109.6,0.0,0.0,0.0,0.0,727.0,2527.0,3.8,24.0,3.78,64.0,0.0,1013.08638888889,0.0,56.5,62.6,67.1,78.0,65.3,67.1,67.1,54.5,14.83,84.0,13.846,732.2,36.48,14.053,-1.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.5,4.44,0.0,13.8105889,,0.0,0.0,,13.0,20.0,18.000000000000004,16.0,17.0,19.499999999999996,21.0,12.5,20.0,21.0,0.0,0.0,0.0,0.0,0.5171023245766868,0.0,0.0,21.65
7.0,13.4,0.7,728.5,0.0,0.0,0.0,20.0,66.2,66.2,64.4,66.2,66.2,0.693339043744126,60.8,60.8,1013.08722222222,3647114.0,0.0,0.0,5.05902777777778,4.04722222222222,3.79427083333333,1568.2,1533.1,1172.6,1109.6,0.0,0.0,0.0,0.0,728.0,2527.0,3.8,24.0,3.78,64.0,0.0,1013.08722222222,0.0,56.5,62.6,67.1,78.0,65.3,67.1,67.1,54.5,14.83,84.0,13.846,732.2,36.48,14.053,-1.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.5,4.44,0.0,13.8105889,,0.0,0.0,,13.0,20.0,18.000000000000004,16.0,17.0,19.499999999999996,21.0,12.5,20.0,21.0,0.0,0.0,0.0,0.0,0.517031352531041,0.0,0.0,21.65
8.0,13.4,0.7,728.5,0.0,0.0,0.0,20.0,66.2,66.2,64.4,66.2,66.2,0.693339043744126,60.8,60.8,1013.08722222222,3647114.0,0.0,0.0,5.05902777777778,4.04722222222222,3.79427083333333,1568.2,1533.1,1172.6,1109.6,0.0,0.0,0.0,0.0,728.0,2527.0,3.8,24.0,3.78,64.0,0.0,1013.08722222222,0.0,56.5,62.6,67.1,78.0,65.3,67.1,67.1,54.5,14.46,84.0,13.848,732.2,36.45,14.054,-1.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.5,4.44,0.0,13.8105889,0.0,0.0,0.0,,13.0,20.0,18.000000000000004,16.0,17.0,19.499999999999996,21.0,12.5,20.0,21.0,0.0,0.0,0.0,0.0,0.517031352531041,0.0,0.0,21.990000000000002
9.0,13.4,0.7,728.5,0.0,0.0,0.0,20.0,66.2,66.2,64.4,66.2,66.2,0.693339043744126,60.8,60.8,1013.08722222222,3647114.0,0.0,0.0,5.05902777777778,4.04722222222222,3.79427083333333,1568.2,1533.1,1172.6,1109.6,0.0,0.0,0.0,0.0,728.0,2527.0,3.8,24.0,3.78,64.0,0.0,1013.08722222222,0.0,56.5,62.6,67.1,78.0,65.3,67.1,67.1,54.5,14.46,84.0,13.848,732.2,36.45,14.054,-1.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,66.2,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,66.2,66.2,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.5,4.44,0.0,13.8105889,0.0,0.0,0.0,,13.0,20.0,18.000000000000004,16.0,17.0,19.499999999999996,21.0,12.5,20.0,21.0,0.0,0.0,0.0,0.0,0.517031352531041,0.0,0.0,21.990000000000002
