time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (hp),Distance travelled (total) (miles),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),HV EV Battery Power (hp),Hybrid/EV Charger Power (hp),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),12V device load (A)
244.0,13.3,14.7,734.1,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,14.6720439701631,60.8,64.4,1001.07972222222,3603887.0,0.0,0.0,5.09791666666667,4.07833333333333,3.8234375,1565.8,1527.0,1170.8,1105.2,0.0,2476.0,0.0,0.0,733.0,2437.0,3.82,12.0,3.82,64.0,0.0,1001.07972222222,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.41000000000003,90.0,13.798,736.7,29.74,13.951,-2.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,734.1,4.444,46.972055,13.760294,12.8996599122745,0.0,0.862031176937104,2.96535996226579,1.84258868511306,23.1558789188969,0.0,0.0925475365942923,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,33.52408263864033,31.993159945915874,1.3870081636918004,23.32999999999997
245.0,13.3,14.7,734.1,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,14.6720439701631,60.8,64.4,1001.07972222222,3603887.0,0.0,0.0,5.09791666666667,4.07833333333333,3.8234375,1565.8,1527.0,1170.8,1105.2,0.0,2476.0,0.0,0.0,733.0,2437.0,3.82,12.0,3.82,64.0,0.0,1001.07972222222,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.41000000000003,90.0,13.798,736.7,29.74,13.951,-2.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.8,4.443,46.972055,13.760294,12.8996599122745,0.0,0.862031176937104,2.96535996226579,1.84258868511306,23.1558789188969,0.0,0.0925475365942923,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,33.52408263864033,31.993159945915874,1.3870081636918004,23.32999999999997
246.0,13.3,39.5,731.4,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,39.279876410395,60.8,64.4,1001.08027777778,3603889.0,0.0,0.0,5.07916666666667,4.06333333333333,3.809375,1565.8,1527.0,1170.8,1105.2,0.0,2851.0,0.0,0.0,730.0,2441.0,3.8,10.0,3.8,78.0,0.0,1001.08027777778,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.36000000000001,90.0,13.799,734.1,29.59,13.964,-1.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.8,4.443,54.784455,13.7593174,12.9783244343682,0.0,0.874102035915807,1.28070667317404,0.795793986216827,14.6180805881723,0.0,0.0820997659770246,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,35.9923049391553,36.99209118746527,1.4064301757885336,23.22999999999999
247.0,13.3,39.6,730.9,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,39.352398627462,60.8,64.4,1001.08083333333,3603891.0,0.0,0.0,5.07569444444444,4.06055555555556,3.80677083333333,1565.8,1527.0,1170.8,1105.2,0.0,3228.0,0.0,0.0,729.0,2441.0,3.8,24.0,3.8,78.0,0.0,1001.08083333333,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.36000000000001,90.0,13.799,734.1,29.59,13.964,-1.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.2,4.441,54.784455,13.7593174,12.9783244343682,0.0,0.874102035915807,1.28070667317404,0.795793986216827,39.352398627462,0.0,0.0820997659770246,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,35.9923049391553,36.99209118746527,1.4064301757885336,23.22999999999999
248.0,13.3,39.6,730.9,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,39.352398627462,60.8,64.4,1001.08083333333,3603891.0,0.0,0.0,5.07569444444444,4.06055555555556,3.80677083333333,1565.8,1527.0,1170.8,1105.2,0.0,3228.0,0.0,0.0,729.0,2441.0,3.8,24.0,3.8,78.0,0.0,1001.08083333333,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.32999999999998,90.0,13.8,734.1,29.8,13.963,1.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.2,4.441,51.464185,13.760294,13.0750040969147,0.0,0.887478761981417,1.41654608749971,0.88020065893578,39.352398627462,0.0,0.070901175792606,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,39.99144993239488,40.991236180704696,1.4279533280280998,23.47000000000002
249.0,13.3,34.8,731.2,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,34.596605364727,60.8,64.4,1001.08138888889,3603893.0,0.0,0.0,5.07777777777778,4.06222222222222,3.80833333333333,1565.8,1527.1,1170.8,1105.2,0.0,3503.0,0.0,0.0,730.0,2441.0,3.8,10.0,3.8,78.0,0.0,1001.08138888889,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.32999999999998,90.0,13.8,734.1,29.8,13.963,1.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.1,4.442,51.464185,13.760294,13.0750040969147,0.0,0.887478761981417,1.41654608749971,0.88020065893578,39.3685509322756,0.0,0.070901175792606,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,39.99144993239488,40.991236180704696,1.4279533280280998,23.47000000000002
250.0,13.3,34.8,731.2,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,34.596605364727,60.8,64.4,1001.08138888889,3603893.0,0.0,0.0,5.07777777777778,4.06222222222222,3.80833333333333,1565.8,1527.1,1170.8,1105.2,0.0,3503.0,0.0,0.0,730.0,2441.0,3.8,10.0,3.8,78.0,0.0,1001.08138888889,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.31999999999999,90.0,13.801,734.6,29.88,13.964,-0.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.1,4.442,49.80405,13.760294,13.192855648761,0.0,0.902623730987422,1.76846751678865,1.09887442937448,39.3685509322756,0.0,0.0669084632616324,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,45.49027429809911,44.99038117394412,1.452321583158762,23.56000000000001
251.0,13.3,31.1,731.4,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,30.926687502868,60.8,64.4,1001.08194444444,3603895.0,0.0,0.0,5.07916666666667,4.06333333333333,3.809375,1565.8,1527.1,1170.8,1105.2,0.0,3677.0,0.0,0.0,730.0,2441.0,3.8,24.0,3.8,78.0,0.0,1001.08194444444,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.31999999999999,90.0,13.801,734.6,29.88,13.964,-0.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.5,4.443,49.80405,13.760294,13.192855648761,0.0,0.902623730987422,1.76846751678865,1.09887442937448,30.926687502868,0.0,0.0669084632616324,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,45.49027429809911,44.99038117394412,1.452321583158762,23.56000000000001
252.0,13.3,31.1,731.4,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,30.926687502868,60.8,64.4,1001.08194444444,3603895.0,0.0,0.0,5.07916666666667,4.06333333333333,3.809375,1565.8,1527.1,1170.8,1105.2,0.0,3677.0,0.0,0.0,730.0,2441.0,3.8,24.0,3.8,78.0,0.0,1001.08194444444,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.29000000000002,90.0,13.8,735.1,29.72,13.969,4.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.5,4.443,46.8255725,13.7588291,13.3101348777283,0.0,0.917640454364566,2.02228558717062,1.2565896175858,30.926687502868,0.0,0.0520312592809107,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,43.990594925634305,45.990167422254096,1.4764834910725866,23.42999999999998
253.0,13.3,27.7,731.6,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,27.5531671535812,60.8,64.4,1001.0825,3603897.0,0.0,0.0,5.08055555555556,4.06444444444444,3.81041666666667,1565.8,1527.1,1170.8,1105.2,0.0,3764.0,0.0,0.0,730.0,2441.0,3.8,24.0,3.8,64.0,0.0,1001.0825,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.29000000000002,90.0,13.8,735.1,29.72,13.969,4.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.6,4.444,46.8255725,13.7588291,13.4368248340243,0.0,0.933535890020337,2.36857843843571,1.47176595286924,30.9351443493276,0.0,0.0407293982933752,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,43.990594925634305,47.98973991887373,1.5020592470427223,23.42999999999998
254.0,13.3,27.7,731.6,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,27.5531671535812,60.8,64.4,1001.0825,3603897.0,0.0,0.0,5.08055555555556,4.06444444444444,3.81041666666667,1565.8,1527.1,1170.8,1105.2,0.0,3764.0,0.0,0.0,730.0,2441.0,3.8,24.0,3.8,64.0,0.0,1001.0825,0.0,60.5,64.4,60.8,76.0,66.2,63.5,66.2,57.2,6.26999999999998,90.0,13.801,735.1,29.35,13.972,-2.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.6,4.444,46.8255725,13.7593174,13.4368248340243,0.0,0.933535890020337,2.36857843843571,1.47176595286924,30.9351443493276,0.0,0.0407293982933752,14.000000000000002,19.0,17.0,16.0,18.000000000000004,19.0,21.0,14.000000000000002,20.500000000000004,19.0,48.020983239133386,47.98973991887373,1.5020592470427223,23.08000000000002
255.0,13.3,28.2,731.4,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,28.0428484752693,60.8,64.4,1001.08277777778,3603898.0,0.0,0.0,5.07916666666667,4.06333333333333,3.809375,1565.8,1527.1,1170.8,1105.2,0.0,3846.0,0.0,0.0,730.0,2433.0,3.8,24.0,3.8,61.0,0.0,1001.08277777778,0.0,60.5,64.4,60.8,76.0,66.2,63.5,65.3,57.2,6.26999999999998,90.0,13.801,735.1,29.35,13.972,-2.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.4,4.444,46.8255725,13.7593174,13.5667474855089,0.0,0.949816952297195,2.37570228668618,1.47619250558048,28.0428484752693,0.0,0.0294875195971751,14.000000000000002,19.0,17.0,16.0,18.000000000000004,18.5,21.0,14.000000000000002,20.500000000000004,19.0,48.020983239133386,48.989526167183705,1.5282554762461866,23.08000000000002
256.0,13.3,28.2,731.4,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,28.0428484752693,60.8,64.4,1001.08277777778,3603898.0,0.0,0.0,5.07916666666667,4.06333333333333,3.809375,1565.8,1527.1,1170.8,1105.2,0.0,3846.0,0.0,0.0,730.0,2433.0,3.8,24.0,3.8,61.0,0.0,1001.08277777778,0.0,60.5,64.4,60.8,76.0,66.2,63.5,65.3,57.2,6.24000000000001,90.0,13.802,734.7,29.52,13.964,3.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.4,4.444,46.48378,13.760294,13.5667474855089,0.0,0.949816952297195,2.37570228668618,1.47619250558048,28.0428484752693,0.0,0.0294875195971751,14.000000000000002,19.0,17.0,16.0,18.000000000000004,18.5,21.0,14.000000000000002,20.500000000000004,19.0,48.817687905755434,48.989526167183705,1.5282554762461866,23.27999999999999
257.0,13.3,24.5,731.8,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,24.3767919388034,60.8,64.4,1001.08333333333,3603900.0,0.0,0.0,5.08194444444444,4.06555555555556,3.81145833333333,1565.8,1527.1,1170.8,1105.2,0.0,3878.0,0.0,0.0,730.0,2433.0,3.8,24.0,3.8,78.0,0.0,1001.08333333333,0.0,60.5,64.4,60.8,76.0,66.2,62.6,65.3,57.2,6.23000000000002,90.0,13.801,734.8,29.56,13.961,3.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.7,4.443,46.48378,13.760294,13.6920795541879,0.0,0.96576201631776,2.73298715496037,1.69819896146488,28.0581850071125,0.0,0.0148686621225178,14.000000000000002,19.0,17.0,16.0,18.000000000000004,18.5,21.0,14.000000000000002,20.500000000000004,19.0,48.817687905755434,48.989526167183705,1.553911084255276,23.329999999999977
258.0,13.3,24.5,731.8,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,24.3767919388034,60.8,64.4,1001.08333333333,3603900.0,0.0,0.0,5.08194444444444,4.06555555555556,3.81145833333333,1565.8,1527.1,1170.8,1105.2,0.0,3878.0,0.0,0.0,730.0,2433.0,3.8,24.0,3.8,78.0,0.0,1001.08333333333,0.0,60.5,64.4,60.8,76.0,66.2,62.6,65.3,57.2,6.23000000000002,90.0,13.801,734.8,29.56,13.961,4.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.7,4.443,44.9701275,13.760294,13.6920795541879,0.0,0.96576201631776,2.73298715496037,1.69819896146488,28.0581850071125,0.0,0.0148686621225178,14.000000000000002,19.0,17.0,16.0,18.000000000000004,18.5,21.0,14.000000000000002,20.500000000000004,19.0,49.27071604952077,48.989526167183705,1.553911084255276,23.329999999999977
259.0,13.3,22.5,731.9,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,22.3899088883564,60.8,64.4,1001.08388888889,3603902.0,0.0,0.0,5.08263888888889,4.06611111111111,3.81197916666667,1565.8,1527.1,1170.8,1105.3,0.0,3901.0,0.0,0.0,730.0,2433.0,3.8,12.0,3.8,64.0,0.0,1001.08388888889,0.0,60.5,64.4,59.9,76.0,66.2,62.6,65.3,57.2,6.19999999999999,90.0,13.801,735.0,29.65,13.962,4.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,732.1,4.444,44.9701275,13.760294,13.8180719751256,0.0,0.982033349872163,2.97551274460688,1.84889732962912,24.3801230117658,0.0,0.0111085933301777,14.000000000000002,19.0,17.0,16.0,18.000000000000004,18.5,21.0,14.000000000000002,20.500000000000004,19.0,49.27071604952077,48.989526167183705,1.5800916599443102,23.45000000000001
260.0,13.3,22.5,731.9,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,22.3899088883564,60.8,64.4,1001.08388888889,3603902.0,0.0,0.0,5.08263888888889,4.06611111111111,3.81197916666667,1565.8,1527.1,1170.8,1105.3,0.0,3901.0,0.0,0.0,730.0,2433.0,3.8,12.0,3.8,64.0,0.0,1001.08388888889,0.0,60.5,64.4,59.9,76.0,66.2,62.6,65.3,57.2,6.19999999999999,90.0,13.801,735.0,29.65,13.962,-2.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.8,4.444,44.823645,13.760294,13.8180719751256,0.0,0.982033349872163,2.97551274460688,1.84889732962912,24.3801230117658,0.0,0.0111085933301777,14.000000000000002,19.0,17.0,16.0,18.000000000000004,18.5,21.0,14.000000000000002,20.500000000000004,19.0,49.27071604952077,48.989526167183705,1.5800916599443102,23.45000000000001
261.0,13.3,18.4,732.1,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,18.3149733429187,60.8,64.4,1001.08444444444,3603904.0,0.0,0.0,5.08402777777778,4.06722222222222,3.81302083333333,1565.8,1527.1,1170.8,1105.3,0.0,3898.0,0.0,0.0,731.0,2433.0,3.8,24.0,3.8,64.0,0.0,1001.08444444444,0.0,60.5,64.4,59.9,76.0,66.2,62.6,65.3,57.2,6.17000000000002,90.0,13.801,736.0,29.21,13.957,20.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,731.8,4.444,44.823645,13.760294,13.9397694686553,0.0,0.997985845543968,3.63754060683086,2.2602622444071,22.3960271856342,0.0,0.0037170366080224,14.000000000000002,19.0,17.0,16.0,18.000000000000004,18.5,21.0,14.000000000000002,20.500000000000004,19.0,49.27071604952077,48.989526167183705,1.6057592254802444,23.03999999999998
262.0,13.3,18.4,732.1,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,18.3149733429187,60.8,64.4,1001.08444444444,3603904.0,0.0,0.0,5.08402777777778,4.06722222222222,3.81302083333333,1565.8,1527.1,1170.8,1105.3,0.0,3898.0,0.0,0.0,731.0,2433.0,3.8,24.0,3.8,64.0,0.0,1001.08444444444,0.0,60.5,64.4,59.9,76.0,66.2,62.6,65.3,57.2,6.17000000000002,90.0,13.801,736.0,29.21,13.957,20.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,732.8,4.444,39.84324,13.760294,13.9397694686553,0.0,0.997985845543968,3.63754060683086,2.2602622444071,22.3960271856342,0.0,0.0037170366080224,14.000000000000002,19.0,17.0,16.0,18.000000000000004,18.5,21.0,14.000000000000002,20.500000000000004,19.0,48.64584964432716,48.989526167183705,1.6057592254802444,23.03999999999998
263.0,13.3,13.8,732.7,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,13.7474876741803,60.8,64.4,1001.085,3603906.0,0.0,0.0,5.08819444444444,4.07055555555556,3.81614583333333,1565.8,1527.2,1170.8,1105.3,0.0,3777.0,0.0,0.0,731.0,2433.0,3.8,24.0,3.8,64.0,0.0,1001.085,0.0,60.5,64.4,59.9,77.0,66.2,62.6,65.3,57.2,6.16000000000003,90.0,13.801,736.0,29.09,13.961,7.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,732.8,4.444,39.84324,13.760294,14.0507921567101,0.0,1.01330420457376,4.64828320110451,2.88830838095351,18.3299835655737,0.0,-0.0074700052045258,14.000000000000002,19.0,17.0,16.0,18.000000000000004,18.5,21.0,14.000000000000002,20.500000000000004,20.0,48.64584964432716,46.989953670563914,1.6304064651591796,22.92999999999997
264.0,13.3,13.8,732.7,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,13.7474876741803,60.8,64.4,1001.085,3603906.0,0.0,0.0,5.08819444444444,4.07055555555556,3.81614583333333,1565.8,1527.2,1170.8,1105.3,0.0,3777.0,0.0,0.0,731.0,2433.0,3.8,24.0,3.8,64.0,0.0,1001.085,0.0,60.5,64.4,59.9,77.0,66.2,62.6,65.3,57.2,6.16000000000003,90.0,13.801,736.0,29.09,13.961,7.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,732.7,4.443,39.84324,13.760294,14.0507921567101,0.0,1.01330420457376,4.64828320110451,2.88830838095351,18.3299835655737,0.0,-0.0074700052045258,14.000000000000002,19.0,17.0,16.0,18.000000000000004,18.5,21.0,14.000000000000002,20.500000000000004,20.0,43.990594925634305,46.989953670563914,1.6304064651591796,22.92999999999997
