time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
0.0,,,,0.0,,,,20.0,,,,,,,,,16.0,16.0,,,,,,,,16.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,13.4,1.8,735.2,0.0,0.0,0.0,15.0,20.0,19.0,18.0,19.0,18.0,18.0,19.0,19.0,1.32336,16.0,16.0,1170.0158333333334,4212057.0,0.0,0.0,5.10555555555556,4.08444444444444,3.82916666666667,16.0,1737.4,1697.9,1297.1,1227.8,0.0,0.0,0.0,0.0,734.0,2745.0,3.82,12.0,3.82,64.0,0.0,1170.01583333333,0.0,59.5,27.5,27.5,9.5,77.0,18.0,10.5,12.5,18.0,31.0,15.0,15.0,0.0,17.019999999999982,85.0,18.5,13.872,739.1,41.16,14.097,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,24.140000000000015
2.0,13.4,1.8,735.2,0.0,0.0,0.0,15.0,20.0,19.0,18.0,19.0,18.0,18.0,19.0,19.0,1.32336,16.0,16.0,1170.0158333333334,4212057.0,0.0,0.0,5.10555555555556,4.08444444444444,3.82916666666667,16.0,1737.4,1697.9,1297.1,1227.8,0.0,0.0,0.0,0.0,734.0,2745.0,3.82,12.0,3.82,64.0,0.0,1170.01583333333,0.0,59.5,27.5,27.5,9.5,77.0,18.0,10.5,12.5,18.0,31.0,15.0,15.0,0.0,17.019999999999982,85.0,18.5,13.872,739.1,41.16,14.097,20.0,-0.7000000000000001,3.0,0.0,0.0,,,,,19.0,1.0,,,0.0,,,,,,,19.0,18.0,,,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,,,,,,0.0,13.8403752,0.0,,0.0,,,0.0,,0.0,0.0,,24.140000000000015
3.0,13.5,1.9,735.2,0.0,0.0,0.0,15.0,20.0,19.0,18.0,19.0,18.0,18.0,19.0,19.0,1.39688,16.0,16.0,1170.016388888889,4212059.0,0.0,0.0,5.10555555555556,4.08444444444444,3.82916666666667,16.0,1737.4,1697.9,1297.1,1227.8,0.0,0.0,0.0,0.0,734.0,2745.0,3.82,24.0,3.82,64.0,0.0,1170.01638888889,0.0,59.5,27.5,27.5,9.5,77.0,18.0,10.5,12.5,18.0,31.0,15.0,15.0,0.0,17.019999999999982,85.0,18.5,13.872,739.1,41.16,14.097,20.0,-0.7000000000000001,3.0,0.0,0.0,0.0,18.0,140.0,0.0,19.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,19.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,735.2,4.442,0.0,13.8403752,0.0,,0.0,,,0.0,,1.32336,0.0,,24.140000000000015
4.0,13.5,1.9,735.2,0.0,0.0,0.0,15.0,20.0,19.0,18.0,19.0,18.0,18.0,19.0,19.0,1.39688,16.0,16.0,1170.016388888889,4212059.0,0.0,0.0,5.10555555555556,4.08444444444444,3.82916666666667,16.0,1737.4,1697.9,1297.1,1227.8,0.0,0.0,0.0,0.0,734.0,2745.0,3.82,24.0,3.82,64.0,0.0,1170.01638888889,0.0,59.5,27.5,27.5,9.0,76.0,18.0,10.0,12.0,18.0,31.0,15.0,15.0,0.0,19.930000000000007,85.0,18.5,14.138,739.1,42.65,14.4,20.0,-0.7000000000000001,3.0,0.0,0.0,0.0,18.0,140.0,0.0,19.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,19.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,735.2,4.442,0.0,14.2188077,0.0,,0.0,0.0,0.0,0.0,,1.32336,0.0,,22.71999999999999
5.0,13.5,1.9,735.2,0.0,0.0,0.0,15.0,20.0,19.0,18.0,19.0,18.0,18.0,19.0,19.0,1.39688,16.0,16.0,1170.016388888889,4212059.0,0.0,0.0,5.10555555555556,4.08444444444444,3.82916666666667,16.0,1737.4,1697.9,1297.1,1227.8,0.0,0.0,0.0,0.0,734.0,2745.0,3.82,24.0,3.82,64.0,0.0,1170.01638888889,0.0,59.5,27.5,27.5,9.0,76.0,18.0,10.0,12.0,18.0,31.0,15.0,15.0,0.0,19.930000000000007,85.0,18.5,14.138,739.1,42.65,14.4,20.0,-0.7000000000000001,3.0,0.0,0.0,0.0,18.0,140.0,0.0,19.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,19.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,735.1,4.442,0.0,14.2188077,0.0,,0.0,0.0,0.0,0.0,,1.32336,0.0,,22.71999999999999
6.0,14.0,2.0,735.1,0.0,0.0,0.0,15.0,20.0,19.0,18.0,19.0,18.0,18.0,19.0,19.0,1.4702,16.0,16.0,1170.0172222222222,4212062.0,0.0,0.0,5.10486111111111,4.08388888888889,3.82864583333333,16.0,1737.4,1697.9,1297.1,1227.8,0.0,0.0,0.0,0.0,734.0,2681.0,3.82,12.0,3.82,64.0,0.0,1170.01722222222,0.0,59.5,27.5,27.5,8.0,75.0,18.0,9.5,11.5,18.0,31.0,15.0,15.0,0.0,19.930000000000007,85.0,18.5,14.138,739.1,42.65,14.4,20.0,-0.7000000000000001,3.0,0.0,0.0,0.0,18.0,140.0,0.0,19.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,19.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,735.1,4.442,0.0,14.2188077,0.0,0.0,0.0,0.0,0.0,0.0,,1.4702,0.0,,22.71999999999999
7.0,14.0,2.0,735.1,0.0,0.0,0.0,15.0,20.0,19.0,18.0,19.0,18.0,18.0,19.0,19.0,1.4702,16.0,16.0,1170.0172222222222,4212062.0,0.0,0.0,5.10486111111111,4.08388888888889,3.82864583333333,16.0,1737.4,1697.9,1297.1,1227.8,0.0,0.0,0.0,0.0,734.0,2681.0,3.82,12.0,3.82,64.0,0.0,1170.01722222222,0.0,59.5,27.5,27.5,8.0,75.0,18.0,9.5,11.5,18.0,31.0,15.0,15.0,0.0,22.090000000000032,85.0,18.5,14.666,739.1,44.07,14.94,20.0,-0.7000000000000001,3.0,0.0,0.0,0.0,18.0,140.0,0.0,19.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,19.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,735.1,4.442,0.0,14.6807395,0.0,0.0,0.0,0.0,0.0,0.0,,1.4702,0.0,,21.97999999999997
8.0,14.2,2.0,735.1,0.0,0.0,0.0,15.0,20.0,19.0,18.0,19.0,18.0,18.0,19.0,19.0,1.4702,16.0,16.0,1170.0177777777778,4212064.0,0.0,0.0,5.10486111111111,4.08388888888889,3.82864583333333,16.0,1737.4,1697.9,1297.1,1227.8,0.0,0.0,0.0,0.0,734.0,2681.0,3.82,24.0,3.82,64.0,0.0,1170.01777777778,0.0,59.5,29.5,29.5,8.0,75.0,18.0,9.5,11.5,18.0,32.0,15.0,15.0,0.0,22.090000000000032,85.0,18.5,14.666,739.1,44.07,14.94,20.0,-0.7000000000000001,3.0,0.0,0.0,0.0,18.0,140.0,0.0,19.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,19.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,735.1,4.442,0.0,14.6807395,0.0,0.0,0.0,0.0,0.0,0.0,,1.4702,0.0,,21.97999999999997
9.0,14.2,2.0,735.1,0.0,0.0,0.0,15.0,20.0,19.0,18.0,19.0,18.0,18.0,19.0,19.0,1.4702,16.0,16.0,1170.0177777777778,4212064.0,0.0,0.0,5.10486111111111,4.08388888888889,3.82864583333333,16.0,1737.4,1697.9,1297.1,1227.8,0.0,0.0,0.0,0.0,734.0,2681.0,3.82,24.0,3.82,64.0,0.0,1170.01777777778,0.0,59.5,29.5,29.5,7.5,74.0,18.0,9.5,11.0,18.0,32.0,15.0,15.0,0.0,20.970000000000027,85.0,18.5,14.708,739.0,43.42,14.955,20.0,-0.5,3.0,0.0,0.0,0.0,18.0,140.0,0.0,19.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,19.0,18.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,735.1,4.442,0.0,14.661695800000002,0.0,0.0,0.0,0.0,0.0,0.0,,1.4702,0.0,,22.449999999999974
