time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (hp),Distance travelled (total) (miles),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),Hybrid/EV Charger Power (hp),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),HV EV Battery Power (kW),12V device load (A)
264.0,13.4,0.5,737.1,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.501088547057354,66.2,89.6,998.282777777778,3593818.0,0.0,0.0,5.11875,4.095,3.8390625,1565.3,1525.4,1170.4,1104.1,0.0,567.0,0.0,0.0,735.0,2407.0,3.84,24.0,3.82,61.0,0.0,998.282777777778,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.22000000000003,91.0,13.812,740.3,24.35,13.935,,,,,,,,,,,-2.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,736.8,4.443,31.347255,13.7705483,9.42578438986501,0.0,0.682968762479205,16.2800162800163,10.11592999593,0.0,-0.0429161336158089,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,23.000000000000004,15.5,20.0,21.0,,,3.999144993239488,5.998717489859216,1.098896738829041,-0.7473356406522819,22.12999999999997
265.0,13.4,0.5,737.1,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.501088547057354,66.2,89.6,998.282777777778,3593818.0,0.0,0.0,5.11875,4.095,3.8390625,1565.3,1525.4,1170.4,1104.1,0.0,567.0,0.0,0.0,735.0,2407.0,3.84,24.0,3.82,61.0,0.0,998.282777777778,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.19,91.0,13.809,740.3,28.08,13.949,,,,,,,,,,,-10.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,736.8,4.443,17.5779,13.750528,9.42578438986501,0.0,0.682968762479205,16.2800162800163,10.11592999593,0.0,-0.0429161336158089,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,23.000000000000004,15.5,20.0,21.0,,,3.999144993239488,5.998717489859216,1.098896738829041,-0.7473356406522819,25.889999999999997
266.0,13.3,0.6,737.1,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.601306256468825,66.2,89.6,998.283333333333,3593820.0,0.0,0.0,5.11875,4.095,3.8390625,1565.3,1525.4,1170.4,1104.1,0.0,405.0,0.0,0.0,736.0,2414.0,3.84,12.0,3.82,64.0,0.0,998.283333333333,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.19,91.0,13.809,740.3,28.08,13.949,,,,,,,,,,,-10.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.1,4.444,17.5779,13.750528,9.37420574915415,0.0,0.684317181393302,9.04445348889793,5.61996110885,0.0,-0.0429020104789273,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,23.000000000000004,15.5,20.0,21.0,,,3.999144993239488,3.999144993239488,1.101066344861823,0.37366782032614015,25.889999999999997
267.0,13.3,0.6,737.1,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.601306256468825,66.2,89.6,998.283333333333,3593820.0,0.0,0.0,5.11875,4.095,3.8390625,1565.3,1525.4,1170.4,1104.1,0.0,405.0,0.0,0.0,736.0,2414.0,3.84,12.0,3.82,64.0,0.0,998.283333333333,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.29000000000002,91.0,13.81,740.4,24.08,13.951,,,,,,,,,,,37.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.1,4.444,13.28108,13.7695717,9.37420574915415,0.0,0.684317181393302,9.04445348889793,5.61996110885,0.0,-0.0429020104789273,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,23.000000000000004,15.5,20.0,21.0,,,4.217848235057261,3.999144993239488,1.101066344861823,0.37366782032614015,21.789999999999978
268.0,13.3,0.0,737.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.0,66.2,89.6,998.283888888889,3593822.0,0.0,0.0,5.11944444444444,4.09555555555556,3.83958333333333,1565.3,1525.4,1170.4,1104.1,0.0,127.0,0.0,0.0,736.0,2414.0,3.84,24.0,3.82,64.0,0.0,998.283888888889,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.29000000000002,91.0,13.81,740.4,24.08,13.951,,,,,,,,,,,37.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.2,4.443,13.28108,13.7695717,9.30879027739878,0.0,0.684658738988612,9.04445348889793,5.61996110885,0.0,-0.0357629850120666,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,4.217848235057261,0.9997862483098703,1.1016159110326766,0.44846221757335053,21.789999999999978
269.0,13.3,0.0,737.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.0,66.2,89.6,998.283888888889,3593822.0,0.0,0.0,5.11944444444444,4.09555555555556,3.83958333333333,1565.3,1525.4,1170.4,1104.1,0.0,127.0,0.0,0.0,736.0,2414.0,3.84,24.0,3.82,64.0,0.0,998.283888888889,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.13999999999999,91.0,13.787,740.3,28.82,13.942,,,,,,,,,,,-22.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.2,4.443,4.785095,13.740762,9.30879027739878,0.0,0.684658738988612,9.04445348889793,5.61996110885,0.0,-0.0357629850120666,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,0.5623797646743015,0.9997862483098703,1.1016159110326766,0.44846221757335053,26.68000000000001
270.0,13.4,0.8,737.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.801850445021151,66.2,89.6,998.284444444444,3593824.0,0.0,0.0,5.11944444444444,4.09555555555556,3.83958333333333,1565.3,1525.4,1170.4,1104.1,0.0,24.0,0.0,0.0,736.0,2414.0,3.84,12.0,3.82,64.0,0.0,998.284444444444,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.13999999999999,91.0,13.787,740.3,28.82,13.942,,,,,,,,,,,-22.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.2,4.443,4.785095,13.740762,9.24075348548346,0.0,0.684658738988612,0.0,0.0,0.0,-0.0251298674836416,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,0.5623797646743015,0.0,1.1016159110326766,0.0,26.68000000000001
271.0,13.4,0.8,737.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.801850445021151,66.2,89.6,998.284444444444,3593824.0,0.0,0.0,5.11944444444444,4.09555555555556,3.83958333333333,1565.3,1525.4,1170.4,1104.1,0.0,24.0,0.0,0.0,736.0,2414.0,3.84,12.0,3.82,64.0,0.0,998.284444444444,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.16000000000003,91.0,13.813,740.3,24.19,13.95,,,,,,,,,,,-49.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.2,4.443,0.97655,13.750528,9.24075348548346,0.0,0.684658738988612,0.0,0.0,0.0,-0.0251298674836416,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,0.49989312415493514,0.0,1.1016159110326766,0.0,22.029999999999973
272.0,13.4,0.6,737.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.601387833765863,66.2,89.6,998.285,3593826.0,0.0,0.0,5.11944444444444,4.09555555555556,3.83958333333333,1565.3,1525.4,1170.4,1104.1,0.0,29.0,0.0,0.0,736.0,2414.0,3.84,12.0,3.82,78.0,0.0,998.285,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.16000000000003,91.0,13.813,740.3,24.19,13.95,,,,,,,,,,,-49.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.2,4.444,0.97655,13.750528,9.17272306438263,0.0,0.684658738988612,0.0,0.0,0.0,-0.0216239049025159,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,0.49989312415493514,0.0,1.1016159110326766,0.5979496234311342,22.029999999999973
273.0,13.4,0.6,737.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.601387833765863,66.2,89.6,998.285,3593826.0,0.0,0.0,5.11944444444444,4.09555555555556,3.83958333333333,1565.3,1525.4,1170.4,1104.1,0.0,29.0,0.0,0.0,736.0,2414.0,3.84,12.0,3.82,78.0,0.0,998.285,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.00999999999999,91.0,13.788,740.6,28.69,13.95,,,,,,,,,,,-1.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.2,4.444,0.0,13.740762,9.17272306438263,0.0,0.684658738988612,0.0,0.0,0.0,-0.0216239049025159,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,0.3436765228565187,0.0,1.1016159110326766,0.5979496234311342,26.68000000000001
274.0,13.3,0.7,737.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.701714312906718,66.2,89.6,998.285555555556,3593828.0,0.0,0.0,5.12013888888889,4.09611111111111,3.84010416666667,1565.3,1525.4,1170.4,1104.1,0.0,-1.0,0.0,0.0,736.0,2414.0,3.84,12.0,3.82,61.0,0.0,998.285555555556,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.19,91.0,13.787,740.5,28.54,13.95,,,,,,,,,,,-1.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.2,4.444,0.0,13.740762,9.10652635716209,0.0,0.684658738988612,0.0,0.0,0.0,-0.0144151880996909,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,0.3436765228565187,0.0,1.1016159110326766,0.44852305075533255,26.349999999999998
275.0,13.3,0.7,737.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.701714312906718,66.2,89.6,998.285555555556,3593828.0,0.0,0.0,5.12013888888889,4.09611111111111,3.84010416666667,1565.3,1525.4,1170.4,1104.1,0.0,-1.0,0.0,0.0,736.0,2414.0,3.84,12.0,3.82,61.0,0.0,998.285555555556,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.19,91.0,13.787,740.5,28.54,13.95,,,,,,,,,,,-19.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.2,4.444,0.0,13.7495514,9.10652635716209,0.0,0.684658738988612,0.0,0.0,0.0,-0.0144151880996909,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,0.06248664051936694,0.0,1.1016159110326766,0.44852305075533255,26.349999999999998
276.0,13.3,0.6,737.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.601387833765863,66.2,89.6,998.286111111111,3593830.0,0.0,0.0,5.11944444444444,4.09555555555556,3.83958333333333,1565.3,1525.4,1170.4,1104.1,0.0,0.0,0.0,0.0,736.0,2417.0,3.84,24.0,3.82,2.0,0.0,998.286111111111,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,1.07999999999998,91.0,13.716,740.7,42.74,13.94,,,,,,,,,,,-19.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.3,4.444,0.0,13.7495514,9.04039530191728,0.0,0.684658738988612,0.0,0.0,0.0,-0.0036033567307786,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,0.06248664051936694,0.0,1.1016159110326766,0.5232059205022423,41.660000000000025
277.0,13.3,0.6,737.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.601387833765863,66.2,89.6,998.286111111111,3593830.0,0.0,0.0,5.11944444444444,4.09555555555556,3.83958333333333,1565.3,1525.4,1170.4,1104.1,0.0,0.0,0.0,0.0,736.0,2417.0,3.84,24.0,3.82,2.0,0.0,998.286111111111,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,1.07999999999998,91.0,13.716,740.7,42.74,13.94,,,,,,,,,,,-251.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.3,4.444,5.27337,13.760294,9.04039530191728,0.0,0.684658738988612,0.0,0.0,0.0,-0.0036033567307786,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,0.0,0.0,1.1016159110326766,0.5232059205022423,41.660000000000025
278.0,13.4,1.2,737.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,1.2029388221258,66.2,89.6,998.286666666667,3593832.0,0.0,0.0,5.12013888888889,4.09611111111111,3.84010416666667,1565.3,1525.4,1170.4,1104.1,0.0,92.0,0.0,0.0,736.0,2417.0,3.84,24.0,3.82,2.0,0.0,998.286666666666,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.05000000000001,91.0,13.828,740.5,24.01,13.944,,,,,,,,,,,-251.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.3,4.443,5.27337,13.760294,8.98063393049814,0.0,0.684995165594042,1.1302500113025,0.702304579773046,0.0,0.0036036159246552,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,23.000000000000004,15.5,20.0,21.0,,,0.0,0.9997862483098703,1.1021572214408137,0.44852305075533255,21.95999999999999
279.0,13.4,1.2,737.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,1.2029388221258,66.2,89.6,998.286666666667,3593832.0,0.0,0.0,5.12013888888889,4.09611111111111,3.84010416666667,1565.3,1525.4,1170.4,1104.1,0.0,92.0,0.0,0.0,736.0,2417.0,3.84,24.0,3.82,2.0,0.0,998.286666666666,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.05000000000001,91.0,13.828,740.5,24.01,13.944,,,,,,,,,,,23.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.3,4.442,24.5602325,13.7612706,8.98063393049814,0.0,0.684995165594042,1.1302500113025,0.702304579773046,0.0,0.0036036159246552,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,23.000000000000004,15.5,20.0,21.0,,,1.1872461698679708,0.9997862483098703,1.1021572214408137,0.44852305075533255,21.95999999999999
280.0,13.3,1.6,737.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,1.6037008900423,66.2,89.6,998.287222222222,3593834.0,0.0,0.0,5.11944444444444,4.09555555555556,3.83958333333333,1565.3,1525.4,1170.4,1104.1,0.0,146.0,0.0,0.0,736.0,2417.0,3.84,12.0,3.82,78.0,0.0,998.287222222222,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.23000000000002,91.0,13.812,740.3,24.17,13.949,,,,,,,,,,,7.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,737.3,4.442,24.5602325,13.7612706,8.92607392220359,0.0,0.685668276708467,1.6956049918611,1.05359976939772,0.0,0.0072329813394979,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,1.1872461698679708,1.999572496619744,1.1032402572239233,0.8969244351467041,21.939999999999984
281.0,13.3,1.6,737.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,1.6037008900423,66.2,89.6,998.287222222222,3593834.0,0.0,0.0,5.11944444444444,4.09555555555556,3.83958333333333,1565.3,1525.4,1170.4,1104.1,0.0,146.0,0.0,0.0,736.0,2417.0,3.84,12.0,3.82,78.0,0.0,998.287222222222,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.23000000000002,91.0,13.812,740.3,24.17,13.949,,,,,,,,,,,7.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,736.7,4.444,44.4818525,13.7705483,8.92607392220359,0.0,0.685668276708467,1.6956049918611,1.05359976939772,0.0,0.0072329813394979,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,24.0,15.5,20.0,21.0,,,0.0,1.999572496619744,1.1032402572239233,0.8969244351467041,21.939999999999984
282.0,13.3,7.2,736.6,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,7.2107804398036,66.2,89.6,998.287777777778,3593836.0,0.0,0.0,5.11527777777778,4.09222222222222,3.83645833333333,1565.3,1525.4,1170.4,1104.1,0.0,522.0,0.0,0.0,735.0,2417.0,3.82,24.0,3.82,61.0,0.0,998.287777777778,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.06,91.0,13.813,740.3,24.16,13.95,,,,,,,,,,,2.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,736.7,4.444,44.4818525,13.7705483,8.89353808016185,0.0,0.688060668042383,1.31987811868344,0.820133986484448,0.0,0.0252293814081147,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,23.000000000000004,15.5,20.0,21.0,,,0.0,6.998503738169096,1.107089614880194,1.1949259159505519,22.1
283.0,13.3,7.2,736.6,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,7.2107804398036,66.2,89.6,998.287777777778,3593836.0,0.0,0.0,5.11527777777778,4.09222222222222,3.83645833333333,1565.3,1525.4,1170.4,1104.1,0.0,522.0,0.0,0.0,735.0,2417.0,3.82,24.0,3.82,61.0,0.0,998.287777777778,0.0,61.5,68.9,68.0,55.0,71.6,74.3,71.6,59.9,2.06,91.0,13.813,740.3,24.16,13.95,,,,,,,,,,,2.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,736.3,4.444,50.7806,13.7705483,8.89353808016185,0.0,0.688060668042383,1.31987811868344,0.820133986484448,0.0,0.0252293814081147,15.0,19.0,19.0,19.0,20.500000000000004,21.999999999999996,23.000000000000004,15.5,20.0,21.0,,,8.4981831106339,6.998503738169096,1.107089614880194,1.1949259159505519,22.1
