time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (Today) (km),Distance travelled (total) (km),Distance travelled (Week) (km),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
0.0,,,,0.0,,,,20.0,,,,,,,,,21.0,24.0,,,,,,,,21.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,13.3,0.6,738.9,0.0,0.0,0.0,20.0,20.0,22.0,21.0,22.0,21.0,21.0,22.0,22.0,0.44334,21.0,24.0,1252.2188888888888,4507988.0,0.0,0.0,5.13125,4.105,3.8484375,21.0,1840.1,1799.0,1372.4,1300.7,0.0,0.0,0.0,0.0,737.0,2362.0,3.84,23.0,3.84,85.0,0.0,1252.21888888889,0.0,61.5,22.5,22.5,21.5,49.0,24.0,23.0,22.5,24.0,25.0,19.0,19.0,0.0,10.480000000000018,88.0,22.0,13.805,742.0,34.0,14.008,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4433399999999999,,,23.519999999999982
2.0,13.3,0.6,738.9,0.0,0.0,0.0,20.0,20.0,22.0,21.0,22.0,21.0,21.0,22.0,22.0,0.44334,21.0,24.0,1252.2188888888888,4507988.0,0.0,0.0,5.13125,4.105,3.8484375,21.0,1840.1,1799.0,1372.4,1300.7,0.0,0.0,0.0,0.0,737.0,2362.0,3.84,23.0,3.84,85.0,0.0,1252.21888888889,0.0,61.5,22.5,22.5,21.5,49.0,24.0,23.0,22.5,24.0,25.0,19.0,19.0,0.0,10.480000000000018,88.0,22.0,13.805,742.0,34.0,14.008,25.0,-0.2,3.0,0.0,0.0,,,,,23.0,1.0,,,0.0,,,,,,,23.0,22.0,,,,,,,,,,,,,,,,,,0.0,13.7695717,0.0,,,,,,,,,,,,0.4433399999999999,,,23.519999999999982
3.0,13.3,0.6,738.9,0.0,0.0,0.0,20.0,20.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,0.44334,21.0,24.0,1252.2194444444444,4507990.0,0.0,0.0,5.13125,4.105,3.8484375,21.0,1840.1,1799.0,1372.4,1300.7,0.0,0.0,0.0,0.0,737.0,2362.0,3.84,24.0,3.84,64.0,0.0,1252.21944444444,0.0,61.5,22.5,22.5,21.5,49.0,24.0,23.0,22.5,24.0,25.0,19.0,19.0,0.0,10.480000000000018,88.0,22.0,13.805,742.0,34.0,14.008,25.0,-0.2,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.9000000000001,4.444,0.0,13.7695717,0.0,,0.0,,,,,0.7901108678253317,0.782287987945873,0.0,0.0003332015979749,,0.4433399999999999,0.0,,23.519999999999982
4.0,13.3,0.6,738.9,0.0,0.0,0.0,20.0,20.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,0.44334,21.0,24.0,1252.2194444444444,4507990.0,0.0,0.0,5.13125,4.105,3.8484375,21.0,1840.1,1799.0,1372.4,1300.7,0.0,0.0,0.0,0.0,737.0,2362.0,3.84,24.0,3.84,64.0,0.0,1252.21944444444,0.0,61.5,22.5,22.5,21.5,48.0,24.0,23.0,22.5,24.0,25.0,19.0,19.0,0.0,10.199999999999989,88.0,22.0,13.805,742.6,34.17,14.003,25.0,-0.2,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.9000000000001,4.444,0.0,13.7695717,0.0,0.0,0.0,0.0,4.887748,424.529773,233.219734,0.7901108678253317,0.782287987945873,0.0,0.0003332015979749,,0.4433399999999999,0.0,,23.970000000000013
5.0,13.3,0.6,738.9,0.0,0.0,0.0,20.0,20.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,0.44334,21.0,24.0,1252.2194444444444,4507990.0,0.0,0.0,5.13125,4.105,3.8484375,21.0,1840.1,1799.0,1372.4,1300.7,0.0,0.0,0.0,0.0,737.0,2362.0,3.84,24.0,3.84,64.0,0.0,1252.21944444444,0.0,61.5,22.5,22.5,21.5,48.0,24.0,23.0,22.5,24.0,25.0,19.0,19.0,0.0,10.199999999999989,88.0,22.0,13.805,742.6,34.17,14.003,25.0,-0.2,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.9000000000001,4.444,0.0,13.7612706,0.0,0.0,0.0,0.0,4.887748,424.529773,233.219734,0.7901108678253317,0.782287987945873,0.0,0.0003332015979749,,0.4433399999999999,0.0,,23.970000000000013
6.0,13.3,0.6,738.9,0.0,0.0,0.0,20.0,20.0,22.0,21.0,22.0,21.0,21.0,22.0,22.0,0.44334,21.0,24.0,1252.2202777777777,4507993.0,0.0,0.0,5.13125,4.105,3.8484375,21.0,1840.1,1799.0,1372.4,1300.7,0.0,0.0,0.0,0.0,737.0,2362.0,3.84,23.0,3.84,85.0,0.0,1252.22027777778,0.0,61.5,22.5,22.5,21.5,48.0,24.0,23.0,22.5,24.0,25.0,19.0,19.0,0.0,10.199999999999989,88.0,22.0,13.805,742.6,34.17,14.003,25.0,-0.2,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.9000000000001,4.444,0.0,13.7612706,0.0,0.0,0.0,0.0,4.887748,424.529773,233.219734,0.790438608289144,0.782612483454598,0.0,0.0003244955087249,,0.4433399999999999,0.0,,23.970000000000013
7.0,13.3,0.6,738.9,0.0,0.0,0.0,20.0,20.0,22.0,21.0,22.0,21.0,21.0,22.0,22.0,0.44334,21.0,24.0,1252.2202777777777,4507993.0,0.0,0.0,5.13125,4.105,3.8484375,21.0,1840.1,1799.0,1372.4,1300.7,0.0,0.0,0.0,0.0,737.0,2362.0,3.84,23.0,3.84,85.0,0.0,1252.22027777778,0.0,61.5,22.5,22.5,21.5,48.0,24.0,23.0,22.5,24.0,25.0,19.0,19.0,0.0,9.949999999999989,88.0,22.0,13.808,741.9000000000001,33.34,14.005,25.0,-0.2,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.9000000000001,4.444,0.0,13.770548300000002,0.0,0.0,0.0,0.0,4.887748,424.529773,233.219734,0.790438608289144,0.782612483454598,0.0,0.0003244955087249,,0.4433399999999999,0.0,,23.390000000000015
8.0,13.3,0.6,738.9,0.0,0.0,0.0,20.0,20.0,22.0,21.0,22.0,21.0,21.0,22.0,22.0,0.44334,21.0,24.0,1252.2208333333333,4507995.0,0.0,0.0,5.13125,4.105,3.8484375,21.0,1840.1,1799.0,1372.4,1300.7,0.0,0.0,0.0,0.0,737.0,2362.0,3.84,23.0,3.84,64.0,0.0,1252.22083333333,0.0,61.5,22.5,22.5,21.5,48.0,24.0,23.0,22.5,24.0,25.0,19.0,19.0,0.0,9.949999999999989,88.0,22.0,13.808,741.9000000000001,33.34,14.005,25.0,-0.2,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.9000000000001,4.444,0.0,13.770548300000002,0.0,0.0,0.0,0.0,4.887748,424.529773,233.219734,0.7907259034464671,0.782896934105413,0.0,0.0002844506508149,,0.4433399999999999,0.0,,23.390000000000015
9.0,13.3,0.6,738.9,0.0,0.0,0.0,20.0,20.0,22.0,21.0,22.0,21.0,21.0,22.0,22.0,0.44334,21.0,24.0,1252.2208333333333,4507995.0,0.0,0.0,5.13125,4.105,3.8484375,21.0,1840.1,1799.0,1372.4,1300.7,0.0,0.0,0.0,0.0,737.0,2362.0,3.84,23.0,3.84,64.0,0.0,1252.22083333333,0.0,61.5,22.5,22.5,21.5,48.0,24.0,23.0,22.5,24.0,25.0,19.0,19.0,0.0,9.740000000000007,88.0,22.0,13.808,741.9000000000001,33.61,14.005,25.0,-0.3,3.0,0.0,0.0,0.0,23.0,192.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.9000000000001,4.444,0.0,13.770548300000002,0.0,0.0,0.0,0.0,4.887748,424.529773,233.219734,0.7907259034464671,0.782896934105413,0.0,0.0002844506508149,,0.4433399999999999,0.0,,23.86999999999999
