time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
20.0,13.4,1.3,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.96447,19.0,24.0,1161.191388888889,4180289.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2663.0,3.86,24.0,3.86,61.0,0.0,1161.19138888889,0.0,62.5,29.5,29.5,10.0,55.0,21.5,19.5,13.5,21.5,31.0,20.0,20.0,0.0,9.970000000000027,88.0,19.5,13.83,745.6,35.93,14.033,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.96447,,0.0,25.959999999999972
21.0,13.4,1.3,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.96447,19.0,24.0,1161.191388888889,4180289.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2663.0,3.86,24.0,3.86,61.0,0.0,1161.19138888889,0.0,62.5,29.5,29.5,10.0,55.0,21.5,19.5,13.5,21.5,31.0,20.0,20.0,0.0,9.78000000000003,88.0,19.5,13.832,745.6,35.67,14.033,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.96447,,0.0,25.889999999999972
22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.590000000000032,88.0,19.5,13.834,745.6,35.58,14.032,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.989999999999966
23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.400000000000034,88.0,19.5,13.835,745.6,35.51,14.033,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.109999999999964
24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25,88.0,19.5,13.837,745.6,35.1,14.033,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.85
25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.079999999999984,88.0,19.5,13.835,745.6,35.82,14.033,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.740000000000016
26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.949999999999989,88.0,19.5,13.837,744.4000000000001,34.79,14.033,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.84000000000001
27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.670000000000016,88.0,19.5,13.822,745.6,34.29,14.009,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.619999999999983
28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53000000000003,88.0,19.5,13.823,745.6,34.37,14.015,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.839999999999968
29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.379999999999995,88.0,19.5,13.824,745.6,34.27,14.014,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.890000000000008
30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,88.0,19.5,13.824,745.3000000000001,34.5,14.011,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25
31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.120000000000005,88.0,19.5,13.827,745.3000000000001,34.04,14.028,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.919999999999995
32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9599999999999795,88.0,19.5,13.826,745.6,33.69,14.008,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.730000000000018
33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8700000000000045,88.0,19.5,13.827,745.6,33.9,14.016,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.029999999999994
34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.829999999999984,88.0,19.5,13.843,745.6,30.95,14.022,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.120000000000015
35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.699999999999989,88.0,19.5,13.842,745.6,30.7,14.013,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00000000000001
36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.550000000000011,88.0,19.5,13.844,745.6,30.36,14.014,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.809999999999988
37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4599999999999795,88.0,19.5,13.846,745.6,30.45,14.022,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.99000000000002
38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.069999999999993,88.0,19.5,13.829,745.6,29.88,13.989,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.810000000000006
39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.160000000000025,88.0,19.5,13.83,745.6,30.36,13.997,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.199999999999974
40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.079999999999984,88.0,19.5,13.831,745.6,30.06,13.996,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.980000000000015
41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.060000000000002,88.0,19.5,13.831,745.6,30.48,13.996,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.419999999999998
42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.060000000000002,88.0,19.5,13.831,745.6,30.48,13.996,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.419999999999998
43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.810000000000002,88.0,19.5,13.816,745.6,29.99,13.989,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.179999999999996
44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.259999999999991,88.0,19.5,13.786,745.6,50.0,14.012,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.74000000000001
45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78000000000003,88.0,19.5,13.817,745.6,36.17,14.01,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.389999999999972
46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.449999999999989,88.0,19.5,13.819,745.8000000000001,35.64,14.011,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.190000000000012
47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3799999999999955,88.0,19.5,13.822,745.6,35.19,14.021,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.810000000000002
48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.269999999999982,88.0,19.5,13.82,745.5,35.08,14.014,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.810000000000016
49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.199999999999989,88.0,19.5,13.822,745.6,34.89,14.017,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.690000000000012
50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.100000000000023,88.0,19.5,13.821,745.6,34.9,14.014,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.799999999999976
51.0,13.3,0.7,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.51933,19.0,24.0,1161.2005555555556,4180322.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2535.0,3.86,10.0,3.86,64.0,0.0,1161.20055555556,0.0,62.5,28.0,28.0,7.5,55.0,20.5,19.5,14.0,20.5,25.0,20.0,20.0,0.0,6.100000000000023,88.0,19.5,13.821,745.6,34.9,14.014,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.51933,,0.0,28.799999999999976
52.0,13.3,0.7,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.51933,19.0,24.0,1161.2005555555556,4180322.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2535.0,3.86,10.0,3.86,64.0,0.0,1161.20055555556,0.0,62.5,28.0,28.0,7.5,55.0,20.5,19.5,14.0,20.5,25.0,20.0,20.0,0.0,6.0400000000000205,88.0,19.5,13.823,745.6,34.87,14.018,22.0,-1.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.7715249,0.0,,,,,0.0,0.51933,,0.0,28.829999999999977
53.0,13.3,0.7,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.51933,19.0,24.0,1161.2005555555556,4180322.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2535.0,3.86,10.0,3.86,64.0,0.0,1161.20055555556,0.0,62.5,28.0,28.0,7.5,55.0,20.5,19.5,14.0,20.5,25.0,20.0,20.0,0.0,6.0400000000000205,88.0,19.5,13.823,745.6,34.87,14.018,22.0,-1.6,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.443,0.0,13.7715249,0.0,,0.0,,,0.0,0.51933,0.0,0.0,28.829999999999977
54.0,13.3,0.6,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.44514,19.0,24.0,1161.201111111111,4180324.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2633.0,3.86,24.0,3.86,2.0,0.0,1161.20111111111,0.0,62.5,28.0,28.0,8.0,55.0,20.5,19.5,14.5,20.5,25.0,20.0,20.0,0.0,5.840000000000032,88.0,19.5,13.825,745.5,34.93,14.02,22.0,-1.5,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.443,0.0,13.7715249,0.0,,0.0,0.0,0.0,0.0,0.51933,0.0,0.0,29.089999999999968
55.0,13.3,0.6,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.44514,19.0,24.0,1161.201111111111,4180324.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2633.0,3.86,24.0,3.86,2.0,0.0,1161.20111111111,0.0,62.5,28.0,28.0,8.0,55.0,20.5,19.5,14.5,20.5,25.0,20.0,20.0,0.0,5.840000000000032,88.0,19.5,13.825,745.5,34.93,14.02,22.0,-1.5,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.443,0.0,13.7803143,0.0,,0.0,0.0,0.0,0.0,0.51933,0.0,0.0,29.089999999999968
56.0,13.3,0.6,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.44514,19.0,24.0,1161.2019444444445,4180327.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2633.0,3.86,24.0,3.86,77.0,0.0,1161.20194444444,0.0,62.5,28.0,28.0,8.0,55.0,20.5,19.5,14.5,20.5,25.0,20.0,20.0,0.0,5.840000000000032,88.0,19.5,13.825,745.5,34.93,14.02,22.0,-1.5,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.443,0.0,13.7803143,0.0,0.0,0.0,0.0,0.0,0.0,0.44514,0.0,0.0,29.089999999999968
57.0,13.3,0.6,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.44514,19.0,24.0,1161.2019444444445,4180327.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2633.0,3.86,24.0,3.86,77.0,0.0,1161.20194444444,0.0,62.5,28.0,28.0,8.0,55.0,20.5,19.5,14.5,20.5,25.0,20.0,20.0,0.0,5.670000000000016,88.0,19.5,13.826,745.4000000000001,34.73,14.015,22.0,-1.4,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.443,0.0,13.7803143,0.0,0.0,0.0,0.0,0.0,0.0,0.44514,0.0,0.0,29.05999999999998
58.0,13.3,0.6,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.44514,19.0,24.0,1161.2025,4180329.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2633.0,3.86,11.0,3.86,61.0,0.0,1161.2025,0.0,62.5,28.0,28.0,8.0,55.0,20.5,19.5,14.5,20.5,25.0,20.0,20.0,0.0,5.670000000000016,88.0,19.5,13.826,745.4000000000001,34.73,14.015,22.0,-1.4,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.444,0.0,13.7803143,0.0,0.0,0.0,0.0,0.0,0.0,0.44514,0.0,0.0,29.05999999999998
59.0,13.3,0.6,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.44514,19.0,24.0,1161.2025,4180329.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2633.0,3.86,11.0,3.86,61.0,0.0,1161.2025,0.0,62.5,28.5,28.5,8.5,55.0,20.5,19.5,15.0,20.5,25.0,20.0,20.0,0.0,5.610000000000014,88.0,19.5,13.827,745.6,34.03,14.025,22.0,-1.5,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.444,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.44514,0.0,0.0,28.419999999999987
60.0,13.3,0.6,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.44514,19.0,24.0,1161.2025,4180329.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2633.0,3.86,11.0,3.86,61.0,0.0,1161.2025,0.0,62.5,28.5,28.5,8.5,55.0,20.5,19.5,15.0,20.5,25.0,20.0,20.0,0.0,5.610000000000014,88.0,19.5,13.827,745.6,34.03,14.025,22.0,-1.5,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.443,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.44514,0.0,0.0,28.419999999999987
61.0,13.3,0.5,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.37095,19.0,24.0,1161.2030555555557,4180331.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2633.0,3.86,24.0,3.86,74.0,0.0,1161.20305555556,0.0,62.5,28.5,28.5,8.5,55.0,20.5,19.5,15.0,20.5,25.0,20.0,20.0,0.0,5.560000000000002,88.0,19.5,13.828,745.6,34.01,14.013,22.0,-1.5,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.443,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.44514,0.0,0.0,28.449999999999996
62.0,13.3,0.5,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.37095,19.0,24.0,1161.2030555555557,4180331.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2633.0,3.86,24.0,3.86,74.0,0.0,1161.20305555556,0.0,62.5,28.5,28.5,8.5,55.0,20.5,19.5,15.0,20.5,25.0,20.0,20.0,0.0,5.560000000000002,88.0,19.5,13.828,745.6,34.01,14.013,22.0,-1.5,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.443,0.0,13.7803143,0.0,0.0,0.0,0.0,0.0,0.0,0.44514,0.0,0.0,28.449999999999996
63.0,13.3,0.6,741.9,0.0,0.0,0.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,0.44514,19.0,24.0,1161.203888888889,4180334.0,0.0,0.0,5.15208333333333,4.12166666666667,3.8640625,19.0,1735.3,1692.8,1295.5,1224.0,0.0,0.0,0.0,0.0,741.0,2633.0,3.86,12.0,3.86,181.0,0.0,1161.20388888889,0.0,62.5,28.5,28.5,9.0,55.0,20.5,19.5,15.5,20.5,25.0,20.0,20.0,0.0,5.560000000000002,88.0,19.5,13.828,745.6,34.01,14.013,22.0,-1.5,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,741.9000000000001,4.443,0.0,13.7803143,0.0,0.0,0.0,0.0,0.0,0.0,0.44514,0.0,0.0,28.449999999999996
