time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,443.0,3540.0,0.0,24.0,1.0,0.0,825.6,0.0,0.0,0.7,12.0,0.0,45.0,0.0,24.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,707.7,4.435,,,,,0.0,,,,,,0.0,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,24.0,1.0,0.0,825.6,0.0,0.0,0.7,12.0,0.0,45.0,0.0,24.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,707.7,4.435,0.0,14.6397223,0.0,,0.0,,,,,,0.0,,
2.0,14.2,1.1,707.7,0.0,0.0,0.0,20.0,23.0,24.0,21.0,22.0,24.0,22.0,23.0,22.0,0.77847,24.0,28.0,8836.55083333333,31811583.0,0.0,0.0,4.91458333333333,3.93166666666667,3.6859375,24.0,13835.5,13659.0,10134.8,9822.3,0.0,21.0,1.0,0.0,707.0,2000.0,3.68,63.0,3.68,169.0,0.0,8836.55083333333,0.0,50.0,,,,,,,,,,,,,25.22,87.0,26.5,14.623,710.7,47.49,14.895,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.9,28.0,27.0,-3.3,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,24.0,1.0,0.0,825.6,0.0,0.0,0.7,12.0,0.0,45.0,0.0,24.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,707.7,4.435,0.0,14.6397223,0.0,,0.0,,,,,0.77847,0.0,,22.270000000000003
3.0,14.2,1.1,707.7,0.0,0.0,0.0,20.0,23.0,24.0,21.0,22.0,24.0,22.0,23.0,22.0,0.77847,24.0,28.0,8836.55083333333,31811583.0,0.0,0.0,4.91458333333333,3.93166666666667,3.6859375,24.0,13835.5,13659.0,10134.8,9822.3,0.0,21.0,1.0,0.0,707.0,2000.0,3.68,63.0,3.68,169.0,0.0,8836.55083333333,0.0,50.0,,,,,,,,,,,,,25.22,87.0,26.5,14.623,710.7,47.49,14.895,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.9,28.0,27.0,-2.9,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,24.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,24.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,707.5,4.434,0.0,14.6397223,0.0,,0.0,,,,,0.77847,0.0,,22.270000000000003
4.0,14.2,2.9,707.4,0.0,0.0,0.0,20.0,23.0,24.0,21.0,22.0,24.0,22.0,23.0,22.0,2.05146,24.0,28.0,8836.55166666667,31811586.0,0.0,0.0,4.9125,3.93,3.684375,24.0,13835.5,13659.0,10134.8,9822.3,0.0,271.0,270.0,0.0,707.0,1707.0,3.68,15.0,3.68,169.0,0.0,8836.55166666666,0.0,50.0,,,,,,,,,,,,,25.22,87.0,26.5,14.623,710.7,47.49,14.895,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.9,28.0,27.0,-2.9,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,24.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,24.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,707.5,4.434,0.0,14.6504649,2.921875,,0.0,,,,,0.77814,0.0,,22.270000000000003
5.0,14.2,2.9,707.4,0.0,0.0,0.0,20.0,23.0,24.0,21.0,22.0,24.0,22.0,23.0,22.0,2.05146,24.0,28.0,8836.55166666667,31811586.0,0.0,0.0,4.9125,3.93,3.684375,24.0,13835.5,13659.0,10134.8,9822.3,0.0,271.0,270.0,0.0,707.0,1707.0,3.68,15.0,3.68,169.0,0.0,8836.55166666666,0.0,50.0,,,,,,,,,,,,,24.86,87.0,26.5,14.622,709.7,47.21,14.895,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.5,28.0,27.0,-2.9,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,24.0,1.0,0.0,825.6,0.0,0.0,0.7,12.0,0.0,45.0,0.0,24.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,707.4,4.435,0.0,14.6504649,2.921875,,0.0,,,,,0.77814,0.0,,22.35
6.0,14.2,2.9,707.4,0.0,0.0,0.0,20.0,23.0,24.0,21.0,22.0,24.0,22.0,23.0,22.0,2.05146,24.0,28.0,8836.55166666667,31811586.0,0.0,0.0,4.9125,3.93,3.684375,24.0,13835.5,13659.0,10134.8,9822.3,0.0,271.0,270.0,0.0,707.0,1707.0,3.68,15.0,3.68,169.0,0.0,8836.55166666666,0.0,50.0,26.0,26.0,20.5,,26.0,,,26.0,23.0,19.5,19.5,,24.86,87.0,26.5,14.622,709.7,47.21,14.895,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.5,28.0,27.0,-2.9,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,24.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,24.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,707.5,4.432,0.0,14.6504649,2.921875,,0.0,,,,,0.77814,0.0,,22.35
7.0,14.2,1.8,707.6,0.0,0.0,0.0,20.0,23.0,24.0,21.0,22.0,24.0,22.0,23.0,22.0,1.27368,24.0,28.0,8836.5525,31811589.0,0.0,0.0,4.91388888888889,3.93111111111111,3.68541666666667,24.0,13835.5,13659.0,10134.8,9822.3,0.0,249.0,253.0,0.0,707.0,1707.0,3.68,64.0,3.68,122.0,0.0,8836.5525,0.0,50.0,26.0,26.0,20.5,,26.0,,,26.0,23.0,19.5,19.5,,24.86,87.0,26.5,14.622,709.7,47.21,14.895,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.5,28.0,27.0,9.6,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,24.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,24.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,707.5,4.432,0.0,14.6416755,3.4375,,0.0,,,,,2.05204,0.0,,22.35
8.0,14.2,1.8,707.6,0.0,0.0,0.0,20.0,23.0,24.0,21.0,22.0,24.0,22.0,23.0,22.0,1.27368,24.0,28.0,8836.5525,31811589.0,0.0,0.0,4.91388888888889,3.93111111111111,3.68541666666667,24.0,13835.5,13659.0,10134.8,9822.3,0.0,249.0,253.0,0.0,707.0,1707.0,3.68,64.0,3.68,122.0,0.0,8836.5525,0.0,50.0,26.0,26.0,20.5,,26.0,,,26.0,23.0,19.5,19.5,,24.21,87.0,26.5,14.622,710.0,45.51,14.895,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.5,28.0,27.0,9.6,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,24.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,24.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,707.5,4.432,0.0,14.6416755,3.4375,,0.0,,,,,2.05204,0.0,,21.299999999999997
9.0,14.2,1.8,707.6,0.0,0.0,0.0,20.0,23.0,24.0,21.0,22.0,24.0,22.0,23.0,22.0,1.27368,24.0,28.0,8836.5525,31811589.0,0.0,0.0,4.91388888888889,3.93111111111111,3.68541666666667,24.0,13835.5,13659.0,10134.8,9822.3,0.0,249.0,253.0,0.0,707.0,1707.0,3.68,64.0,3.68,122.0,0.0,8836.5525,0.0,50.0,26.0,26.0,20.5,54.0,26.0,23.0,23.5,26.0,23.0,19.5,19.5,4.0,24.21,87.0,26.5,14.622,710.0,45.51,14.895,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.5,28.0,27.0,135.6,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,24.0,1.0,0.0,825.6,0.0,0.0,0.7,12.0,0.0,45.0,0.0,24.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,707.4,4.434,0.1464825,14.6397223,4.609375,,0.0,,,3.14050624960744,31.842,2.05204,0.0,0.0004055345746946,21.299999999999997
