time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,443.0,3540.0,0.0,26.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,26.0,26.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,737.0,4.438,,,,,0.0,,,,,,0.0,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,26.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,26.0,26.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,737.0,4.438,0.0,13.7803143,0.0,,0.0,,,,,,0.0,,
2.0,13.4,0.4,736.9,0.0,0.0,0.0,24.0,23.0,25.0,24.0,25.0,25.0,24.0,24.0,24.0,0.29476,25.0,34.0,8830.23472222222,31788845.0,0.0,0.0,5.11736111111111,4.09388888888889,3.83802083333333,25.0,13832.8,13640.5,10133.0,9809.0,0.0,0.0,0.0,0.0,737.0,1708.0,3.84,15.0,3.82,171.0,0.0,8830.23472222222,0.0,64.0,,,,,,,,,,,,,0.759999999999991,86.0,27.5,13.779,740.1,14.9,13.879,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.7,29.0,30.0,-2.9,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,26.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,26.0,26.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,737.0,4.438,0.0,13.7803143,0.0,,0.0,,,,,0.29476,0.0,,14.14000000000001
3.0,13.4,0.4,736.9,0.0,0.0,0.0,24.0,23.0,25.0,24.0,25.0,25.0,24.0,24.0,24.0,0.29476,25.0,34.0,8830.23472222222,31788845.0,0.0,0.0,5.11736111111111,4.09388888888889,3.83802083333333,25.0,13832.8,13640.5,10133.0,9809.0,0.0,0.0,0.0,0.0,737.0,1708.0,3.84,15.0,3.82,171.0,0.0,8830.23472222222,0.0,64.0,,,,,,,,,,,,,0.759999999999991,86.0,27.5,13.779,740.1,14.9,13.879,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.7,29.0,30.0,-3.0,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,26.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,26.0,26.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,736.9,4.434,0.0,13.7803143,0.0,,0.0,,,,,0.29476,0.0,,14.14000000000001
4.0,13.4,0.5,736.9,0.0,0.0,0.0,24.0,23.0,25.0,24.0,25.0,25.0,24.0,24.0,24.0,0.36845,25.0,34.0,8830.23527777778,31788847.0,0.0,0.0,5.11736111111111,4.09388888888889,3.83802083333333,25.0,13832.8,13640.5,10133.0,9809.0,0.0,0.0,0.0,0.0,737.0,1708.0,3.84,15.0,3.82,80.0,0.0,8830.23527777778,0.0,64.0,,,,,,,,,,,,,0.759999999999991,86.0,27.5,13.779,740.1,14.9,13.879,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.7,29.0,30.0,-3.0,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,26.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,26.0,26.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,736.9,4.434,0.0,13.7705483,0.0,,0.0,,,,,0.29476,0.0,,14.14000000000001
5.0,13.4,0.5,736.9,0.0,0.0,0.0,24.0,23.0,25.0,24.0,25.0,25.0,24.0,24.0,24.0,0.36845,25.0,34.0,8830.23527777778,31788847.0,0.0,0.0,5.11736111111111,4.09388888888889,3.83802083333333,25.0,13832.8,13640.5,10133.0,9809.0,0.0,0.0,0.0,0.0,737.0,1708.0,3.84,15.0,3.82,80.0,0.0,8830.23527777778,0.0,64.0,,,,,,,,,,,,,0.639999999999986,86.0,27.5,13.752,740.6,23.12,13.893,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.2,29.0,30.0,-3.0,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,26.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,26.0,26.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,736.9,4.433,0.0,13.7705483,0.0,,0.0,,,,,0.29476,0.0,,22.480000000000015
6.0,13.4,0.5,736.9,0.0,0.0,0.0,24.0,23.0,25.0,24.0,25.0,25.0,24.0,24.0,24.0,0.36845,25.0,34.0,8830.23527777778,31788847.0,0.0,0.0,5.11736111111111,4.09388888888889,3.83802083333333,25.0,13832.8,13640.5,10133.0,9809.0,0.0,0.0,0.0,0.0,737.0,1708.0,3.84,15.0,3.82,80.0,0.0,8830.23527777778,0.0,64.0,26.0,26.0,24.5,70.0,25.5,25.5,26.0,25.5,26.0,23.0,23.0,0.0,0.639999999999986,86.0,27.5,13.752,740.6,23.12,13.893,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.2,29.0,30.0,-3.0,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,26.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,26.0,26.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,736.9,4.433,0.0,13.7705483,0.0,,0.0,,,0.0,,0.29476,0.0,,22.480000000000015
7.0,13.4,1.7,736.8,0.0,0.0,0.0,24.0,23.0,25.0,24.0,25.0,25.0,24.0,24.0,24.0,1.25256,25.0,34.0,8830.23611111111,31788850.0,0.0,0.0,5.11666666666667,4.09333333333333,3.8375,25.0,13832.8,13640.5,10133.0,9809.0,0.0,-101.0,-103.0,0.0,737.0,1708.0,3.84,15.0,3.82,180.0,0.0,8830.23611111111,0.0,64.0,26.0,26.0,24.5,70.0,25.5,25.5,26.0,25.5,26.0,23.0,23.0,0.0,0.639999999999986,86.0,27.5,13.752,740.6,23.12,13.893,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.2,29.0,30.0,-3.0,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,26.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,26.0,26.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,736.9,4.433,3.12496,13.8096123,0.0,,0.0,,,0.0,,0.3684,0.0,,22.480000000000015
8.0,13.4,1.7,736.8,0.0,0.0,0.0,24.0,23.0,25.0,24.0,25.0,25.0,24.0,24.0,24.0,1.25256,25.0,34.0,8830.23611111111,31788850.0,0.0,0.0,5.11666666666667,4.09333333333333,3.8375,25.0,13832.8,13640.5,10133.0,9809.0,0.0,-101.0,-103.0,0.0,737.0,1708.0,3.84,15.0,3.82,180.0,0.0,8830.23611111111,0.0,64.0,26.0,26.0,24.5,70.0,25.5,25.5,26.0,25.5,26.0,23.0,23.0,0.0,0.800000000000011,86.0,27.5,13.799,739.4,14.83,13.905,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.5,29.0,30.0,-3.0,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,26.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,26.0,26.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,736.8,4.434,3.12496,13.8096123,0.0,,0.0,,,0.0,,0.3684,0.0,,14.029999999999989
9.0,13.4,1.7,736.8,0.0,0.0,0.0,24.0,23.0,25.0,24.0,25.0,25.0,24.0,24.0,24.0,1.25256,25.0,34.0,8830.23611111111,31788850.0,0.0,0.0,5.11666666666667,4.09333333333333,3.8375,25.0,13832.8,13640.5,10133.0,9809.0,0.0,-101.0,-103.0,0.0,737.0,1708.0,3.84,15.0,3.82,180.0,0.0,8830.23611111111,0.0,64.0,26.0,26.0,24.5,70.0,25.5,25.5,26.0,25.5,26.0,23.0,23.0,0.0,0.800000000000011,86.0,27.5,13.799,739.4,14.83,13.905,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.5,29.0,30.0,-2.5,3.0,0.0,0.0,0.0,443.0,3540.0,0.0,26.0,1.0,0.0,825.6,0.0,0.0,0.6,12.0,0.0,45.0,0.0,26.0,26.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,736.8,4.434,0.0,13.8096123,-2.875,,0.0,,,0.0,,0.3684,0.0,,14.029999999999989
