time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (kW),Distance travelled (Today) (miles),Distance travelled (total) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),12V device load (A)
167.0,14.1,-9.9,730.9,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.23591,42.8,53.6,11275.96,40593456.0,0.0,0.0,5.07569444444444,4.06055555555556,3.80677083333333,24981.9,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2432.0,3.8,41.0,3.8,17.0,0.0,11275.96,0.0,60.0,106.7,43.7,49.0,88.7,96.8,71.6,37.4,0.2900000000000204,100.0,14.503,728.5,9.84,14.586,16.55,16.84,60.0,3.02,3.04,33.4,240.8,0.0,5.2,5.19,10.4,729.1,0.0,0.0,3.4,903.0,2850.0,2.0,75.2,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,730.9000000000001,1.49,0.0,14.4907908,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.284887191260645,3.252363555703609,0.0,-0.0048787602591475,-7.23591,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.5,21.999999999999996,15.0,2.999999999999999,12.5,10.999999999999998,31.000000000000007,16.0,0.0,0.0,0.0,9.54999999999998
168.0,14.1,-10.0,731.0,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.31,42.8,53.6,11275.960555555555,40593458.0,0.0,0.0,5.07638888888889,4.06111111111111,3.80729166666667,24981.9,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2432.0,3.8,49.0,3.8,17.0,0.0,11275.9605555556,0.0,60.0,105.8,43.7,49.0,88.7,96.8,71.6,37.4,0.2599999999999909,100.0,14.503,728.6,10.83,14.586,16.55,16.84,60.0,2.03,1.98,33.39,240.7,0.0,5.2,5.21,10.41,729.0,0.0,0.0,3.4,903.0,2850.0,2.0,75.2,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.0,1.489,0.0,14.4907908,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.2802219268595563,3.2477444820391645,0.0,-0.0046190736644444,-7.31,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,21.999999999999996,15.0,2.999999999999999,12.5,10.999999999999998,31.000000000000007,16.0,0.0,0.0,0.0,10.57000000000001
169.0,14.1,-10.0,731.0,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.31,42.8,53.6,11275.960555555555,40593458.0,0.0,0.0,5.07638888888889,4.06111111111111,3.80729166666667,24981.9,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2432.0,3.8,49.0,3.8,17.0,0.0,11275.9605555556,0.0,60.0,105.8,43.7,49.0,88.7,96.8,71.6,37.4,0.2599999999999909,100.0,14.503,728.6,10.83,14.586,16.55,16.84,60.0,2.03,1.98,33.39,240.7,0.0,5.2,5.21,10.41,729.0,0.0,0.0,3.4,903.0,2850.0,2.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.0,1.489,0.0,14.4815131,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.2802219268595563,3.2477444820391645,0.0,-0.0046190736644444,-7.31,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,21.999999999999996,15.0,2.999999999999999,12.5,10.999999999999998,31.000000000000007,16.0,0.0,0.0,0.0,10.57000000000001
170.0,14.1,-10.0,731.0,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.31,42.8,53.6,11275.961388888889,40593461.0,0.0,0.0,5.07638888888889,4.06111111111111,3.80729166666667,24981.9,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2432.0,3.8,97.0,3.8,17.0,0.0,11275.9613888889,0.0,60.0,105.8,43.7,49.0,88.7,96.8,71.6,37.4,0.2599999999999909,100.0,14.503,728.6,10.83,14.586,16.56,16.86,60.0,2.53,2.51,33.410000000000004,240.9,0.0,5.2,5.18,10.38,729.7,0.0,0.0,3.4,903.0,2850.0,2.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.0,1.49,0.0,14.4815131,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.2753843614130784,3.2429548132802757,0.0,-0.0047896687588888,-7.31,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,21.999999999999996,15.0,2.999999999999999,12.5,10.999999999999998,31.000000000000007,16.0,0.0,0.0,0.0,10.57000000000001
171.0,14.1,-10.0,731.0,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.31,42.8,53.6,11275.961388888889,40593461.0,0.0,0.0,5.07638888888889,4.06111111111111,3.80729166666667,24981.9,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2432.0,3.8,97.0,3.8,17.0,0.0,11275.9613888889,0.0,60.0,105.8,43.7,49.0,88.7,96.8,71.6,37.4,0.3500000000000227,100.0,14.501,729.7,10.9,14.582,16.56,16.86,60.0,2.53,2.51,33.410000000000004,240.9,0.0,5.2,5.18,10.38,729.7,0.0,0.0,3.4,903.0,2850.0,2.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.0,1.49,0.0,14.4815131,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.2753843614130784,3.2429548132802757,0.0,-0.0047896687588888,-7.31,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,21.999999999999996,15.0,2.999999999999999,12.5,10.999999999999998,31.000000000000007,16.0,0.0,0.0,0.0,10.549999999999978
172.0,14.1,-10.0,731.0,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.31,42.8,53.6,11275.961388888889,40593461.0,0.0,0.0,5.07638888888889,4.06111111111111,3.80729166666667,24981.9,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2432.0,3.8,97.0,3.8,17.0,0.0,11275.9613888889,0.0,60.0,105.8,43.7,49.0,88.7,96.8,71.6,37.4,0.3500000000000227,100.0,14.501,729.7,10.9,14.582,16.53,16.84,60.0,2.9,2.9,33.37,240.7,0.0,5.2,5.2,10.41,729.4000000000001,0.0,0.0,3.4,903.0,2850.0,2.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.1,1.489,0.0,14.4907908,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.2753843614130784,3.2429548132802757,0.0,-0.0047896687588888,-7.31,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,21.999999999999996,15.0,2.999999999999999,12.5,10.999999999999998,31.000000000000007,16.0,0.0,0.0,0.0,10.549999999999978
173.0,14.1,-10.0,731.1,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.311,42.8,57.2,11275.961944444443,40593463.0,0.0,0.0,5.07708333333333,4.06166666666667,3.8078125,24981.9,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2434.0,3.8,49.0,3.8,17.0,0.0,11275.9619444444,0.0,60.0,105.8,43.7,49.0,88.7,96.8,71.6,37.4,0.2800000000000295,100.0,14.5,728.5,7.36,14.585,16.53,16.84,60.0,2.9,2.9,33.37,240.7,0.0,5.2,5.2,10.41,729.4000000000001,0.0,0.0,3.4,903.0,2850.0,2.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.1,1.489,0.0,14.4907908,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.2707048008719095,3.2383215850216924,0.0,-0.0046332282585833,-7.311,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,21.999999999999996,15.0,2.999999999999999,12.5,10.999999999999998,31.000000000000007,16.0,0.0,0.0,0.0,7.079999999999971
174.0,14.1,-10.0,731.1,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.311,42.8,57.2,11275.961944444443,40593463.0,0.0,0.0,5.07708333333333,4.06166666666667,3.8078125,24981.9,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2434.0,3.8,49.0,3.8,17.0,0.0,11275.9619444444,0.0,60.0,105.8,,,,,,,0.2800000000000295,100.0,14.5,728.5,7.36,14.585,16.53,16.84,60.0,2.9,2.9,33.37,240.7,0.0,5.2,5.2,10.41,729.4000000000001,0.0,0.0,3.4,903.0,2850.0,2.0,77.0,1.0,37.0,825.6,0.0,56.6,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.1,1.489,0.0,14.4907908,,0.0,,,,3.2707048008719095,3.2383215850216924,0.0,-0.0046332282585833,-7.311,0.0,,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,,15.0,,12.5,10.999999999999998,31.000000000000007,16.0,0.0,,,7.079999999999971
175.0,14.1,-10.0,731.1,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.311,42.8,57.2,11275.9625,40593465.0,0.0,0.0,5.07708333333333,4.06166666666667,3.8078125,24981.9,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2434.0,3.8,133.0,3.8,17.0,0.0,11275.9625,0.0,60.0,105.8,,,,,,,0.3899999999999863,100.0,14.501,729.0,7.97,14.583,16.54,16.85,60.0,2.2,2.19,33.39,240.8,0.0,5.19,5.21,10.39,729.2,0.0,0.0,3.4,903.0,2850.0,2.0,77.0,1.0,37.0,825.6,0.0,56.6,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.1,1.489,0.0,14.4907908,,0.0,,,,3.2660358145813744,3.2336988263181925,0.0,-0.0046227587035,-7.311,0.0,,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,,15.0,,12.5,10.999999999999998,31.000000000000007,17.0,0.0,,,7.580000000000013
176.0,14.1,-10.0,731.1,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.311,42.8,57.2,11275.9625,40593465.0,0.0,0.0,5.07708333333333,4.06166666666667,3.8078125,24981.9,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2434.0,3.8,133.0,3.8,17.0,0.0,11275.9625,0.0,60.0,105.8,,,,,,,0.3899999999999863,100.0,14.501,729.0,7.97,14.583,16.54,16.85,60.0,2.2,2.19,33.39,240.8,0.0,5.19,5.21,10.39,729.2,0.0,0.0,3.4,903.0,2850.0,2.0,77.0,1.0,37.0,825.6,0.0,56.6,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.1,1.489,0.0,14.4907908,,0.0,,,,3.2660358145813744,3.2336988263181925,0.0,-0.0046227587035,-7.311,0.0,,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,,15.0,,12.5,10.999999999999998,31.000000000000007,17.0,0.0,,,7.580000000000013
177.0,14.1,-10.0,731.1,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.311,42.8,57.2,11275.963333333331,40593468.0,0.0,0.0,5.07708333333333,4.06166666666667,3.8078125,24982.0,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2434.0,3.8,97.0,3.8,17.0,0.0,11275.9633333333,0.0,60.0,105.8,,,,,,,0.3899999999999863,100.0,14.501,729.0,7.97,14.583,16.54,16.85,60.0,2.93,2.91,33.39,240.6,0.0,5.2,5.21,10.41,729.1,0.0,0.0,3.4,903.0,2850.0,2.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.1,1.491,0.0,14.4907908,,0.0,,,,3.2611181128006503,3.2288298146541092,0.0,-0.0048690116640833,-7.311,0.0,,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,,15.0,,12.5,10.999999999999998,31.000000000000007,17.0,0.0,,,7.580000000000013
178.0,14.1,-10.0,731.1,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.311,42.8,57.2,11275.963333333331,40593468.0,0.0,0.0,5.07708333333333,4.06166666666667,3.8078125,24982.0,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2434.0,3.8,97.0,3.8,17.0,0.0,11275.9633333333,0.0,60.0,105.8,,,,,,,0.2800000000000295,100.0,14.5,728.9000000000001,11.44,14.587,16.54,16.85,60.0,2.93,2.91,33.39,240.6,0.0,5.2,5.21,10.41,729.1,0.0,0.0,3.4,903.0,2850.0,2.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.1,1.491,0.0,14.4907908,,0.0,,,,3.2611181128006503,3.2288298146541092,0.0,-0.0048690116640833,-7.311,0.0,,2.999999999999999,10.0,7.000000000000001,5.999999999999998,41.0,,15.0,,12.5,10.999999999999998,31.000000000000007,17.0,0.0,,,11.15999999999997
179.0,14.1,-10.0,731.1,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.311,42.8,57.2,11275.963333333331,40593468.0,0.0,0.0,5.07708333333333,4.06166666666667,3.8078125,24982.0,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2434.0,3.8,97.0,3.8,17.0,0.0,11275.9633333333,0.0,60.0,,,,,,,,0.2800000000000295,100.0,14.5,728.9000000000001,11.44,14.587,16.54,16.85,60.0,2.93,2.91,33.39,240.6,0.0,5.2,5.21,10.41,729.1,0.0,0.0,3.4,903.0,2850.0,3.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.2,1.49,0.0,14.4907908,,0.0,,,,3.2611181128006503,3.2288298146541092,,-0.0048690116640833,-7.311,0.0,,2.999999999999999,10.0,7.000000000000001,5.999999999999998,,,,,12.5,10.999999999999998,31.000000000000007,17.0,0.0,,,11.15999999999997
180.0,14.1,-10.0,731.2,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.312,42.8,57.2,11275.96388888889,40593470.0,0.0,0.0,5.07777777777778,4.06222222222222,3.80833333333333,24982.0,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,732.0,2434.0,3.8,49.0,3.8,17.0,0.0,11275.9638888889,0.0,60.0,104.9,43.7,49.0,87.80000000000001,96.8,71.6,37.4,0.2800000000000295,100.0,14.5,728.9000000000001,11.44,14.587,16.53,16.84,60.0,2.31,2.33,33.37,240.7,0.0,5.19,5.21,10.4,730.1,0.0,0.0,3.4,903.0,2850.0,3.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.2,1.49,0.0,14.4907908,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.2561647788587793,3.2239255236225537,,-0.0049042910315555,-7.312,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,40.5,21.999999999999996,15.0,2.999999999999999,12.5,10.999999999999998,31.000000000000007,17.0,0.0,0.0,0.0,11.15999999999997
181.0,14.1,-10.0,731.2,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.312,42.8,57.2,11275.96388888889,40593470.0,0.0,0.0,5.07777777777778,4.06222222222222,3.80833333333333,24982.0,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,732.0,2434.0,3.8,49.0,3.8,17.0,0.0,11275.9638888889,0.0,60.0,104.9,43.7,49.0,87.80000000000001,96.8,71.6,37.4,0.2800000000000295,100.0,14.5,728.9000000000001,11.44,14.587,16.54,16.84,60.0,2.46,2.47,33.38,240.9,0.0,5.2,5.19,10.39,729.6,0.0,0.0,3.4,903.0,2850.0,3.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.2,1.49,0.0,14.4907908,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.2561647788587793,3.2239255236225537,,-0.0049042910315555,-7.312,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,40.5,21.999999999999996,15.0,2.999999999999999,12.5,10.999999999999998,31.000000000000007,17.0,0.0,0.0,0.0,11.15999999999997
182.0,14.1,-10.0,731.2,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.312,42.8,57.2,11275.964444444444,40593472.0,0.0,0.0,5.07777777777778,4.06222222222222,3.80833333333333,24982.0,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2435.0,3.8,49.0,3.8,17.0,0.0,11275.9644444444,0.0,60.0,104.9,43.7,49.0,87.80000000000001,95.9,71.6,37.4,0.2800000000000295,100.0,14.5,728.9000000000001,11.44,14.587,16.54,16.84,60.0,2.46,2.47,33.38,240.9,0.0,5.2,5.19,10.39,729.6,0.0,0.0,3.4,903.0,2850.0,3.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.2,1.49,0.0,14.4907908,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.2522745204272328,3.2200737826012205,0.0,-0.0038517410213333,-7.312,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,40.5,21.999999999999996,15.0,2.999999999999999,12.5,10.999999999999998,31.000000000000007,17.0,0.0,0.0,0.0,11.15999999999997
183.0,14.1,-10.0,731.2,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.312,42.8,57.2,11275.964444444444,40593472.0,0.0,0.0,5.07777777777778,4.06222222222222,3.80833333333333,24982.0,24728.8,18414.1,17834.5,0.0,0.0,0.0,0.0,731.0,2435.0,3.8,49.0,3.8,17.0,0.0,11275.9644444444,0.0,60.0,104.9,43.7,49.0,87.80000000000001,95.9,71.6,37.4,,,,,,,16.55,16.87,60.0,2.9,2.85,33.42,240.9,0.0,5.2,5.21,10.41,729.3000000000001,0.0,0.0,3.4,903.0,2850.0,3.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.2,1.49,0.0,14.4907908,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.2522745204272328,3.2200737826012205,0.0,-0.0038517410213333,-7.312,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,40.5,21.999999999999996,15.0,2.999999999999999,,,32.0,17.0,0.0,0.0,0.0,
184.0,14.1,-10.0,731.2,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.312,42.8,57.2,11275.965,40593474.0,0.0,0.0,5.07777777777778,4.06222222222222,3.80833333333333,24982.0,24728.8,18414.2,17834.5,0.0,0.0,0.0,0.0,732.0,2435.0,3.8,49.0,3.8,17.0,0.0,11275.965,0.0,60.0,104.9,43.7,49.0,87.80000000000001,95.9,71.6,37.4,,,,,,,16.55,16.87,60.0,2.9,2.85,33.42,240.9,0.0,5.2,5.21,10.41,729.3000000000001,0.0,0.0,3.4,903.0,2850.0,3.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.2,1.49,0.0,14.4907908,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.248359884329993,3.2161979052772205,0.0,-0.003875877324,-7.312,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,40.5,21.999999999999996,15.0,2.999999999999999,,,32.0,17.0,0.0,0.0,0.0,
185.0,14.1,-10.0,731.2,0.0,0.0,0.0,23.0,44.6,48.2,46.4,48.2,46.4,-7.312,42.8,57.2,11275.965,40593474.0,0.0,0.0,5.07777777777778,4.06222222222222,3.80833333333333,24982.0,24728.8,18414.2,17834.5,0.0,0.0,0.0,0.0,732.0,2435.0,3.8,49.0,3.8,17.0,0.0,11275.965,0.0,60.0,104.9,43.7,49.0,87.80000000000001,95.9,71.6,37.4,,,,,,,16.55,16.87,60.0,2.9,2.85,33.42,240.9,0.0,5.2,5.21,10.41,729.3000000000001,0.0,0.0,3.4,903.0,2850.0,3.0,77.0,1.0,37.0,825.6,0.0,56.7,5.800000000000001,13.0,0.0,41.0,0.0,51.8,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,731.3000000000001,1.49,0.0,14.4907908,0.0,0.0,10.40552299570508,53.62829451006123,10.40552299570508,3.248359884329993,3.2161979052772205,0.0,-0.003875877324,-7.312,0.0,0.0,2.999999999999999,10.0,7.000000000000001,5.999999999999998,40.5,21.999999999999996,15.0,2.999999999999999,,,32.0,17.0,0.0,0.0,0.0,
