time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (kW),Distance travelled (Today) (miles),Distance travelled (total) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (mi/kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),12V device load (A)
0.0,,,,0.0,,,23.0,,,,,,,46.4,39.2,,,,,,,,,,,,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
1.0,13.6,2.5,752.1,0.0,0.0,0.0,23.0,44.6,44.6,46.4,44.6,46.4,1.88025,46.4,39.2,11251.185,40504266.0,0.0,0.0,5.22291666666667,4.17833333333333,3.9171875,24920.7,24656.7,18369.1,17782.7,1080.0,0.0,0.0,0.0,754.0,2395.0,3.9,20.0,3.9,17.0,0.0,11251.185,0.0,73.0,92.3,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88025,,,9.000000000000002,8.0,7.000000000000001,8.0,33.5,,41.0,,,,,,,,,
2.0,13.6,2.5,752.1,0.0,0.0,0.0,23.0,44.6,44.6,46.4,44.6,46.4,1.88025,46.4,39.2,11251.185,40504266.0,0.0,0.0,5.22291666666667,4.17833333333333,3.9171875,24920.7,24656.7,18369.1,17782.7,1080.0,0.0,0.0,0.0,754.0,2395.0,3.9,20.0,3.9,17.0,0.0,11251.185,0.0,73.0,92.3,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,3.0,0.0,0.0,0.0,900.0,2846.0,0.0,55.400000000000006,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,752.1,4.44,,,,0.0,,,,,,,,,1.88025,0.0,,9.000000000000002,8.0,7.000000000000001,8.0,33.5,,41.0,,,,,,,,,
3.0,13.6,2.0,752.1,0.0,0.0,0.0,23.0,44.6,44.6,46.4,44.6,46.4,1.5042,46.4,39.2,11251.185555555556,40504268.0,0.0,0.0,5.22291666666667,4.17833333333333,3.9171875,24920.7,24656.7,18369.1,17782.7,1080.0,0.0,0.0,0.0,754.0,2395.0,3.9,16.0,3.9,17.0,0.0,11251.1855555556,0.0,73.0,94.1,53.6,30.0,59.900000000000006,65.30000000000001,61.7,48.2,23.019999999999985,100.0,13.994,749.4000000000001,63.67,14.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.6,-4.0,3.0,0.0,0.0,0.0,900.0,2846.0,0.0,55.400000000000006,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,752.1,4.44,,,,0.0,,,,0.000914962228465,0.0009059031965,,0.0009059031965,,1.5042,0.0,,9.000000000000002,8.0,7.000000000000001,8.0,34.5,16.5,42.0,9.000000000000002,10.500000000000004,16.0,9.000000000000002,8.0,,0.0,,40.65000000000002
4.0,13.6,2.0,752.1,0.0,0.0,0.0,23.0,44.6,44.6,46.4,44.6,46.4,1.5042,46.4,39.2,11251.185555555556,40504268.0,0.0,0.0,5.22291666666667,4.17833333333333,3.9171875,24920.7,24656.7,18369.1,17782.7,1080.0,0.0,0.0,0.0,754.0,2395.0,3.9,16.0,3.9,17.0,0.0,11251.1855555556,0.0,73.0,94.1,53.6,30.0,59.900000000000006,65.30000000000001,61.7,48.2,23.019999999999985,100.0,13.994,749.4000000000001,63.67,14.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.6,-3.6,3.0,0.0,0.0,0.0,900.0,2846.0,0.0,55.400000000000006,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,752.1,4.44,,,,0.0,,,,0.000914962228465,0.0009059031965,,0.0009059031965,,1.5042,0.0,,9.000000000000002,8.0,7.000000000000001,8.0,34.5,16.5,42.0,9.000000000000002,10.500000000000004,16.0,9.000000000000002,8.0,,0.0,,40.65000000000002
5.0,13.6,3.4,750.6,0.0,0.0,0.0,23.0,44.6,44.6,46.4,44.6,46.4,2.55204,46.4,39.2,11251.18638888889,40504271.0,0.0,0.0,5.2125,4.17,3.909375,24920.7,24656.7,18369.1,17782.7,1080.0,0.0,0.0,0.0,754.0,2395.0,3.9,16.0,3.9,17.0,0.0,11251.1863888889,0.0,73.0,95.0,53.6,30.0,60.8,65.30000000000001,61.7,48.2,23.019999999999985,100.0,13.994,749.4000000000001,63.67,14.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.5,-3.6,3.0,0.0,0.0,0.0,900.0,2846.0,0.0,55.400000000000006,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,752.1,4.44,,,0.0,0.0,0.0,20.55642174699753,20.38883917919351,0.0025165296694006,0.00249161353406,,0.0015857103375599,,2.55204,0.0,,9.000000000000002,8.0,7.000000000000001,8.0,35.0,16.5,43.0,9.000000000000002,10.500000000000004,16.0,9.000000000000002,8.0,,0.0,0.0,40.65000000000002
6.0,13.6,3.4,750.6,0.0,0.0,0.0,23.0,44.6,44.6,46.4,44.6,46.4,2.55204,46.4,39.2,11251.18638888889,40504271.0,0.0,0.0,5.2125,4.17,3.909375,24920.7,24656.7,18369.1,17782.7,1080.0,0.0,0.0,0.0,754.0,2395.0,3.9,16.0,3.9,17.0,0.0,11251.1863888889,0.0,73.0,95.0,53.6,30.0,60.8,65.30000000000001,61.7,48.2,22.829999999999984,100.0,13.994,749.1,64.08,14.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.5,-3.4000000000000004,3.0,0.0,0.0,0.0,900.0,2846.0,0.0,55.400000000000006,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,752.1,4.44,,,0.0,0.0,0.0,20.55642174699753,20.38883917919351,0.0025165296694006,0.00249161353406,,0.0015857103375599,,2.55204,0.0,,9.000000000000002,8.0,7.000000000000001,8.0,35.0,16.5,43.0,9.000000000000002,10.500000000000004,16.0,9.000000000000002,8.0,,0.0,0.0,41.250000000000014
7.0,13.6,3.4,752.1,0.0,0.0,0.0,23.0,44.6,44.6,46.4,44.6,46.4,2.55714,46.4,39.2,11251.186944444444,40504273.0,0.0,0.0,5.22291666666667,4.17833333333333,3.9171875,24920.7,24656.7,18369.1,17782.7,1080.0,0.0,0.0,0.0,752.0,2395.0,3.9,16.0,3.9,17.0,0.0,11251.1869444444,0.0,73.0,95.0,53.6,30.0,60.8,65.30000000000001,61.7,48.2,22.829999999999984,100.0,13.994,749.1,64.08,14.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.9000000000001,-3.4000000000000004,3.0,0.0,0.0,0.0,900.0,2846.0,0.0,55.400000000000006,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,752.1,4.435,,,0.0,0.0,0.0,20.55642174699753,20.38883917919351,0.0040847607840025,0.0040443176079233,0.0,0.0015527040738633,,2.55714,0.0,,9.000000000000002,8.0,7.000000000000001,8.0,35.0,16.5,43.0,9.000000000000002,10.500000000000004,16.0,9.000000000000002,8.0,,0.0,0.0,41.250000000000014
8.0,13.6,3.4,752.1,0.0,0.0,0.0,23.0,44.6,44.6,46.4,44.6,46.4,2.55714,46.4,39.2,11251.186944444444,40504273.0,0.0,0.0,5.22291666666667,4.17833333333333,3.9171875,24920.7,24656.7,18369.1,17782.7,1080.0,0.0,0.0,0.0,752.0,2395.0,3.9,16.0,3.9,17.0,0.0,11251.1869444444,0.0,73.0,95.0,53.6,30.0,60.8,65.30000000000001,61.7,48.2,22.55000000000001,100.0,13.993,749.9000000000001,64.61,14.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.9000000000001,-3.6,3.0,0.0,0.0,0.0,900.0,2846.0,0.0,55.400000000000006,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,752.1,4.435,0.0,14.0015142,0.0,0.0,0.0,20.55642174699753,20.38883917919351,0.0040847607840025,0.0040443176079233,0.0,0.0015527040738633,,2.55714,0.0,,9.000000000000002,8.0,7.000000000000001,8.0,35.0,16.5,43.0,9.000000000000002,10.500000000000004,16.0,9.000000000000002,8.0,0.0,0.0,0.0,42.05999999999999
9.0,13.6,3.6,752.1,0.0,0.0,0.0,23.0,44.6,44.6,46.4,44.6,46.4,2.70756,46.4,39.2,11251.1875,40504275.0,0.0,0.0,5.22291666666667,4.17833333333333,3.9171875,24920.7,24656.7,18369.1,17782.7,1080.0,0.0,0.0,0.0,754.0,2388.0,3.9,20.0,3.9,17.0,0.0,11251.1875,0.0,73.0,95.0,53.6,30.0,60.8,65.30000000000001,61.7,48.2,22.55000000000001,100.0,13.993,749.9000000000001,64.61,14.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,-3.6,3.0,0.0,0.0,0.0,900.0,2846.0,0.0,55.400000000000006,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,53.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,751.9000000000001,4.44,0.0,14.0015142,0.0,0.0,0.0,20.55642174699753,20.38883917919351,0.0056765958129433,0.0056203918940033,0.0,0.0015760742860799,,2.70756,0.0,,9.000000000000002,8.0,7.000000000000001,8.0,35.0,16.5,43.0,9.000000000000002,10.500000000000004,16.0,9.000000000000002,8.0,0.0,0.0,0.0,42.05999999999999
