time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (kW),Distance travelled (Today) (miles),Distance travelled (total) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (mi/kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),12V device load (A)
0.0,,,,0.0,,,23.0,,,,,,,48.2,53.6,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.000000000000002,,,,,,,,,,,,
1.0,13.1,1.4,716.1,0.0,0.0,0.0,23.0,46.4,46.4,46.4,44.6,46.4,1.00254,48.2,53.6,11221.797777777778,40398472.0,0.0,0.0,4.97291666666667,3.97833333333333,3.7296875,24841.7,24597.2,18311.4,17740.9,0.0,0.0,0.0,0.0,716.0,2228.0,3.72,1.0,3.72,17.0,0.0,11221.7977777778,0.0,56.0,,50.900000000000006,33.0,59.900000000000006,70.7,67.1,48.2,16.75999999999999,87.0,13.482,712.5,49.43,13.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00254,,,9.000000000000002,9.000000000000002,7.000000000000001,9.000000000000002,,19.499999999999996,,9.000000000000002,16.0,23.000000000000004,,,,0.0,,32.67000000000001
2.0,13.1,1.4,716.1,0.0,0.0,0.0,23.0,46.4,46.4,46.4,44.6,46.4,1.00254,48.2,53.6,11221.797777777778,40398472.0,0.0,0.0,4.97291666666667,3.97833333333333,3.7296875,24841.7,24597.2,18311.4,17740.9,0.0,0.0,0.0,0.0,716.0,2228.0,3.72,1.0,3.72,17.0,0.0,11221.7977777778,0.0,56.0,,50.900000000000006,33.0,59.900000000000006,70.7,67.1,48.2,16.75999999999999,87.0,13.482,712.5,49.43,13.744,,,,,,,,,,,,,0.0,3.0,0.0,0.0,,,,,57.2,1.0,,,0.0,,,,,,,55.400000000000006,55.400000000000006,,,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,,,,,,0.0,13.4404575,,0.0,,,,,,,,,1.00254,0.0,,9.000000000000002,9.000000000000002,7.000000000000001,9.000000000000002,,19.499999999999996,,9.000000000000002,16.0,23.000000000000004,,,0.0,0.0,,32.67000000000001
3.0,13.0,1.3,716.1,0.0,0.0,0.0,23.0,46.4,46.4,46.4,44.6,46.4,0.93093,48.2,53.6,11221.798333333334,40398474.0,0.0,0.0,4.97291666666667,3.97833333333333,3.7296875,24841.7,24597.2,18311.4,17740.9,0.0,0.0,0.0,0.0,716.0,2228.0,3.72,1.0,3.72,179.0,0.0,11221.7983333333,0.0,56.0,53.6,50.900000000000006,33.0,60.8,70.7,67.1,48.2,16.75999999999999,87.0,13.482,712.5,49.43,13.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.9000000000001,0.0,3.0,0.0,0.0,0.0,895.0,2839.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,55.400000000000006,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,716.1,4.442,0.0,13.4404575,0.0,0.0,8.148000054680665,8.315582622484689,8.148000054680665,0.000650900426568,0.0006444558678891,,0.0006444558678891,,0.93093,0.0,,9.000000000000002,9.000000000000002,7.000000000000001,9.000000000000002,12.0,19.499999999999996,18.000000000000004,9.000000000000002,16.0,23.000000000000004,16.0,17.0,0.0,0.0,0.0,32.67000000000001
4.0,13.0,1.3,716.1,0.0,0.0,0.0,23.0,46.4,46.4,46.4,44.6,46.4,0.93093,48.2,53.6,11221.798333333334,40398474.0,0.0,0.0,4.97291666666667,3.97833333333333,3.7296875,24841.7,24597.2,18311.4,17740.9,0.0,0.0,0.0,0.0,716.0,2228.0,3.72,1.0,3.72,179.0,0.0,11221.7983333333,0.0,56.0,53.6,50.900000000000006,33.0,60.8,70.7,67.1,48.2,11.840000000000032,87.0,13.422,712.4000000000001,47.52,13.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.9000000000001,0.3,3.0,0.0,0.0,0.0,895.0,2839.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,55.400000000000006,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,716.1,4.442,0.0,13.3413326,0.0,0.0,8.148000054680665,8.315582622484689,8.148000054680665,0.000650900426568,0.0006444558678891,,0.0006444558678891,,0.93093,0.0,,9.000000000000002,9.000000000000002,7.000000000000001,9.000000000000002,12.0,19.499999999999996,18.000000000000004,9.000000000000002,16.0,24.0,16.0,17.0,0.0,0.0,0.0,35.67999999999997
5.0,13.0,1.3,716.1,0.0,0.0,0.0,23.0,46.4,46.4,46.4,44.6,46.4,0.93093,48.2,53.6,11221.798333333334,40398474.0,0.0,0.0,4.97291666666667,3.97833333333333,3.7296875,24841.7,24597.2,18311.4,17740.9,0.0,0.0,0.0,0.0,716.0,2228.0,3.72,1.0,3.72,179.0,0.0,11221.7983333333,0.0,56.0,53.6,50.900000000000006,33.0,60.8,70.7,67.1,48.2,11.840000000000032,87.0,13.422,712.4000000000001,47.52,13.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.8000000000001,0.3,3.0,0.0,0.0,0.0,895.0,2839.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,55.400000000000006,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,716.2,4.442,0.0,13.3413326,0.0,0.0,8.148000054680665,8.315582622484689,8.148000054680665,0.000650900426568,0.0006444558678891,,0.0006444558678891,,0.93093,0.0,,9.000000000000002,9.000000000000002,7.000000000000001,9.000000000000002,12.0,19.499999999999996,18.000000000000004,9.000000000000002,16.0,24.0,16.0,17.0,0.0,0.0,0.0,35.67999999999997
6.0,12.7,0.7,716.2,0.0,0.0,0.0,23.0,46.4,46.4,46.4,44.6,46.4,0.50134,48.2,53.6,11221.799166666666,40398477.0,0.0,0.0,4.97361111111111,3.97888888888889,3.73020833333333,24841.7,24597.2,18311.4,17740.9,0.0,0.0,0.0,0.0,716.0,2228.0,3.72,1.0,3.72,17.0,0.0,11221.7991666667,0.0,56.0,53.6,50.900000000000006,33.0,60.8,70.7,67.1,48.2,-13.659999999999968,87.0,13.191,713.7,8.1,13.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.8000000000001,0.0,3.0,0.0,0.0,0.0,895.0,2839.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,55.400000000000006,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,716.2,4.442,0.0,13.3413326,0.0,0.0,8.148000054680665,8.315582622484689,8.148000054680665,0.0009807800881495,0.0009710693942074,0.0,0.0003266135263183,,0.50134,0.0,,9.000000000000002,9.000000000000002,7.000000000000001,9.000000000000002,12.0,19.499999999999996,18.000000000000004,9.000000000000002,16.0,24.0,16.0,17.0,0.0,0.0,0.0,21.75999999999997
7.0,12.5,0.3,716.3,0.0,0.0,0.0,23.0,46.4,46.4,46.4,44.6,46.4,0.21489,48.2,53.6,11221.799444444445,40398478.0,0.0,0.0,4.97430555555556,3.97944444444444,3.73072916666667,24841.7,24597.2,18311.4,17740.9,0.0,0.0,0.0,0.0,716.0,2236.0,3.72,1.0,3.72,178.0,0.0,11221.7994444444,0.0,56.0,53.6,50.900000000000006,33.0,60.8,70.7,67.1,48.2,-13.659999999999968,87.0,13.191,713.7,8.1,13.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.2,0.0,3.0,0.0,0.0,0.0,895.0,2839.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,55.400000000000006,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,716.3000000000001,4.442,0.0,13.3413326,0.0,0.0,8.148000054680665,8.315582622484689,8.148000054680665,0.0010960429186859,0.0010851910086,0.0,0.0001141216143924,,0.21489,0.0,,9.000000000000002,9.000000000000002,7.000000000000001,9.000000000000002,12.0,19.499999999999996,18.000000000000004,9.000000000000002,16.0,24.0,16.0,17.0,0.0,0.0,0.0,21.75999999999997
8.0,12.5,0.3,716.3,0.0,0.0,0.0,23.0,46.4,46.4,46.4,44.6,46.4,0.21489,48.2,53.6,11221.799444444445,40398478.0,0.0,0.0,4.97430555555556,3.97944444444444,3.73072916666667,24841.7,24597.2,18311.4,17740.9,0.0,0.0,0.0,0.0,716.0,2236.0,3.72,1.0,3.72,178.0,0.0,11221.7994444444,0.0,56.0,53.6,,,,,,,-31.430000000000007,87.0,12.971,712.9000000000001,0.58,12.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.2,0.4,3.0,0.0,0.0,0.0,895.0,2839.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,55.400000000000006,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,716.3000000000001,4.442,0.0,12.9404383,,0.0,,,,0.0010960429186859,0.0010851910086,0.0,0.0001141216143924,,0.21489,0.0,,9.000000000000002,9.000000000000002,7.000000000000001,9.000000000000002,12.0,,18.000000000000004,,16.0,24.0,16.0,17.0,0.0,,,32.010000000000005
9.0,12.5,0.3,716.3,0.0,0.0,0.0,23.0,46.4,46.4,46.4,44.6,46.4,0.21489,48.2,53.6,11221.8,40398480.0,0.0,0.0,4.97430555555556,3.97944444444444,3.73072916666667,24841.7,24597.2,18311.4,17740.9,0.0,0.0,0.0,0.0,716.0,2236.0,3.72,121.0,3.72,178.0,0.0,11221.8,0.0,56.0,53.6,50.900000000000006,33.0,60.8,70.7,67.1,48.2,-31.430000000000007,87.0,12.971,712.9000000000001,0.58,12.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.3000000000001,0.4,3.0,0.0,0.0,0.0,895.0,2839.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,55.400000000000006,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,716.3000000000001,4.438,0.0,12.9404383,0.0,0.0,8.148000054680665,8.315582622484689,8.148000054680665,0.001208807987186,0.0011968395912733,0.0,0.0001116485826733,,0.21489,0.0,,9.000000000000002,9.000000000000002,7.000000000000001,9.000000000000002,12.0,19.499999999999996,18.000000000000004,9.000000000000002,16.0,24.0,16.0,17.0,0.0,0.0,0.0,32.010000000000005
