time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (kW),Distance travelled (Today) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (mi/kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),Distance travelled (total) (km),12V device load (A)
0.0,,,,0.0,,,23.0,,,,,,,39.2,46.4,,,,,,,,,,,,2280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.000000000000002,,,,,,,,,,,,,
1.0,13.6,19.7,737.4,0.0,0.0,0.0,23.0,42.8,48.2,44.6,48.2,44.6,14.52678,39.2,46.4,11281.291388888889,40612649.0,0.0,0.0,5.12083333333333,4.09666666666667,3.840625,24992.5,24731.2,18421.9,17836.2,2280.0,3605.0,0.0,0.0,738.0,2310.0,3.84,16.0,3.82,25.0,0.0,11281.2913888889,0.0,67.5,143.60000000000002,45.5,65.0,113.9,86.9,59.900000000000006,36.5,,,,,,,,,,,,,,,,,,,-3.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.52678,,,2.000000000000001,10.0,5.999999999999998,4.000000000000002,62.000000000000014,15.500000000000004,85.0,2.5,,,,,,44.99038117394416,,,
2.0,13.6,19.7,737.4,0.0,0.0,0.0,23.0,42.8,48.2,44.6,48.2,44.6,14.52678,39.2,46.4,11281.291388888889,40612649.0,0.0,0.0,5.12083333333333,4.09666666666667,3.840625,24992.5,24731.2,18421.9,17836.2,2280.0,3605.0,0.0,0.0,738.0,2310.0,3.84,16.0,3.82,25.0,0.0,11281.2913888889,0.0,67.5,143.60000000000002,45.5,65.0,113.9,86.9,59.900000000000006,36.5,,,,,,,,,,,,,,,,,,,-3.5,3.0,0.0,0.0,0.0,904.0,2852.0,0.0,48.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,46.4,46.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,737.8000000000001,4.439,14.25763,13.989795,,0.0,,,,,,,,14.52678,0.0,,2.000000000000001,10.0,5.999999999999998,4.000000000000002,62.000000000000014,15.500000000000004,85.0,2.5,,,,,45.44340931770957,44.99038117394416,,,
3.0,13.6,17.1,737.9,0.0,0.0,0.0,23.0,44.6,48.2,44.6,48.2,44.6,12.61809,39.2,46.4,11281.291944444443,40612651.0,0.0,0.0,5.12430555555556,4.09944444444444,3.84322916666667,24992.5,24731.2,18421.9,17836.2,2280.0,3487.0,0.0,0.0,738.0,2310.0,3.84,16.0,3.82,102.0,0.0,11281.2919444444,0.0,67.5,145.4,45.5,65.0,113.9,86.9,59.900000000000006,36.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.4000000000001,-3.5,3.0,0.0,0.0,0.0,904.0,2852.0,0.0,48.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,46.4,46.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,737.8000000000001,4.439,14.25763,13.989795,,0.0,,,0.0081804763351974,0.0080994815199975,,0.0080994815199975,,12.61809,0.0,,2.000000000000001,10.0,5.999999999999998,4.000000000000002,63.0,15.500000000000004,86.0,2.5,,,9.000000000000002,8.0,45.44340931770957,44.99038117394416,,,
4.0,13.6,17.1,737.9,0.0,0.0,0.0,23.0,44.6,48.2,44.6,48.2,44.6,12.61809,39.2,46.4,11281.291944444443,40612651.0,0.0,0.0,5.12430555555556,4.09944444444444,3.84322916666667,24992.5,24731.2,18421.9,17836.2,2280.0,3487.0,0.0,0.0,738.0,2310.0,3.84,16.0,3.82,102.0,0.0,11281.2919444444,0.0,67.5,145.4,45.5,65.0,113.9,86.9,59.900000000000006,36.5,14.720000000000027,99.0,14.001,734.2,59.83,14.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.4000000000001,-0.5,3.0,0.0,0.0,0.0,904.0,2852.0,0.0,48.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,46.4,46.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,737.8000000000001,4.439,14.25763,13.989795,,0.0,,,0.0081804763351974,0.0080994815199975,,0.0080994815199975,,12.61809,0.0,,2.000000000000001,10.0,5.999999999999998,4.000000000000002,63.0,15.500000000000004,86.0,2.5,11.500000000000002,20.0,9.000000000000002,8.0,45.44340931770957,44.99038117394416,,,45.10999999999997
5.0,13.6,-10.2,743.6,0.0,0.0,0.0,23.0,44.6,48.2,44.6,48.2,44.6,-7.58472,39.2,46.4,11281.2925,40612653.0,0.0,0.0,5.16388888888889,4.13111111111111,3.87291666666667,24992.5,24731.2,18421.9,17836.2,2280.0,3195.0,0.0,0.0,744.0,2310.0,3.86,182.0,3.86,17.0,0.0,11281.2925,0.0,67.5,146.3,44.6,66.0,114.8,87.80000000000001,59.900000000000006,36.5,14.720000000000027,99.0,14.001,734.2,59.83,14.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.6,-0.5,3.0,0.0,0.0,0.0,904.0,2852.0,0.0,48.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,46.4,46.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,740.1,4.44,14.25763,13.989795,24.85484768949336,0.0,0.0305273453034279,10.43605034100851,0.0034901502185689,0.0034555942758108,-5.932981046103219,-0.0046438872441866,-3.6865823655982033,-7.584719999999999,0.0,,2.000000000000001,10.0,5.999999999999998,4.000000000000002,63.5,15.500000000000004,87.0,2.5,11.500000000000002,20.0,9.000000000000002,8.0,45.44340931770957,39.991449932394815,0.049118104233084235,86.33704436528173,45.10999999999997
6.0,13.6,-10.2,743.6,0.0,0.0,0.0,23.0,44.6,48.2,44.6,48.2,44.6,-7.58472,39.2,46.4,11281.2925,40612653.0,0.0,0.0,5.16388888888889,4.13111111111111,3.87291666666667,24992.5,24731.2,18421.9,17836.2,2280.0,3195.0,0.0,0.0,744.0,2310.0,3.86,182.0,3.86,17.0,0.0,11281.2925,0.0,67.5,146.3,44.6,66.0,114.8,87.80000000000001,59.900000000000006,36.5,14.720000000000027,99.0,14.001,734.2,59.83,14.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.6,-0.5,3.0,0.0,0.0,0.0,904.0,2852.0,0.0,48.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,46.4,46.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,740.1,4.44,0.0,13.9717279,24.85484768949336,0.0,0.0305273453034279,10.43605034100851,0.0034901502185689,0.0034555942758108,-5.932981046103219,-0.0046438872441866,-3.6865823655982033,-7.584719999999999,0.0,,2.000000000000001,10.0,5.999999999999998,4.000000000000002,63.5,15.500000000000004,87.0,2.5,11.500000000000002,20.0,9.000000000000002,8.0,39.022907004344624,39.991449932394815,0.049118104233084235,86.33704436528173,45.10999999999997
7.0,13.6,-12.0,743.8,0.0,0.0,0.0,23.0,44.6,48.2,44.6,48.2,44.6,-8.9256,39.2,46.4,11281.293055555556,40612655.0,0.0,0.0,5.16527777777778,4.13222222222222,3.87395833333333,24992.5,24731.2,18421.9,17836.2,2280.0,2643.0,0.0,0.0,745.0,2310.0,3.86,192.0,3.86,17.0,0.0,11281.2930555556,0.0,67.5,147.2,44.6,66.0,115.7,88.7,60.8,36.5,14.720000000000027,99.0,14.001,734.2,59.83,14.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.9000000000001,-0.5,3.0,0.0,0.0,0.0,904.0,2852.0,0.0,48.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,46.4,46.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,744.1,4.44,0.0,13.9717279,23.543735967498232,0.0,0.0413945060844667,10.446917501789546,-0.001253674350319,-0.0012412617329891,-4.481491440351348,-0.0046968560088,-2.7846688177825585,-8.9256,0.0,,2.999999999999999,10.0,5.999999999999998,4.000000000000002,64.0,16.0,88.0,2.5,11.500000000000002,20.0,9.000000000000002,8.0,39.022907004344624,32.992946194225716,0.06660359863002481,86.35452962697843,45.10999999999997
8.0,13.6,-12.0,743.8,0.0,0.0,0.0,23.0,44.6,48.2,44.6,48.2,44.6,-8.9256,39.2,46.4,11281.293055555556,40612655.0,0.0,0.0,5.16527777777778,4.13222222222222,3.87395833333333,24992.5,24731.2,18421.9,17836.2,2280.0,2643.0,0.0,0.0,745.0,2310.0,3.86,192.0,3.86,17.0,0.0,11281.2930555556,0.0,67.5,147.2,44.6,66.0,115.7,88.7,60.8,36.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.9000000000001,-12.3,3.0,0.0,0.0,0.0,904.0,2852.0,0.0,48.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,46.4,46.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,747.0,4.442,0.0,13.9697747,23.543735967498232,0.0,0.0413945060844667,10.446917501789546,-0.001253674350319,-0.0012412617329891,-4.481491440351348,-0.0046968560088,-2.7846688177825585,-8.9256,0.0,,2.999999999999999,10.0,5.999999999999998,4.000000000000002,64.0,16.0,88.0,2.5,,,9.000000000000002,8.0,31.10272531851487,32.992946194225716,0.06660359863002481,86.35452962697843,
9.0,13.6,-25.0,746.8,0.0,0.0,0.0,23.0,42.8,48.2,44.6,48.2,44.6,-18.67,39.2,46.4,11281.29361111111,40612657.0,0.0,0.0,5.18611111111111,4.14888888888889,3.88958333333333,24992.5,24731.2,18421.9,17836.2,2280.0,1732.0,0.0,0.0,747.0,2310.0,3.88,148.0,3.88,17.0,0.0,11281.2936111111,0.0,67.5,147.2,44.6,66.0,116.6,88.7,60.8,36.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.7,-12.3,3.0,0.0,0.0,0.0,904.0,2852.0,0.0,48.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,46.4,46.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,747.0,4.442,0.0,13.9697747,21.005431245212968,0.0,0.0478598733396961,10.453382869044775,-0.0112611628442579,-0.0111496661824336,-1.7675415104445638,-0.0099084044494444,-1.0982990358864488,-18.67,0.0,,2.999999999999999,10.0,5.999999999999998,4.000000000000002,64.0,16.0,89.0,2.5,,,9.000000000000002,8.0,31.10272531851487,19.995724966197407,0.07700665059578098,86.3649324028921,
