time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (kW),Distance travelled (Today) (miles),Distance travelled (total) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (mi/kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),12V device load (A)
0.0,,,,0.0,,,23.0,,,,,,,51.8,60.8,,,,,,,,,,,,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.999999999999998,,,,,,,,,,,,
1.0,13.4,2.1,748.2,0.0,0.0,0.0,23.0,51.8,53.6,51.8,51.8,51.8,1.57122,51.8,60.8,11230.7375,40430655.0,0.0,0.0,5.19583333333333,4.15666666666667,3.896875,24865.5,24606.0,18328.8,17747.1,1380.0,0.0,0.0,0.0,748.0,2408.0,3.88,50.0,3.88,17.0,0.0,11230.7375,0.0,69.0,122.9,,,,,,,,,,,,,,,,,,,,,,,,,-7.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.841351800000002,,,,,,,,,,,1.5712200000000005,,,10.999999999999998,12.0,10.999999999999998,10.999999999999998,50.5,,63.0,,,,,,0.0,,,
2.0,13.4,2.1,748.2,0.0,0.0,0.0,23.0,51.8,53.6,51.8,51.8,51.8,1.57122,51.8,60.8,11230.7375,40430655.0,0.0,0.0,5.19583333333333,4.15666666666667,3.896875,24865.5,24606.0,18328.8,17747.1,1380.0,0.0,0.0,0.0,748.0,2408.0,3.88,50.0,3.88,17.0,0.0,11230.7375,0.0,69.0,122.9,,,,,,,,,,,,,,,,,,,,,,,,,-7.6,3.0,0.0,0.0,0.0,898.0,2841.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,747.6,4.44,0.0,13.841351800000002,,0.0,,,,,,,,,1.5712200000000005,0.0,,10.999999999999998,12.0,10.999999999999998,10.999999999999998,50.5,,63.0,,,,,,0.0,,,
3.0,13.4,1.6,748.1,0.0,0.0,0.0,23.0,51.8,53.6,51.8,51.8,51.8,1.19696,51.8,60.8,11230.738055555556,40430657.0,0.0,0.0,5.19513888888889,4.15611111111111,3.89635416666667,24865.5,24606.0,18328.8,17747.1,1380.0,0.0,0.0,0.0,747.0,2408.0,3.88,2.0,3.88,17.0,0.0,11230.7380555556,0.0,69.0,122.9,44.6,40.0,91.4,85.1,69.80000000000001,51.8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.7,-7.6,3.0,0.0,0.0,0.0,898.0,2841.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,747.6,4.44,0.0,13.841351800000002,,0.0,,,,0.0007717478140525,0.0007641067465866,,0.0007641067465866,,1.19696,0.0,,10.999999999999998,12.0,10.999999999999998,10.999999999999998,50.5,21.000000000000007,64.0,10.999999999999998,,,26.000000000000007,26.000000000000007,0.0,0.0,,
4.0,13.4,1.6,748.1,0.0,0.0,0.0,23.0,51.8,53.6,51.8,51.8,51.8,1.19696,51.8,60.8,11230.738055555556,40430657.0,0.0,0.0,5.19513888888889,4.15611111111111,3.89635416666667,24865.5,24606.0,18328.8,17747.1,1380.0,0.0,0.0,0.0,747.0,2408.0,3.88,2.0,3.88,17.0,0.0,11230.7380555556,0.0,69.0,122.9,44.6,40.0,91.4,85.1,69.80000000000001,51.8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.7,-7.4,3.0,0.0,0.0,0.0,898.0,2841.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,748.1,4.44,0.0,13.8594189,,0.0,,,,0.0007717478140525,0.0007641067465866,,0.0007641067465866,,1.19696,0.0,,10.999999999999998,12.0,10.999999999999998,10.999999999999998,50.5,21.000000000000007,64.0,10.999999999999998,,,26.000000000000007,26.000000000000007,0.0,0.0,,
5.0,13.4,2.3,748.1,0.0,0.0,0.0,23.0,51.8,53.6,51.8,51.8,51.8,1.72063,51.8,60.8,11230.738611111112,40430659.0,0.0,0.0,5.19513888888889,4.15611111111111,3.89635416666667,24865.5,24606.0,18328.8,17747.1,1380.0,0.0,0.0,0.0,747.0,2408.0,3.88,184.0,3.88,17.0,0.0,11230.7386111111,0.0,69.0,122.9,44.6,40.0,91.4,85.1,69.80000000000001,51.8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.7,-7.4,3.0,0.0,0.0,0.0,898.0,2841.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,748.1,4.44,0.0,13.8594189,,0.0,,,,0.0018010379872269,0.0017832059279475,,0.0010190991813608,,1.72063,0.0,,10.999999999999998,12.0,10.999999999999998,10.999999999999998,50.5,21.000000000000007,64.0,10.999999999999998,,,26.000000000000007,26.000000000000007,0.0,0.0,,
6.0,13.4,2.3,748.1,0.0,0.0,0.0,23.0,51.8,53.6,51.8,51.8,51.8,1.72063,51.8,60.8,11230.738611111112,40430659.0,0.0,0.0,5.19513888888889,4.15611111111111,3.89635416666667,24865.5,24606.0,18328.8,17747.1,1380.0,0.0,0.0,0.0,747.0,2408.0,3.88,184.0,3.88,17.0,0.0,11230.7386111111,0.0,69.0,122.9,44.6,40.0,91.4,85.1,69.80000000000001,51.8,1.8799999999999957,99.0,13.861,745.2,23.24,14.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.7,-7.6,3.0,0.0,0.0,0.0,898.0,2841.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,748.1,4.44,0.0,13.850629500000002,,0.0,,,,0.0018010379872269,0.0017832059279475,,0.0010190991813608,,1.72063,0.0,,10.999999999999998,12.0,10.999999999999998,10.999999999999998,50.5,21.000000000000007,64.0,10.999999999999998,17.5,30.0,26.000000000000007,26.000000000000007,0.0,0.0,,21.360000000000003
7.0,13.4,1.7,748.1,0.0,0.0,0.0,23.0,51.8,53.6,51.8,51.8,51.8,1.27177,51.8,60.8,11230.739166666666,40430661.0,0.0,0.0,5.19513888888889,4.15611111111111,3.89635416666667,24865.5,24606.0,18328.8,17747.1,1380.0,0.0,0.0,0.0,747.0,2408.0,3.88,185.0,3.88,17.0,0.0,11230.7391666667,0.0,69.0,122.9,44.6,40.0,91.4,85.1,69.80000000000001,51.8,1.8799999999999957,99.0,13.861,745.2,23.24,14.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.6,-7.6,3.0,0.0,0.0,0.0,898.0,2841.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,748.1,4.44,0.0,13.850629500000002,,0.0,,,,0.0025233697523626,0.0024983858934283,0.0,0.0007151799654808,,1.27177,0.0,,10.999999999999998,12.0,10.999999999999998,10.999999999999998,50.5,21.000000000000007,64.0,10.999999999999998,17.5,30.0,26.000000000000007,26.000000000000007,0.0,0.0,,21.360000000000003
8.0,13.4,1.7,748.1,0.0,0.0,0.0,23.0,51.8,53.6,51.8,51.8,51.8,1.27177,51.8,60.8,11230.739166666666,40430661.0,0.0,0.0,5.19513888888889,4.15611111111111,3.89635416666667,24865.5,24606.0,18328.8,17747.1,1380.0,0.0,0.0,0.0,747.0,2408.0,3.88,185.0,3.88,17.0,0.0,11230.7391666667,0.0,69.0,122.9,,,,,,,1.900000000000034,99.0,13.861,744.0,22.87,14.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.6,-7.5,3.0,0.0,0.0,0.0,898.0,2841.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,748.1,4.44,0.0,13.850629500000002,,0.0,,,,0.0025233697523626,0.0024983858934283,0.0,0.0007151799654808,,1.27177,0.0,,10.999999999999998,12.0,10.999999999999998,10.999999999999998,50.5,,64.0,,17.5,30.0,26.000000000000007,26.000000000000007,0.0,,,20.969999999999967
9.0,13.4,2.0,748.1,0.0,0.0,0.0,23.0,51.8,53.6,51.8,51.8,51.8,1.4962,51.8,60.8,11230.739722222224,40430663.0,0.0,0.0,5.19513888888889,4.15611111111111,3.89635416666667,24865.5,24606.0,18328.8,17747.1,1380.0,0.0,0.0,0.0,747.0,2408.0,3.88,185.0,3.88,17.0,0.0,11230.7397222222,0.0,69.0,122.9,,,,,,,1.900000000000034,99.0,13.861,744.0,22.87,14.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.8000000000001,-7.5,3.0,0.0,0.0,0.0,898.0,2841.0,0.0,57.2,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,53.6,55.400000000000006,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,748.1,4.441,0.0,13.850629500000002,,0.0,,,,0.0033646157976556,0.0033313027699561,0.0,0.0008329168765277,,1.4962,0.0,,10.999999999999998,12.0,10.999999999999998,10.999999999999998,50.5,,64.0,,17.5,30.0,26.000000000000007,26.000000000000007,0.0,,,20.969999999999967
