time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (kW),Distance travelled (Today) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (mi/kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),Distance travelled (total) (km),12V device load (A)
0.0,,,,0.0,,,23.0,,,,,,,37.4,42.8,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.999999999999999,,,,,,,,,,,,,
1.0,13.4,1.4,746.2,0.0,0.0,0.0,23.0,41.0,46.4,42.8,46.4,42.8,1.04468,37.4,42.8,11300.823333333334,40682964.0,0.0,0.0,5.18194444444444,4.14555555555556,3.88645833333333,25036.4,24775.0,18454.0,17867.4,0.0,0.0,0.0,0.0,747.0,3000.0,3.88,135.0,3.88,17.0,0.0,11300.8233333333,0.0,67.5,,,,,,,,40.23000000000002,98.0,13.817,744.6,58.5,14.215,,,,,,,,,,,,,-3.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04468,,,0.9999999999999984,9.000000000000002,5.0,2.999999999999999,,,,,10.500000000000004,10.999999999999998,,,,,,,18.269999999999982
2.0,13.4,1.4,746.2,0.0,0.0,0.0,23.0,41.0,46.4,42.8,46.4,42.8,1.04468,37.4,42.8,11300.823333333334,40682964.0,0.0,0.0,5.18194444444444,4.14555555555556,3.88645833333333,25036.4,24775.0,18454.0,17867.4,0.0,0.0,0.0,0.0,747.0,3000.0,3.88,135.0,3.88,17.0,0.0,11300.8233333333,0.0,67.5,,,,,,,,40.23000000000002,98.0,13.817,744.6,58.5,14.215,,,,,,,,,,,,,-3.7,3.0,,,0.0,908.0,2857.0,0.0,,,0.0,825.6,,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,,,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,746.2,4.44,,,,0.0,,,,,,,,1.04468,0.0,,0.9999999999999984,9.000000000000002,5.0,2.999999999999999,,,,,10.500000000000004,10.999999999999998,,,,,,,18.269999999999982
3.0,13.4,1.6,746.1,0.0,0.0,0.0,23.0,41.0,46.4,42.8,46.4,42.8,1.19376,37.4,42.8,11300.823888888888,40682966.0,0.0,0.0,5.18125,4.145,3.8859375,25036.4,24775.0,18454.0,17867.4,960.0,0.0,0.0,0.0,747.0,3000.0,3.88,20.0,3.86,17.0,0.0,11300.8238888889,0.0,67.5,52.7,,,,,,,40.23000000000002,98.0,13.817,744.6,58.5,14.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.4000000000001,-3.5,3.0,,,0.0,908.0,2857.0,0.0,,,0.0,825.6,,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,,,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,746.2,4.44,,,,0.0,,,0.0007464541829547,0.0007390635474799,,0.0007390635474799,,1.19376,0.0,,0.9999999999999984,9.000000000000002,5.0,2.999999999999999,11.500000000000002,,23.000000000000004,,10.500000000000004,10.999999999999998,9.000000000000002,9.000000000000002,,,,,18.269999999999982
4.0,13.4,1.6,746.1,0.0,0.0,0.0,23.0,41.0,46.4,42.8,46.4,42.8,1.19376,37.4,42.8,11300.823888888888,40682966.0,0.0,0.0,5.18125,4.145,3.8859375,25036.4,24775.0,18454.0,17867.4,960.0,0.0,0.0,0.0,747.0,3000.0,3.88,20.0,3.86,17.0,0.0,11300.8238888889,0.0,67.5,52.7,,,,,,,40.23000000000002,98.0,13.817,744.6,58.5,14.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.4000000000001,-3.5,3.0,0.0,0.0,0.0,908.0,2857.0,0.0,44.6,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,746.1,4.44,0.0,13.8906701,,0.0,,,0.0007464541829547,0.0007390635474799,,0.0007390635474799,,1.19376,0.0,,0.9999999999999984,9.000000000000002,5.0,2.999999999999999,11.500000000000002,,23.000000000000004,,10.500000000000004,10.999999999999998,9.000000000000002,9.000000000000002,0.0,,,,18.269999999999982
5.0,13.5,3.0,746.1,0.0,0.0,0.0,23.0,41.0,46.4,42.8,46.4,42.8,2.2383,37.4,42.8,11300.824444444444,40682968.0,0.0,0.0,5.18125,4.145,3.8859375,25036.4,24775.0,18454.0,17867.4,1460.0,0.0,0.0,0.0,747.0,3000.0,3.88,16.0,3.88,17.0,0.0,11300.8244444444,0.0,67.5,59.900000000000006,55.400000000000006,66.0,59.0,63.5,55.400000000000006,34.7,40.23000000000002,98.0,13.817,744.6,58.5,14.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.4000000000001,-3.5,3.0,0.0,0.0,0.0,908.0,2857.0,0.0,44.6,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,746.1,4.44,0.0,13.8906701,,0.0,,,0.0020884277636907,0.0020677502610799,,0.0013286867136,,2.2383,0.0,,0.9999999999999984,9.000000000000002,5.0,2.999999999999999,15.500000000000004,13.000000000000004,26.000000000000007,1.5000000000000016,10.500000000000004,10.999999999999998,9.000000000000002,9.000000000000002,0.0,0.0,,,18.269999999999982
6.0,13.5,3.0,746.1,0.0,0.0,0.0,23.0,41.0,46.4,42.8,46.4,42.8,2.2383,37.4,42.8,11300.824444444444,40682968.0,0.0,0.0,5.18125,4.145,3.8859375,25036.4,24775.0,18454.0,17867.4,1460.0,0.0,0.0,0.0,747.0,3000.0,3.88,16.0,3.88,17.0,0.0,11300.8244444444,0.0,67.5,59.900000000000006,55.400000000000006,66.0,59.0,63.5,55.400000000000006,34.7,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.4000000000001,-3.4000000000000004,3.0,0.0,0.0,0.0,908.0,2857.0,0.0,44.6,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,746.1,4.441,0.0,13.8906701,,0.0,,,0.0020884277636907,0.0020677502610799,,0.0013286867136,,2.2383,0.0,,0.9999999999999984,9.000000000000002,5.0,2.999999999999999,15.500000000000004,13.000000000000004,26.000000000000007,1.5000000000000016,,,9.000000000000002,9.000000000000002,0.0,0.0,,,
7.0,13.4,1.7,746.1,0.0,0.0,0.0,23.0,41.0,46.4,42.8,46.4,42.8,1.26837,37.4,42.8,11300.825,40682970.0,0.0,0.0,5.18125,4.145,3.8859375,25036.4,24775.0,18454.0,17867.4,1480.0,0.0,0.0,0.0,747.0,3000.0,3.88,182.0,3.86,17.0,0.0,11300.825,0.0,67.5,67.1,55.400000000000006,66.0,59.0,64.4,55.400000000000006,34.7,34.129999999999995,98.0,13.86,743.2,55.78,14.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.4000000000001,-3.4000000000000004,3.0,0.0,0.0,0.0,908.0,2857.0,0.0,44.6,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,746.1,4.441,0.0,13.8906701,0.0,0.0,4.620240918038654,33.00923419728784,0.002744352630071,0.0027171808218524,,0.0006494305607725,,1.2683700000000002,0.0,,0.9999999999999984,9.000000000000002,5.0,2.999999999999999,19.499999999999996,13.000000000000004,29.0,1.5000000000000016,10.500000000000004,12.0,9.000000000000002,9.000000000000002,0.0,0.0,0.0,122.65729719003518,21.650000000000006
8.0,13.4,1.7,746.1,0.0,0.0,0.0,23.0,41.0,46.4,42.8,46.4,42.8,1.26837,37.4,42.8,11300.825,40682970.0,0.0,0.0,5.18125,4.145,3.8859375,25036.4,24775.0,18454.0,17867.4,1480.0,0.0,0.0,0.0,747.0,3000.0,3.88,182.0,3.86,17.0,0.0,11300.825,0.0,67.5,67.1,55.400000000000006,66.0,59.0,64.4,55.400000000000006,34.7,34.129999999999995,98.0,13.86,743.2,55.78,14.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.4000000000001,-3.5,3.0,0.0,0.0,0.0,908.0,2857.0,0.0,44.6,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,746.1,4.441,0.0,13.8804158,0.0,0.0,4.620240918038654,33.00923419728784,0.002744352630071,0.0027171808218524,,0.0006494305607725,,1.2683700000000002,0.0,,0.9999999999999984,9.000000000000002,5.0,2.999999999999999,19.499999999999996,13.000000000000004,29.0,1.5000000000000016,10.500000000000004,12.0,9.000000000000002,9.000000000000002,0.0,0.0,0.0,122.65729719003518,21.650000000000006
9.0,13.5,1.7,746.0,0.0,0.0,0.0,23.0,41.0,46.4,42.8,46.4,42.8,1.2682,37.4,42.8,11300.825555555555,40682972.0,0.0,0.0,5.18055555555556,4.14444444444444,3.88541666666667,25036.4,24775.0,18454.0,17867.4,1480.0,0.0,0.0,0.0,747.0,3000.0,3.88,69.0,3.88,17.0,0.0,11300.8255555556,0.0,67.5,73.4,55.400000000000006,66.0,59.900000000000006,64.4,55.400000000000006,34.7,32.55000000000001,98.0,13.868,744.2,51.4,14.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.3000000000001,-3.4000000000000004,3.0,0.0,0.0,0.0,908.0,2857.0,0.0,44.6,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,746.1,4.441,0.0,13.8804158,0.0,0.0,4.620240918038654,33.00923419728784,0.0034540738333668,0.0034198750825413,0.0,0.0007026942606888,,1.2682,0.0,,0.9999999999999984,9.000000000000002,5.0,2.999999999999999,23.000000000000004,13.000000000000004,31.000000000000007,1.5000000000000016,10.500000000000004,12.0,9.000000000000002,9.000000000000002,0.0,0.0,0.0,122.65729719003518,18.849999999999987
10.0,13.5,1.7,746.0,0.0,0.0,0.0,23.0,41.0,46.4,42.8,46.4,42.8,1.2682,37.4,42.8,11300.825555555555,40682972.0,0.0,0.0,5.18055555555556,4.14444444444444,3.88541666666667,25036.4,24775.0,18454.0,17867.4,1480.0,0.0,0.0,0.0,747.0,3000.0,3.88,69.0,3.88,17.0,0.0,11300.8255555556,0.0,67.5,73.4,55.400000000000006,66.0,59.900000000000006,64.4,55.400000000000006,34.7,32.55000000000001,98.0,13.868,744.2,51.4,14.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.3000000000001,-3.4000000000000004,3.0,0.0,0.0,0.0,908.0,2857.0,0.0,44.6,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,746.0,4.438,0.0,13.9004361,0.0,0.0,4.620240918038654,33.00923419728784,0.0034540738333668,0.0034198750825413,0.0,0.0007026942606888,,1.2682,0.0,,0.9999999999999984,9.000000000000002,5.0,2.999999999999999,23.000000000000004,13.000000000000004,31.000000000000007,1.5000000000000016,10.500000000000004,12.0,9.000000000000002,9.000000000000002,0.0,0.0,0.0,122.65729719003518,18.849999999999987
