time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (kW),Distance travelled (Today) (miles),Distance travelled (total) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),EV Instant Energy Consumption (kWh/distance) (mi/kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),12V device load (A)
10.0,12.9,0.0,749.6,0.0,0.0,0.0,23.0,48.2,48.2,48.2,48.2,48.2,0.0,48.2,57.2,11312.294444444444,40724260.0,0.0,0.0,5.20555555555556,4.16444444444444,3.90416666666667,25066.4,24803.3,18475.9,17887.5,0.0,0.0,0.0,0.0,1.0,3000.0,3.9,18.0,3.9,17.0,0.0,11312.2944444444,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0703261,,,,,,0.0,0.0,,0.0,,0.0,,,8.0,10.0,8.0,9.000000000000002,,,,,,,,,0.0,,,
11.0,12.9,0.0,749.6,0.0,0.0,0.0,23.0,48.2,48.2,48.2,48.2,48.2,0.0,48.2,57.2,11312.294444444444,40724260.0,0.0,0.0,5.20555555555556,4.16444444444444,3.90416666666667,25066.4,24803.3,18475.9,17887.5,0.0,0.0,0.0,0.0,1.0,3000.0,3.9,18.0,3.9,17.0,0.0,11312.2944444444,0.0,69.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.48,2.49,0.0,0.0,0.0,0.0,0.0,0.0,746.5,,,,,0.0,910.0,2860.0,0.0,,,0.0,825.6,,0.0,0.6000000000000001,13.0,0.0,41.0,0.0,,,350.0,825.6,,,,,,,,,,,0.0,0.0,70.0,749.6,4.44,0.0,13.0703261,,,,,,0.0,0.0,,0.0,,0.0,,,8.0,10.0,8.0,9.000000000000002,,,,,,,14.000000000000002,14.000000000000002,0.0,,,
12.0,12.6,0.0,749.6,0.0,0.0,0.0,23.0,48.2,48.2,48.2,48.2,48.2,0.0,48.2,57.2,11312.295833333334,40724265.0,0.0,0.0,5.20555555555556,4.16444444444444,3.90416666666667,25066.4,24803.3,18475.9,17887.5,0.0,0.0,0.0,0.0,751.0,3000.0,3.9,2.0,3.9,17.0,0.0,11312.2958333333,0.0,69.0,81.5,52.7,49.0,71.6,77.9,66.2,47.3,,,,,,,0.0,0.0,0.0,2.48,2.49,0.0,0.0,0.0,0.0,0.0,0.0,746.5,2.8000000000000003,3.0,,,0.0,910.0,2860.0,0.0,,,0.0,825.6,,0.0,0.6000000000000001,13.0,0.0,41.0,0.0,,,350.0,825.6,,,,,,,,,,,0.0,0.0,70.0,749.6,4.44,0.0,13.4697555,,,,,,0.0,0.0,,0.0,,0.0,,,8.0,10.0,8.0,9.000000000000002,27.5,19.0,19.0,8.499999999999998,,,14.000000000000002,14.000000000000002,0.0,0.0,,
13.0,12.6,0.0,749.6,0.0,0.0,0.0,23.0,48.2,48.2,48.2,48.2,48.2,0.0,48.2,57.2,11312.295833333334,40724265.0,0.0,0.0,5.20555555555556,4.16444444444444,3.90416666666667,25066.4,24803.3,18475.9,17887.5,0.0,0.0,0.0,0.0,751.0,3000.0,3.9,2.0,3.9,17.0,0.0,11312.2958333333,0.0,69.0,81.5,52.7,49.0,71.6,77.9,66.2,47.3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,2.8000000000000003,3.0,0.0,0.0,0.0,910.0,2860.0,0.0,50.0,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,50.0,50.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,749.4000000000001,4.439,0.0,13.4697555,,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,8.0,10.0,8.0,9.000000000000002,27.5,19.0,19.0,8.499999999999998,,,14.000000000000002,14.000000000000002,0.0,0.0,,
14.0,13.0,1.1,749.4,0.0,0.0,0.0,23.0,48.2,48.2,48.2,48.2,48.2,0.82434,48.2,57.2,11312.296388888888,40724267.0,0.0,0.0,5.20416666666667,4.16333333333333,3.903125,25066.4,24803.3,18475.9,17887.5,0.0,0.0,0.0,0.0,750.0,3000.0,3.9,69.0,3.9,17.0,0.0,11312.2963888889,0.0,69.0,81.5,52.7,49.0,71.6,77.9,66.2,47.3,26.840000000000032,98.0,13.431,745.3000000000001,55.56,13.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,2.1,3.0,0.0,0.0,0.0,910.0,2860.0,0.0,50.0,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,50.0,50.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,749.4000000000001,4.439,0.0,13.4697555,0.0,0.0,0.0,129.29175241589118,86.06898090153503,0.0004708507051834,0.0004661888170133,,0.0004661888170133,,0.8243400000000001,0.0,,8.0,10.0,8.0,9.000000000000002,27.5,19.0,19.0,8.499999999999998,12.5,13.000000000000004,14.000000000000002,14.000000000000002,0.0,0.0,0.0,28.71999999999997
15.0,13.0,1.1,749.4,0.0,0.0,0.0,23.0,48.2,48.2,48.2,48.2,48.2,0.82434,48.2,57.2,11312.296388888888,40724267.0,0.0,0.0,5.20416666666667,4.16333333333333,3.903125,25066.4,24803.3,18475.9,17887.5,0.0,0.0,0.0,0.0,750.0,3000.0,3.9,69.0,3.9,17.0,0.0,11312.2963888889,0.0,69.0,81.5,52.7,49.0,71.6,77.9,66.2,47.3,26.840000000000032,98.0,13.431,745.3000000000001,55.56,13.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.9000000000001,2.1,3.0,0.0,0.0,0.0,910.0,2860.0,0.0,50.0,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,50.0,50.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,749.4000000000001,4.441,0.0,13.4697555,0.0,0.0,0.0,129.29175241589118,86.06898090153503,0.0004708507051834,0.0004661888170133,,0.0004661888170133,,0.8243400000000001,0.0,,8.0,10.0,8.0,9.000000000000002,27.5,19.0,19.0,8.499999999999998,12.5,13.000000000000004,14.000000000000002,14.000000000000002,0.0,0.0,0.0,28.71999999999997
16.0,13.2,1.3,749.4,0.0,0.0,0.0,23.0,48.2,48.2,48.2,48.2,48.2,0.97422,48.2,57.2,11312.296944444444,40724269.0,0.0,0.0,5.20416666666667,4.16333333333333,3.903125,25066.4,24803.3,18475.9,17887.5,0.0,0.0,0.0,0.0,750.0,3000.0,3.9,182.0,3.9,17.0,0.0,11312.2969444444,0.0,69.0,81.5,52.7,49.0,71.6,77.9,66.2,47.3,34.650000000000034,98.0,13.502,745.2,69.12,14.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.9000000000001,2.8000000000000003,3.0,0.0,0.0,0.0,910.0,2860.0,0.0,51.8,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,50.0,50.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,749.4000000000001,4.441,0.0,13.4697555,0.0,0.0,0.0,129.29175241589118,86.06898090153503,0.0010089704487162,0.0009989806422933,0.0,0.00053279182528,,0.97422,0.0,,8.0,10.0,8.0,9.000000000000002,27.5,19.0,19.0,8.499999999999998,12.5,14.000000000000002,14.000000000000002,14.000000000000002,0.0,0.0,0.0,34.46999999999997
17.0,13.3,1.7,749.3,0.0,0.0,0.0,23.0,48.2,48.2,48.2,48.2,48.2,1.27381,48.2,57.2,11312.2975,40724271.0,0.0,0.0,5.20347222222222,4.16277777777778,3.90260416666667,25066.4,24803.3,18475.9,17887.5,0.0,0.0,0.0,0.0,750.0,3000.0,3.9,3.0,3.88,17.0,0.0,11312.2975,0.0,69.0,81.5,52.7,49.0,71.6,77.9,66.2,47.3,34.650000000000034,98.0,13.502,745.2,69.12,14.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.8000000000001,2.8000000000000003,3.0,0.0,0.0,0.0,910.0,2860.0,0.0,51.8,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,50.0,50.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,749.3000000000001,4.441,,,0.0,0.0,0.0,129.29175241589118,86.06898090153503,0.0017167259678512,0.0016997286810408,0.0,0.0007007480387475,,1.27381,0.0,,8.0,10.0,8.0,9.000000000000002,27.5,19.0,19.0,8.499999999999998,12.5,14.000000000000002,14.000000000000002,14.000000000000002,,0.0,0.0,34.46999999999997
18.0,13.3,1.7,749.3,0.0,0.0,0.0,23.0,48.2,48.2,48.2,48.2,48.2,1.27381,48.2,57.2,11312.2975,40724271.0,0.0,0.0,5.20347222222222,4.16277777777778,3.90260416666667,25066.4,24803.3,18475.9,17887.5,0.0,0.0,0.0,0.0,750.0,3000.0,3.9,3.0,3.88,17.0,0.0,11312.2975,0.0,69.0,81.5,52.7,49.0,74.30000000000001,77.9,66.2,47.3,34.650000000000034,98.0,13.502,745.2,69.12,14.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.8000000000001,2.3000000000000003,3.0,0.0,0.0,0.0,910.0,2860.0,0.0,51.8,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,50.0,50.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,749.3000000000001,4.441,0.0,13.6699585,0.0,0.0,0.0,129.29175241589118,86.06898090153503,0.0017167259678512,0.0016997286810408,0.0,0.0007007480387475,,1.27381,0.0,,8.0,10.0,8.0,9.000000000000002,27.5,19.0,24.0,8.499999999999998,12.5,14.000000000000002,14.000000000000002,14.000000000000002,0.0,0.0,0.0,34.46999999999997
19.0,13.3,1.9,749.2,0.0,0.0,0.0,23.0,48.2,48.2,48.2,48.2,48.2,1.42348,48.2,57.2,11312.297777777778,40724272.0,0.0,0.0,5.20277777777778,4.16222222222222,3.90208333333333,25066.4,24803.3,18475.9,17887.5,940.0,0.0,0.0,0.0,750.0,3000.0,3.9,69.0,3.88,17.0,0.0,11312.2977777778,0.0,69.0,81.5,52.7,49.0,74.30000000000001,77.9,66.2,47.3,34.650000000000034,98.0,13.502,745.2,69.12,14.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.1,2.3000000000000003,3.0,0.0,0.0,0.0,910.0,2860.0,0.0,51.8,1.0,0.0,825.6,0.0,0.0,0.7000000000000001,13.0,0.0,41.0,0.0,50.0,50.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,749.2,4.438,0.0,13.6699585,0.0,0.0,0.0,129.29175241589118,86.06898090153503,0.002474623275213,0.0024501220546663,0.0,0.0007503933736255,,1.42348,0.0,,8.0,10.0,8.0,9.000000000000002,27.5,19.0,24.0,8.499999999999998,12.5,14.000000000000002,14.000000000000002,14.000000000000002,0.0,0.0,0.0,34.46999999999997
