time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (kW),Distance travelled (Today) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),Distance travelled (total) (km),12V device load (A)
83.0,14.1,-12.4,696.1,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63164,37.4,53.6,11240.869166666667,40467129.0,0.0,0.0,4.83402777777778,3.86722222222222,3.62552083333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,23.0,3.62,17.0,0.0,11240.8691666667,0.0,37.0,43.7,32.9,50.0,88.7,91.4,69.80000000000001,30.2,2.2200000000000273,100.0,14.499,694.1,11.59,14.605,19.56,19.84,60.0,2.66,2.6,39.4,241.1,0.0,6.47,6.48,12.95,694.2,,,0.0,0.0,4.0,899.0,2841.0,0.0,53.6,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.1,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1397060263172586,-0.1383227983339194,0.0,-0.0064815440318777,-8.63164,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,19.0,10.999999999999998,0.0,0.0,0.0,33.075282590919024,9.369999999999973
84.0,14.1,-12.4,696.1,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63164,37.4,53.6,11240.869166666667,40467129.0,0.0,0.0,4.83402777777778,3.86722222222222,3.62552083333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,23.0,3.62,17.0,0.0,11240.8691666667,0.0,37.0,43.7,,,,,,,2.2200000000000273,100.0,14.499,694.1,11.59,14.605,19.56,19.84,60.0,2.66,2.6,39.4,241.1,0.0,6.47,6.48,12.95,694.2,,,0.0,0.0,4.0,899.0,2841.0,1.0,53.6,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.1,1.491,0.0,14.4907908,,0.0,,,-0.1397060263172586,-0.1383227983339194,0.0,-0.0064815440318777,-8.63164,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,10.500000000000004,13.000000000000004,19.0,10.999999999999998,0.0,,,,9.369999999999973
85.0,14.1,-12.4,696.1,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63164,37.4,53.6,11240.87,40467132.0,0.0,0.0,4.83402777777778,3.86722222222222,3.62552083333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,93.0,3.62,17.0,0.0,11240.87,0.0,37.0,43.7,,,,,,,2.1899999999999977,100.0,14.5,694.2,12.8,14.601,19.56,19.81,60.0,1.99,1.92,39.37,240.9,0.0,6.48,6.48,12.96,694.4000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,53.6,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.1,1.491,0.0,14.4907908,,0.0,,,-0.1462747664786921,-0.1448265014640516,0.0,-0.0065037031301322,-8.63164,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,10.500000000000004,12.0,20.0,10.999999999999998,0.0,,,,10.610000000000003
86.0,14.1,-12.4,696.1,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63164,37.4,53.6,11240.87,40467132.0,0.0,0.0,4.83402777777778,3.86722222222222,3.62552083333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,93.0,3.62,17.0,0.0,11240.87,0.0,37.0,43.7,,,,,,,2.1899999999999977,100.0,14.5,694.2,12.8,14.601,19.56,19.81,60.0,1.99,1.92,39.37,240.9,0.0,6.48,6.48,12.96,694.4000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,53.6,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.1,1.491,0.0,14.4907908,,0.0,,,-0.1462747664786921,-0.1448265014640516,0.0,-0.0065037031301322,-8.63164,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,10.500000000000004,12.0,20.0,10.999999999999998,0.0,,,,10.610000000000003
87.0,14.1,-12.4,696.1,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63164,37.4,53.6,11240.87,40467132.0,0.0,0.0,4.83402777777778,3.86722222222222,3.62552083333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,93.0,3.62,17.0,0.0,11240.87,0.0,37.0,,,,,,,,2.1899999999999977,100.0,14.5,694.2,12.8,14.601,19.56,19.83,60.0,2.81,2.79,39.38,240.9,0.0,6.47,6.46,12.93,695.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,53.6,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.2,1.491,0.0,14.4907908,,0.0,,,-0.1462747664786921,-0.1448265014640516,,-0.0065037031301322,-8.63164,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,,,,,10.500000000000004,12.0,20.0,12.0,0.0,,,,10.610000000000003
88.0,14.1,-12.4,696.2,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63288,37.4,53.6,11240.870833333332,40467135.0,0.0,0.0,4.83472222222222,3.86777777777778,3.62604166666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2424.0,3.62,102.0,3.62,17.0,0.0,11240.8708333333,0.0,37.5,,,,,,,,2.329999999999984,100.0,14.5,694.3000000000001,11.79,14.604,19.56,19.83,60.0,2.81,2.79,39.38,240.9,0.0,6.47,6.46,12.93,695.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,53.6,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.2,1.491,0.0,14.4907908,,0.0,,,-0.153369415201479,-0.1518509061400783,,-0.0070244046760266,-8.632880000000002,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,,,,,10.500000000000004,12.0,20.0,12.0,0.0,,,,9.460000000000015
89.0,14.1,-12.4,696.2,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63288,37.4,53.6,11240.870833333332,40467135.0,0.0,0.0,4.83472222222222,3.86777777777778,3.62604166666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2424.0,3.62,102.0,3.62,17.0,0.0,11240.8708333333,0.0,37.5,,,,,,,,2.329999999999984,100.0,14.5,694.3000000000001,11.79,14.604,19.56,19.83,60.0,2.81,2.79,39.38,240.9,0.0,6.47,6.46,12.93,695.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,55.400000000000006,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.2,1.491,0.0,14.4907908,,0.0,,,-0.153369415201479,-0.1518509061400783,,-0.0070244046760266,-8.632880000000002,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,,,,,10.500000000000004,12.0,20.0,12.0,0.0,,,,9.460000000000015
90.0,14.1,-12.4,696.3,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63412,37.4,53.6,11240.871666666666,40467138.0,0.0,0.0,4.83541666666667,3.86833333333333,3.6265625,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,4.0,3.62,17.0,0.0,11240.8716666667,0.0,37.5,,,,,,,,2.329999999999984,100.0,14.5,694.3000000000001,11.79,14.604,19.56,19.83,60.0,2.97,2.97,39.38,240.8,0.0,6.47,6.48,12.95,694.5,,,0.0,0.0,4.0,899.0,2841.0,1.0,55.400000000000006,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.3000000000001,1.49,0.0,14.4907908,,0.0,,,-0.1600332583351132,-0.1584487706288249,,-0.0065978644887466,-8.63412,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,,,,,10.500000000000004,12.0,21.000000000000007,12.0,0.0,,,,9.460000000000015
91.0,14.1,-12.4,696.3,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63412,37.4,53.6,11240.871666666666,40467138.0,0.0,0.0,4.83541666666667,3.86833333333333,3.6265625,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,4.0,3.62,17.0,0.0,11240.8716666667,0.0,37.5,43.7,,,,,,,2.329999999999984,100.0,14.5,694.3000000000001,11.79,14.604,19.56,19.83,60.0,2.97,2.97,39.38,240.8,0.0,6.47,6.48,12.95,694.5,,,0.0,0.0,4.0,899.0,2841.0,1.0,55.400000000000006,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.3000000000001,1.49,0.0,14.4907908,,0.0,,,-0.1600332583351132,-0.1584487706288249,,-0.0065978644887466,-8.63412,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,10.500000000000004,12.0,21.000000000000007,12.0,0.0,,,,9.460000000000015
92.0,14.1,-12.5,696.4,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.705,37.4,53.6,11240.872222222222,40467140.0,0.0,0.0,4.83611111111111,3.86888888888889,3.62708333333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,67.0,3.62,17.0,0.0,11240.8722222222,0.0,37.5,43.7,,,,,,,2.329999999999984,100.0,14.5,694.3000000000001,11.79,14.604,19.55,19.8,60.0,2.11,2.06,39.35,241.0,0.0,6.47,6.47,12.94,694.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,55.400000000000006,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.3000000000001,1.492,0.0,14.4907908,,0.0,,,-0.1648410846403424,-0.1632089946934083,,-0.0047602240645833,-8.705,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,10.500000000000004,12.0,21.000000000000007,12.0,0.0,,,,9.460000000000015
93.0,14.1,-12.5,696.4,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.705,37.4,53.6,11240.872222222222,40467140.0,0.0,0.0,4.83611111111111,3.86888888888889,3.62708333333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,67.0,3.62,17.0,0.0,11240.8722222222,0.0,37.5,43.7,,,,,,,2.329999999999984,100.0,14.5,694.3000000000001,11.79,14.604,19.55,19.8,60.0,2.11,2.06,39.35,241.0,0.0,6.47,6.47,12.94,694.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,55.400000000000006,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.3000000000001,1.492,0.0,14.4907908,,0.0,,,-0.1648410846403424,-0.1632089946934083,,-0.0047602240645833,-8.705,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,10.500000000000004,12.0,21.000000000000007,12.0,0.0,,,,9.460000000000015
94.0,14.1,-12.4,696.4,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63536,37.4,53.6,11240.87277777778,40467142.0,0.0,0.0,4.83611111111111,3.86888888888889,3.62708333333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,102.0,3.62,17.0,0.0,11240.8727777778,0.0,37.5,43.7,,,,,,,,,,,,,19.6,19.84,60.0,2.45,2.46,39.45,240.9,0.0,6.48,6.48,12.95,694.8000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,55.400000000000006,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.4000000000001,1.492,0.0,14.4907908,,0.0,,,-0.1697512240607283,-0.1680705188720083,,-0.0048615241786,-8.63536,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,,,21.999999999999996,13.000000000000004,0.0,,,,
95.0,14.1,-12.4,696.4,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63536,37.4,53.6,11240.87277777778,40467142.0,0.0,0.0,4.83611111111111,3.86888888888889,3.62708333333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,102.0,3.62,17.0,0.0,11240.8727777778,0.0,37.5,43.7,,,,,,,,,,,,,19.6,19.84,60.0,2.45,2.46,39.45,240.9,0.0,6.48,6.48,12.95,694.8000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,55.400000000000006,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.4000000000001,1.492,0.0,14.4907908,,0.0,,,-0.1697512240607283,-0.1680705188720083,,-0.0048615241786,-8.63536,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,,,21.999999999999996,13.000000000000004,0.0,,,,
96.0,14.1,-12.4,696.5,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6366,37.4,53.6,11240.873333333331,40467144.0,0.0,0.0,4.83680555555556,3.86944444444444,3.62760416666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,6.0,3.62,17.0,0.0,11240.8733333333,0.0,37.5,43.7,,,,,,,,,,,,,19.56,19.83,60.0,2.93,2.88,39.39,240.8,0.0,6.48,6.48,12.95,695.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,55.400000000000006,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.5,1.492,0.0,14.4907908,,0.0,,,-0.1744969912702431,-0.1727692982873694,,-0.0046987794153611,-8.6366,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,,,21.999999999999996,13.000000000000004,0.0,,,,
97.0,14.1,-12.4,696.5,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6366,37.4,53.6,11240.873333333331,40467144.0,0.0,0.0,4.83680555555556,3.86944444444444,3.62760416666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,6.0,3.62,17.0,0.0,11240.8733333333,0.0,37.5,43.7,,,,,,,,,,,,,19.56,19.83,60.0,2.93,2.88,39.39,240.8,0.0,6.48,6.48,12.95,695.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.5,1.492,0.0,14.4907908,,0.0,,,-0.1744969912702431,-0.1727692982873694,,-0.0046987794153611,-8.6366,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,,,21.999999999999996,13.000000000000004,0.0,,,,
98.0,14.1,-12.4,696.5,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6366,37.4,53.6,11240.87388888889,40467146.0,0.0,0.0,4.83680555555556,3.86944444444444,3.62760416666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,67.0,3.62,17.0,0.0,11240.8738888889,0.0,37.5,43.7,,,,,,,,,,,,,19.57,19.82,60.0,2.87,2.86,39.39,240.8,0.0,6.47,6.47,12.94,694.6,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.5,1.491,0.0,14.4907908,,0.0,,,-0.1793877673704095,-0.1776116508617916,,-0.0048423525744222,-8.6366,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,,,23.000000000000004,13.000000000000004,0.0,,,,
99.0,14.1,-12.4,696.5,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6366,37.4,53.6,11240.87388888889,40467146.0,0.0,0.0,4.83680555555556,3.86944444444444,3.62760416666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,67.0,3.62,17.0,0.0,11240.8738888889,0.0,37.5,43.7,32.9,49.0,87.80000000000001,91.4,69.80000000000001,30.2,,,,,,,19.57,19.82,60.0,2.87,2.86,39.39,240.8,0.0,6.47,6.47,12.94,694.6,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.5,1.491,0.0,14.4907908,,0.0,,,-0.1793877673704095,-0.1776116508617916,,-0.0048423525744222,-8.6366,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,23.000000000000004,13.000000000000004,0.0,0.0,,,
100.0,14.1,-12.4,696.5,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6366,37.4,53.6,11240.87388888889,40467146.0,0.0,0.0,4.83680555555556,3.86944444444444,3.62760416666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,67.0,3.62,17.0,0.0,11240.8738888889,0.0,37.5,43.7,32.9,49.0,87.80000000000001,91.4,69.80000000000001,30.2,,,,,,,19.56,19.82,60.0,2.18,2.18,39.38,240.8,0.0,6.47,6.47,12.94,695.1,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.5,1.491,0.0,14.4907908,,0.0,,,-0.1793877673704095,-0.1776116508617916,,-0.0048423525744222,-8.6366,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,23.000000000000004,13.000000000000004,0.0,0.0,,,
101.0,14.1,-12.4,696.6,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63784,37.4,53.6,11240.874444444444,40467148.0,0.0,0.0,4.8375,3.87,3.628125,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,55.0,3.62,17.0,0.0,11240.8744444444,0.0,37.5,43.7,32.9,49.0,87.80000000000001,91.4,69.80000000000001,30.2,,,,,,,19.56,19.82,60.0,2.18,2.18,39.38,240.8,0.0,6.47,6.47,12.94,695.1,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.5,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1846539060113333,-0.1828256495161716,0.0,-0.00521399865438,-8.63784,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,23.000000000000004,13.000000000000004,0.0,0.0,0.0,33.075282590919024,
