time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (kW),Distance travelled (Today) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),Distance travelled (total) (km),12V device load (A)
65.0,14.1,-12.4,695.6,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.62544,37.4,53.6,11240.864444444444,40467112.0,0.0,0.0,4.83055555555556,3.86444444444444,3.62291666666667,24872.3,24649.5,18333.7,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,54.0,3.62,17.0,0.0,11240.8644444444,0.0,37.0,43.7,32.0,50.0,90.5,92.3,70.7,30.2,2.4399999999999977,100.0,14.508,694.1,12.43,14.613,19.55,19.82,60.0,3.0,3.0,39.36,240.7,0.0,6.45,6.45,12.91,693.9000000000001,,,0.0,0.0,4.0,899.0,2841.0,0.0,50.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.6,1.493,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.0973887895694522,-0.0964245441281705,0.0,-0.0046388677728311,-8.625440000000001,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.5,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,14.000000000000002,9.000000000000002,0.0,0.0,0.0,33.075282590919024,9.990000000000002
66.0,14.1,-12.4,695.6,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.62544,37.4,53.6,11240.864444444444,40467112.0,0.0,0.0,4.83055555555556,3.86444444444444,3.62291666666667,24872.3,24649.5,18333.7,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,54.0,3.62,17.0,0.0,11240.8644444444,0.0,37.0,43.7,,,,,,,,,,,,,19.61,19.86,60.0,2.57,2.53,39.47,240.8,0.0,6.43,6.43,12.87,693.5,,,0.0,0.0,4.0,899.0,2841.0,0.0,50.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.7,1.491,0.0,14.4907908,,0.0,,,-0.0973887895694522,-0.0964245441281705,0.0,-0.0046388677728311,-8.625440000000001,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,,,15.0,9.000000000000002,0.0,,,,
67.0,14.1,-12.4,695.7,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.62668,37.4,53.6,11240.865,40467114.0,0.0,0.0,4.83125,3.865,3.6234375,24872.3,24649.5,18333.7,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,86.0,3.62,1.0,0.0,11240.865,0.0,37.0,43.7,,,,,,,,,,,,,19.61,19.86,60.0,2.57,2.53,39.47,240.8,0.0,6.43,6.43,12.87,693.5,,,0.0,0.0,4.0,899.0,2841.0,0.0,50.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.7,1.491,0.0,14.4917674,,0.0,,,-0.1022679134397236,-0.1012553598413105,0.0,-0.00483081571314,-8.62668,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,,,15.0,9.000000000000002,0.0,,,,
68.0,14.1,-12.4,695.7,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.62668,37.4,53.6,11240.865,40467114.0,0.0,0.0,4.83125,3.865,3.6234375,24872.3,24649.5,18333.7,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,86.0,3.62,1.0,0.0,11240.865,0.0,37.0,43.7,,,,,,,,,,,,,19.56,19.83,60.0,2.51,2.5,39.4,240.9,0.0,6.44,6.43,12.88,694.7,,,0.0,0.0,4.0,899.0,2841.0,0.0,50.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.7,1.491,0.0,14.4917674,,0.0,,,-0.1022679134397236,-0.1012553598413105,0.0,-0.00483081571314,-8.62668,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,,,15.0,10.0,0.0,,,,
69.0,14.1,-12.4,695.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.62792,37.4,53.6,11240.865555555556,40467116.0,0.0,0.0,4.83194444444444,3.86555555555556,3.62395833333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,102.0,3.62,17.0,0.0,11240.8655555556,0.0,37.0,43.7,,,,,,,2.3899999999999864,100.0,14.5,694.4000000000001,12.43,14.602,19.56,19.83,60.0,2.51,2.5,39.4,240.9,0.0,6.44,6.43,12.88,694.7,,,0.0,0.0,4.0,899.0,2841.0,0.0,50.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.7,1.491,0.0,14.4917674,,0.0,,,-0.1068951486157629,-0.1058367808076861,0.0,-0.0045814209663755,-8.62792,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,10.500000000000004,13.000000000000004,15.0,10.0,0.0,,,,10.040000000000013
70.0,14.1,-12.4,695.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.62792,37.4,53.6,11240.865555555556,40467116.0,0.0,0.0,4.83194444444444,3.86555555555556,3.62395833333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,102.0,3.62,17.0,0.0,11240.8655555556,0.0,37.0,43.7,,,,,,,2.3899999999999864,100.0,14.5,694.4000000000001,12.43,14.602,19.56,19.83,60.0,2.51,2.5,39.4,240.9,0.0,6.44,6.43,12.88,694.7,,,0.0,0.0,4.0,899.0,2841.0,0.0,50.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.7,1.491,0.0,14.4907908,,0.0,,,-0.1068951486157629,-0.1058367808076861,0.0,-0.0045814209663755,-8.62792,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,10.500000000000004,13.000000000000004,15.0,10.0,0.0,,,,10.040000000000013
71.0,14.1,-12.4,695.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.62792,37.4,53.6,11240.86638888889,40467119.0,0.0,0.0,4.83194444444444,3.86555555555556,3.62395833333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2425.0,3.62,22.0,3.62,17.0,0.0,11240.8663888889,0.0,37.0,43.7,,,,,,,2.3899999999999864,100.0,14.5,694.4000000000001,12.43,14.602,19.55,19.84,60.0,3.01,2.98,39.39,240.8,0.0,6.45,6.46,12.91,693.8000000000001,,,0.0,0.0,4.0,899.0,2841.0,0.0,50.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.8000000000001,1.49,0.0,14.4907908,,0.0,,,-0.1137984839685634,-0.1126717663055083,,-0.0068349854978222,-8.62792,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,10.500000000000004,13.000000000000004,16.0,10.0,0.0,,,,10.040000000000013
72.0,14.1,-12.4,695.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.62792,37.4,53.6,11240.86638888889,40467119.0,0.0,0.0,4.83194444444444,3.86555555555556,3.62395833333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2425.0,3.62,22.0,3.62,17.0,0.0,11240.8663888889,0.0,37.0,43.7,32.9,50.0,89.6,91.4,69.80000000000001,30.2,2.3899999999999864,100.0,14.501,693.3000000000001,12.03,14.605,19.55,19.84,60.0,3.01,2.98,39.39,240.8,0.0,6.45,6.46,12.91,693.8000000000001,,,0.0,0.0,4.0,899.0,2841.0,0.0,50.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.8000000000001,1.49,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1137984839685634,-0.1126717663055083,,-0.0068349854978222,-8.62792,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,16.0,10.0,0.0,0.0,0.0,33.075282590919024,9.640000000000013
73.0,14.1,-12.4,695.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.62792,37.4,53.6,11240.86638888889,40467119.0,0.0,0.0,4.83194444444444,3.86555555555556,3.62395833333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2425.0,3.62,22.0,3.62,17.0,0.0,11240.8663888889,0.0,37.0,43.7,32.9,50.0,89.6,91.4,69.80000000000001,30.2,2.3899999999999864,100.0,14.501,693.3000000000001,12.03,14.605,19.55,19.84,60.0,3.01,2.98,39.39,240.8,0.0,6.45,6.46,12.91,693.8000000000001,,,0.0,0.0,4.0,899.0,2841.0,0.0,51.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.8000000000001,1.49,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1137984839685634,-0.1126717663055083,,-0.0068349854978222,-8.62792,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,16.0,10.0,0.0,0.0,0.0,33.075282590919024,9.640000000000013
74.0,14.1,-12.4,696.0,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6304,37.4,53.6,11240.867222222225,40467122.0,0.0,0.0,4.83333333333333,3.86666666666667,3.625,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2425.0,3.62,67.0,3.62,17.0,0.0,11240.8672222222,0.0,37.0,43.7,32.9,50.0,89.6,91.4,69.80000000000001,30.2,2.3899999999999864,100.0,14.501,693.3000000000001,12.03,14.605,19.56,19.83,60.0,2.28,2.3000000000000003,39.4,241.0,0.0,6.45,6.46,12.9,694.3000000000001,,,0.0,0.0,4.0,899.0,2841.0,0.0,51.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.9000000000001,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1206620077393287,-0.1194673343953749,0.0,-0.0067955680898666,-8.6304,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,17.0,10.0,0.0,0.0,0.0,33.075282590919024,9.640000000000013
75.0,14.1,-12.4,696.0,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6304,37.4,53.6,11240.867222222225,40467122.0,0.0,0.0,4.83333333333333,3.86666666666667,3.625,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2425.0,3.62,67.0,3.62,17.0,0.0,11240.8672222222,0.0,37.0,43.7,32.9,50.0,89.6,91.4,69.80000000000001,30.2,2.5400000000000205,100.0,14.502,693.2,12.11,14.605,19.56,19.83,60.0,2.28,2.3000000000000003,39.4,241.0,0.0,6.45,6.46,12.9,694.3000000000001,,,0.0,0.0,4.0,899.0,2841.0,0.0,51.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,695.9000000000001,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1206620077393287,-0.1194673343953749,0.0,-0.0067955680898666,-8.6304,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,17.0,10.0,0.0,0.0,0.0,33.075282590919024,9.569999999999979
76.0,14.1,-12.4,696.0,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6304,37.4,53.6,11240.867222222225,40467122.0,0.0,0.0,4.83333333333333,3.86666666666667,3.625,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2425.0,3.62,67.0,3.62,17.0,0.0,11240.8672222222,0.0,37.0,43.7,32.9,50.0,89.6,91.4,69.80000000000001,30.2,2.5400000000000205,100.0,14.502,693.2,12.11,14.605,19.56,19.83,60.0,2.28,2.3000000000000003,39.4,241.0,0.0,6.45,6.46,12.9,694.3000000000001,,,0.0,0.0,4.0,899.0,2841.0,0.0,51.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.0,1.492,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1206620077393287,-0.1194673343953749,0.0,-0.0067955680898666,-8.6304,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,17.0,10.0,0.0,0.0,0.0,33.075282590919024,9.569999999999979
77.0,14.1,-12.4,696.0,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6304,37.4,53.6,11240.867777777778,40467124.0,0.0,0.0,4.83333333333333,3.86666666666667,3.625,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2425.0,3.62,58.0,3.62,17.0,0.0,11240.8677777778,0.0,37.0,43.7,32.9,50.0,88.7,91.4,69.80000000000001,30.2,2.329999999999984,100.0,14.501,694.6,11.18,14.603,19.57,19.83,60.0,2.24,2.24,39.41,241.2,0.0,6.48,6.48,12.96,694.6,,,0.0,0.0,4.0,899.0,2841.0,0.0,51.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.0,1.492,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1269914362957314,-0.1257340953423083,0.0,-0.0062667609469333,-8.6304,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,17.0,10.999999999999998,0.0,0.0,0.0,33.075282590919024,8.850000000000016
78.0,14.1,-12.4,696.0,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6304,37.4,53.6,11240.867777777778,40467124.0,0.0,0.0,4.83333333333333,3.86666666666667,3.625,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2425.0,3.62,58.0,3.62,17.0,0.0,11240.8677777778,0.0,37.0,43.7,32.9,50.0,88.7,91.4,69.80000000000001,30.2,2.329999999999984,100.0,14.501,694.6,11.18,14.603,19.57,19.83,60.0,2.24,2.24,39.41,241.2,0.0,6.48,6.48,12.96,694.6,,,0.0,0.0,4.0,899.0,2841.0,0.0,51.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.0,1.492,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1269914362957314,-0.1257340953423083,0.0,-0.0062667609469333,-8.6304,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,17.0,10.999999999999998,0.0,0.0,0.0,33.075282590919024,8.850000000000016
79.0,14.1,-12.4,696.0,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6304,37.4,53.6,11240.868611111113,40467127.0,0.0,0.0,4.83333333333333,3.86666666666667,3.625,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,4.0,3.62,17.0,0.0,11240.8686111111,0.0,37.0,43.7,32.9,50.0,88.7,91.4,69.80000000000001,30.2,2.329999999999984,100.0,14.501,694.6,11.18,14.603,19.58,19.85,60.0,2.6,2.56,39.43,241.1,0.0,6.47,6.47,12.94,694.6,,,0.0,0.0,4.0,899.0,2841.0,0.0,51.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.0,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.133159666845062,-0.1318412543020416,0.0,-0.0061071589597333,-8.6304,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,18.000000000000004,10.999999999999998,0.0,0.0,0.0,33.075282590919024,8.850000000000016
80.0,14.1,-12.4,696.0,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6304,37.4,53.6,11240.868611111113,40467127.0,0.0,0.0,4.83333333333333,3.86666666666667,3.625,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,4.0,3.62,17.0,0.0,11240.8686111111,0.0,37.0,43.7,32.9,50.0,88.7,91.4,69.80000000000001,30.2,2.3500000000000227,100.0,14.5,693.9000000000001,12.58,14.601,19.58,19.85,60.0,2.6,2.56,39.43,241.1,0.0,6.47,6.47,12.94,694.6,,,0.0,0.0,4.0,899.0,2841.0,0.0,51.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.0,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.133159666845062,-0.1318412543020416,0.0,-0.0061071589597333,-8.6304,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,18.000000000000004,10.999999999999998,0.0,0.0,0.0,33.075282590919024,10.229999999999977
81.0,14.1,-12.4,696.0,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.6304,37.4,53.6,11240.868611111113,40467127.0,0.0,0.0,4.83333333333333,3.86666666666667,3.625,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,4.0,3.62,17.0,0.0,11240.8686111111,0.0,37.0,43.7,32.9,50.0,88.7,91.4,69.80000000000001,30.2,2.3500000000000227,100.0,14.5,693.9000000000001,12.58,14.601,19.58,19.85,60.0,2.6,2.56,39.43,241.1,0.0,6.47,6.47,12.94,694.6,,,0.0,0.0,4.0,899.0,2841.0,0.0,53.6,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.1,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.133159666845062,-0.1318412543020416,0.0,-0.0061071589597333,-8.6304,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,18.000000000000004,10.999999999999998,0.0,0.0,0.0,33.075282590919024,10.229999999999977
82.0,14.1,-12.4,696.1,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63164,37.4,53.6,11240.869166666667,40467129.0,0.0,0.0,4.83402777777778,3.86722222222222,3.62552083333333,24872.3,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,696.0,2426.0,3.62,23.0,3.62,17.0,0.0,11240.8691666667,0.0,37.0,43.7,32.9,50.0,88.7,91.4,69.80000000000001,30.2,2.3500000000000227,100.0,14.5,693.9000000000001,12.58,14.601,19.56,19.84,60.0,2.66,2.6,39.4,241.1,0.0,6.47,6.48,12.95,694.2,,,0.0,0.0,4.0,899.0,2841.0,0.0,53.6,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,696.1,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1397060263172586,-0.1383227983339194,0.0,-0.0064815440318777,-8.63164,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,10.500000000000004,13.000000000000004,19.0,10.999999999999998,0.0,0.0,0.0,33.075282590919024,10.229999999999977
