time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),# warm-ups since codes cleared (),Average speed (mph),DC Charger Power (kW),Distance traveled since codes cleared (miles),Distance traveled with MIL on (miles),Distance travelled (Today) (miles),Distance travelled (total) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),HV EV Battery Power (kW),Hybrid/EV battery pack remaining charge (%),Hybrid/EV Battery System Current (A),Hybrid/EV Battery System Voltage (V),Hybrid/EV Charger Power (kW),OBD Module Voltage (V),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),12V device load (A)
20.0,14.1,-11.3,760.2,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59026,53.6,71.6,11265.623055555556,40556243.0,0.0,0.0,5.27916666666667,4.22333333333333,3.959375,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6230555556,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,0.1999999999999886,100.0,14.5,757.3000000000001,7.56,14.569,19.53,19.82,60.0,2.22,2.23,39.35,239.8,0.0,6.03,6.05,12.08,757.0,0.0,0.0,4.0,902.0,2850.0,26.0,150.8,1.0,37.0,825.6,0.0,66.60000000000001,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.2,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0443893745278862,-0.0439498757701844,0.0,-0.0056133681536216,-8.59026,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,16.0,21.999999999999996,56.00000000000001,35.0,0.0,0.0,0.0,7.360000000000011
21.0,14.1,-11.3,760.2,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59026,53.6,71.6,11265.62361111111,40556245.0,0.0,0.0,5.27916666666667,4.22333333333333,3.959375,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6236111111,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,0.1999999999999886,100.0,14.5,757.3000000000001,7.56,14.569,19.53,19.82,60.0,1.96,1.9,39.34,239.7,0.0,6.05,6.0600000000000005,12.1,757.4000000000001,0.0,0.0,4.0,902.0,2850.0,26.0,150.8,1.0,37.0,825.6,0.0,66.60000000000001,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.2,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.048968367075805,-0.0484835317582227,0.0,-0.0045336559880383,-8.59026,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,16.0,21.999999999999996,56.00000000000001,35.0,0.0,0.0,0.0,7.360000000000011
22.0,14.1,-11.3,760.2,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59026,53.6,71.6,11265.62361111111,40556245.0,0.0,0.0,5.27916666666667,4.22333333333333,3.959375,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6236111111,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,,,,,,,19.53,19.82,60.0,1.96,1.9,39.34,239.7,0.0,6.05,6.0600000000000005,12.1,757.4000000000001,0.0,0.0,4.0,902.0,2850.0,26.0,150.8,1.0,37.0,825.6,0.0,66.60000000000001,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.2,1.492,0.0,14.4815131,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.048968367075805,-0.0484835317582227,0.0,-0.0045336559880383,-8.59026,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,,,56.00000000000001,35.0,0.0,0.0,0.0,
23.0,14.1,-11.3,760.2,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59026,53.6,71.6,11265.624166666666,40556247.0,0.0,0.0,5.27916666666667,4.22333333333333,3.959375,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6241666667,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,,,,,,,19.52,19.83,60.0,2.61,2.56,39.36,239.8,0.0,6.04,6.04,12.08,757.1,0.0,0.0,4.0,902.0,2850.0,26.0,150.8,1.0,37.0,825.6,0.0,66.60000000000001,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.2,1.492,0.0,14.4815131,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0536132343522822,-0.0530824102497844,0.0,-0.0045988784915616,-8.59026,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,,,56.00000000000001,35.0,0.0,0.0,0.0,
24.0,14.1,-11.3,760.2,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59026,53.6,71.6,11265.624166666666,40556247.0,0.0,0.0,5.27916666666667,4.22333333333333,3.959375,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6241666667,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,,,,,,,19.52,19.83,60.0,2.61,2.56,39.36,239.8,0.0,6.04,6.04,12.08,757.1,0.0,0.0,4.0,902.0,2850.0,26.0,150.8,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.49,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0536132343522822,-0.0530824102497844,0.0,-0.0045988784915616,-8.59026,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,,,56.00000000000001,35.0,0.0,0.0,0.0,
25.0,14.1,-11.3,760.3,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59139,53.6,71.6,11265.624722222225,40556249.0,0.0,0.0,5.27986111111111,4.22388888888889,3.95989583333333,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6247222222,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,,,,,,,19.53,19.83,60.0,2.31,2.34,39.37,239.8,0.0,6.04,6.05,12.08,757.9000000000001,0.0,0.0,4.0,902.0,2850.0,26.0,150.8,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.49,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0584272936076311,-0.05784880555211,0.0,-0.0047663953023255,-8.591389999999999,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,,,56.00000000000001,35.0,0.0,0.0,0.0,
26.0,14.1,-11.3,760.3,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59139,53.6,71.6,11265.624722222225,40556249.0,0.0,0.0,5.27986111111111,4.22388888888889,3.95989583333333,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6247222222,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,,,,,,,19.53,19.83,60.0,2.31,2.34,39.37,239.8,0.0,6.04,6.05,12.08,757.9000000000001,0.0,0.0,4.0,902.0,2850.0,26.0,150.8,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0584272936076311,-0.05784880555211,0.0,-0.0047663953023255,-8.591389999999999,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,,,56.00000000000001,35.0,0.0,0.0,0.0,
27.0,14.1,-11.4,760.4,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.66856,53.6,71.6,11265.625277777775,40556251.0,0.0,0.0,5.28055555555556,4.22444444444444,3.96041666666667,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6252777778,0.0,74.0,,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,0.0900000000000318,100.0,14.5,756.8000000000001,8.03,14.569,19.52,19.84,60.0,3.0500000000000003,3.04,39.37,239.5,0.0,6.0600000000000005,6.04,12.1,757.7,0.0,0.0,4.0,902.0,2850.0,26.0,150.8,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0633454662437801,-0.0627182834096833,0.0,-0.0048694778575733,-8.66856,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,,23.000000000000004,,7.5,16.0,21.999999999999996,56.00000000000001,35.0,0.0,0.0,0.0,7.9399999999999675
28.0,14.1,-11.4,760.4,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.66856,53.6,71.6,11265.625277777775,40556251.0,0.0,0.0,5.28055555555556,4.22444444444444,3.96041666666667,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6252777778,0.0,74.0,,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,0.0900000000000318,100.0,14.5,756.8000000000001,8.03,14.569,19.52,19.84,60.0,3.0500000000000003,3.04,39.37,239.5,0.0,6.0600000000000005,6.04,12.1,757.7,0.0,0.0,4.0,902.0,2850.0,26.0,152.60000000000002,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0633454662437801,-0.0627182834096833,0.0,-0.0048694778575733,-8.66856,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,,23.000000000000004,,7.5,16.0,21.999999999999996,56.00000000000001,35.0,0.0,0.0,0.0,7.9399999999999675
29.0,14.1,-11.4,760.3,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.66742,53.6,71.6,11265.625833333334,40556253.0,0.0,0.0,5.27986111111111,4.22388888888889,3.95989583333333,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6258333333,0.0,74.0,,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,0.0900000000000318,100.0,14.5,756.8000000000001,8.03,14.569,19.53,19.84,60.0,3.0,2.96,39.37,239.6,0.0,6.04,6.0600000000000005,12.1,757.3000000000001,0.0,0.0,4.0,902.0,2850.0,26.0,152.60000000000002,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0690762788123828,-0.068392355259785,0.0,-0.0056740718501016,-8.66742,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,,23.000000000000004,,7.5,16.0,21.999999999999996,56.00000000000001,35.0,0.0,0.0,0.0,7.9399999999999675
30.0,14.1,-11.4,760.3,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.66742,53.6,71.6,11265.625833333334,40556253.0,0.0,0.0,5.27986111111111,4.22388888888889,3.95989583333333,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6258333333,0.0,74.0,,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,0.0600000000000022,100.0,14.5,756.9000000000001,10.39,14.569,19.53,19.84,60.0,3.0,2.96,39.37,239.6,0.0,6.04,6.0600000000000005,12.1,757.3000000000001,0.0,0.0,4.0,902.0,2850.0,26.0,152.60000000000002,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0690762788123828,-0.068392355259785,0.0,-0.0056740718501016,-8.66742,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,,23.000000000000004,,7.5,16.0,21.999999999999996,56.00000000000001,35.0,0.0,0.0,0.0,10.329999999999998
31.0,14.1,-11.3,760.3,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59139,53.6,71.6,11265.62611111111,40556254.0,0.0,0.0,5.27986111111111,4.22388888888889,3.95989583333333,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6261111111,0.0,74.0,,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,0.0600000000000022,100.0,14.5,756.9000000000001,10.39,14.569,19.53,19.84,60.0,3.0,2.96,39.37,239.6,0.0,6.04,6.0600000000000005,12.1,757.3000000000001,0.0,0.0,4.0,902.0,2850.0,26.0,152.60000000000002,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0722934748011657,-0.0715776978229364,0.0,-0.0031853425631513,-8.591389999999999,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,,23.000000000000004,,7.5,16.0,21.999999999999996,56.00000000000001,35.0,0.0,0.0,0.0,10.329999999999998
32.0,14.1,-11.3,760.3,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59139,53.6,71.6,11265.62611111111,40556254.0,0.0,0.0,5.27986111111111,4.22388888888889,3.95989583333333,24974.5,24705.5,18408.6,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6261111111,0.0,74.0,,,,,,,,0.0600000000000022,100.0,14.5,756.9000000000001,10.39,14.569,19.53,19.84,60.0,2.61,2.5500000000000003,39.37,239.7,0.0,6.03,6.0200000000000005,12.05,757.3000000000001,0.0,0.0,4.0,902.0,2850.0,26.0,150.8,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.491,0.0,14.4907908,,,0.0,,,,,,-0.0722934748011657,-0.0715776978229364,0.0,-0.0031853425631513,-8.591389999999999,,,,0.0,,,10.999999999999998,14.000000000000002,10.999999999999998,12.0,,,,,16.0,21.999999999999996,56.00000000000001,35.0,0.0,,,10.329999999999998
33.0,14.1,-11.2,760.3,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.51536,53.6,71.6,11265.626944444444,40556257.0,0.0,0.0,5.27986111111111,4.22388888888889,3.95989583333333,24974.6,24705.5,18408.7,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6269444444,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,0.0600000000000022,100.0,14.5,756.9000000000001,10.39,14.569,19.53,19.84,60.0,2.61,2.5500000000000003,39.37,239.7,0.0,6.03,6.0200000000000005,12.05,757.3000000000001,0.0,0.0,4.0,902.0,2850.0,26.0,150.8,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0773509234464444,-0.0765850727192519,0.0,-0.0050073748963155,-8.51536,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,16.0,21.999999999999996,56.00000000000001,35.0,0.0,0.0,0.0,10.329999999999998
34.0,14.1,-11.2,760.3,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.51536,53.6,71.6,11265.626944444444,40556257.0,0.0,0.0,5.27986111111111,4.22388888888889,3.95989583333333,24974.6,24705.5,18408.7,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6269444444,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,0.0600000000000022,100.0,14.5,756.9000000000001,10.39,14.569,19.51,19.81,60.0,2.42,2.45,39.32,239.7,0.0,6.0200000000000005,6.01,12.04,758.2,0.0,0.0,4.0,902.0,2850.0,27.0,152.60000000000002,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.489,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0773509234464444,-0.0765850727192519,0.0,-0.0050073748963155,-8.51536,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,16.0,21.999999999999996,56.00000000000001,35.0,0.0,0.0,0.0,10.329999999999998
35.0,14.1,-11.3,760.3,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59139,53.6,71.6,11265.62722222222,40556258.0,0.0,0.0,5.27986111111111,4.22388888888889,3.95989583333333,24974.6,24705.5,18408.7,17817.2,0.0,0.0,0.0,0.0,760.0,2436.0,3.96,101.0,3.94,17.0,0.0,11265.6272222222,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,,,,,,,19.51,19.81,60.0,2.42,2.45,39.32,239.7,0.0,6.0200000000000005,6.01,12.04,758.2,0.0,0.0,4.0,902.0,2850.0,27.0,152.60000000000002,1.0,37.0,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.489,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0818224654132383,-0.0810123419933052,0.0,-0.0044272692740533,-8.591389999999999,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,,,56.00000000000001,35.0,0.0,0.0,0.0,
36.0,14.1,-11.3,760.4,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59252,53.6,71.6,11265.627777777778,40556260.0,0.0,0.0,5.28055555555556,4.22444444444444,3.96041666666667,24974.6,24705.5,18408.7,17817.2,0.0,0.0,0.0,0.0,760.0,2437.0,3.96,148.0,3.94,17.0,0.0,11265.6277777778,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,,,,,,,19.54,19.84,60.0,2.52,2.51,39.37,239.7,0.0,6.04,6.03,12.07,757.2,0.0,0.0,4.0,902.0,2850.0,27.0,152.60000000000002,1.0,37.0,825.6,0.0,66.60000000000001,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0864818949183073,-0.0856256385329775,0.0,-0.0046132965396722,-8.59252,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,,,56.00000000000001,35.0,0.0,0.0,0.0,
37.0,14.1,-11.3,760.4,0.0,0.0,0.0,23.0,53.6,57.2,53.6,55.400000000000006,53.6,-8.59252,53.6,71.6,11265.627777777778,40556260.0,0.0,0.0,5.28055555555556,4.22444444444444,3.96041666666667,24974.6,24705.5,18408.7,17817.2,0.0,0.0,0.0,0.0,760.0,2437.0,3.96,148.0,3.94,17.0,0.0,11265.6277777778,0.0,74.0,60.8,56.3,37.0,69.80000000000001,83.30000000000001,73.4,45.5,,,,,,,19.54,19.84,60.0,2.52,2.51,39.37,239.7,0.0,6.04,6.03,12.07,757.2,0.0,0.0,4.0,902.0,2850.0,27.0,152.60000000000002,1.0,37.0,825.6,0.0,66.60000000000001,5.800000000000001,13.0,0.0,41.0,0.0,59.0,59.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,760.3000000000001,1.491,0.0,14.4907908,,0.0,0.0,,,0.0,43.222771514356154,43.055188946552136,-0.0864818949183073,-0.0856256385329775,0.0,-0.0046132965396722,-8.59252,,,,0.0,,0.0,10.999999999999998,14.000000000000002,10.999999999999998,12.0,16.0,23.000000000000004,20.0,7.5,,,56.00000000000001,35.0,0.0,0.0,0.0,
